Phrase,Time,INF,IF,F,C
I want to hold your hand,4.956522,1,0,0,18
the children are playing,4.754717,2,2,1,17
superman never wore a mask,4.714286,1,0,0,21
I listen to the tape everyday,4.965517,1,0,1,23
he is shouting loudly,3.857143,1,1,0,16
correct your diction immediately,7.25,1,0,0,28
seasoned golfers love the game,6.24,0,2,1,24
he cooled off after she left,5.111111,1,0,0,22
my dog sheds his hair,4.08,1,0,0,16
join us on the patio,3.368421,0,1,0,15
these cookies are so amazing,5.877551,2,0,1,22
I can still feel your presence,5.084746,0,0,0,25
the dog will bite you,3.457627,0,1,0,16
a most ridiculous thing,4.8,0,2,1,18
where did you get that tie,4.666667,2,1,1,18
what a lovely red jacket,4.8,0,0,0,20
do you like to shop on Sunday,5.207547,2,0,0,21
I spilled coffee on the carpet,5.172414,1,1,1,23
the largest of the five oceans,5.357143,2,1,0,22
shall we play a round of cards,5.647059,0,2,0,22
olympic athletes use drugs,6.0,1,2,0,20
my mother makes good cookies,5.647059,2,0,1,22
do a good deed to someone,4.615385,2,2,1,16
quick there is someone knocking,5.684211,2,0,0,25
flashing red light means stop,5.172414,1,2,0,22
sprawling subdivisions are bad,5.586207,0,0,0,27
where did I leave my glasses,5.307692,1,1,1,21
on the way to the cottage,5.0,2,2,1,16
a lot of chlorine in the water,5.647059,1,0,0,23
do not drink the water,3.927273,1,0,0,17
my car always breaks in the winter,6.461538,1,0,1,27
santa claus got stuck,4.235294,0,1,0,17
public transit is much faster,6.521739,0,2,0,23
zero in on the facts,3.622642,1,1,0,14
make up a few more phrases,5.04,0,1,0,20
my fingers are very cold,5.0,0,1,1,19
rain rain go away,2.847458,1,0,0,13
bad for the environment,4.8,2,0,0,18
universities are too expensive,7.043478,1,2,1,24
the price of gas is high,4.0,1,1,0,17
the winner of the race,3.927273,1,0,0,17
we drive on parkways,3.517241,1,1,0,15
we park in driveways,4.0,0,0,0,17
go out for some pizza and beer,5.142857,1,2,1,21
effort is what it will take,5.28,1,1,1,20
where can my little dog be,4.846154,0,1,0,20
if you were not so stupid,4.615385,0,1,1,19
not quite so smart as you think,5.882353,1,0,0,24
do you like to go camping,5.106383,1,2,0,17
this person is a disaster,4.846154,1,1,0,19
the imagination of the nation,5.882353,1,2,0,22
universally understood to be wrong,6.545455,0,1,0,29
listen to five hours of opera,5.877551,0,2,0,22
an occasional taste of chocolate,6.0,1,0,0,27
victims deserve more redress,5.882353,2,1,0,22
the protesters blocked all traffic,6.315789,3,1,1,26
the acceptance speech was boring,6.461538,0,2,1,26
work hard to reach the summit,6.26087,2,0,0,22
a little encouragement is needed,5.793103,1,0,0,27
stiff penalty for staying out late,6.823529,2,1,0,26
the pen is mightier than the sword,5.793103,2,1,0,25
exceed the maximum speed limit,6.5,0,1,1,25
in sharp contrast to your words,5.571429,2,1,1,23
this leather jacket is too warm,6.0,2,0,0,24
consequences of a wrong turn,5.433962,2,1,1,21
this mission statement is baloney,6.566038,2,1,1,26
you will loose your voice,5.142857,1,2,0,18
every apple from every tree,4.928571,1,0,0,22
are you sure you want this,4.271186,2,1,1,18
the fourth edition was better,5.555556,2,1,0,22
this system of taxation,4.363636,1,2,1,17
beautiful paintings in the gallery,6.545455,1,1,0,28
a yard is almost as long as a meter,6.0,2,2,0,23
we missed your birthday,4.363636,0,1,1,19
coalition governments never work,6.105263,2,0,0,27
destruction of the rain forest,5.886792,1,0,1,25
I like to play tennis,3.578947,0,1,0,16
acutely aware of her good looks,6.24,0,2,0,24
you want to eat your cake,5.217391,1,1,1,18
machinery is too complicated,5.660377,0,1,0,24
a glance in the right direction,5.37931,2,1,1,23
I just cannot figure this out,6.12766,2,1,0,21
please follow the guidelines,5.084746,0,1,1,24
an airport is a very busy place,5.263158,1,0,1,24
mystery of the lost lagoon,5.617021,2,2,0,18
is there any indication of this,5.473684,0,1,0,25
the chamber makes important decisions,6.947368,3,3,1,27
this phenomenon will never occur,6.339623,2,2,1,24
obligations must be met first,5.172414,0,1,1,24
valid until the end of the year,6.521739,1,1,0,23
file all complaints in writing,6.5,2,2,0,22
tickets are very expensive,4.677966,0,0,1,23
a picture is worth many words,6.0,2,0,1,22
this camera takes nice photographs,7.659574,1,3,0,26
it looks like a shack,3.517241,0,1,0,16
the dog buried the bone,3.864407,0,0,0,19
the daring young man,4.25,0,1,0,16
this equation is too complicated,6.109091,0,2,1,26
express delivery is very fast,5.454545,2,1,0,22
I will put on my glasses,4.384615,1,1,0,17
a touchdown in the last minute,5.769231,0,2,0,23
the treasury department is broke,6.857143,2,2,0,24
a good response to the question,5.886792,1,0,0,25
well connected with people,5.52,2,2,1,19
the bathroom is good for reading,5.491525,2,1,1,24
the generation gap gets wider,5.555556,0,2,1,23
chemical spill took forever,5.333333,0,2,0,22
prepare for the exam in advance,5.886792,2,1,0,23
interesting observation was made,6.105263,1,2,1,26
bank transaction was not registered,6.888889,0,2,0,29
your etiquette needs some work,6.638298,1,2,1,23
we better investigate this,5.018182,1,2,0,20
stability of the nation,5.106383,0,2,1,18
house with new electrical panel,5.684211,1,2,1,24
our silver anniversary is coming,6.339623,0,0,1,28
the presidential suite is very busy,7.826087,3,1,1,26
the punishment should fit the crime,6.206897,2,3,1,25
sharp cheese keeps the mind sharp,7.148936,1,1,0,26
the registration period is over,6.48,0,0,0,27
you have my sympathy,3.923077,0,1,0,16
the objective of the exercise,6.521739,0,1,0,24
historic meeting without a result,6.444444,1,0,0,28
very reluctant to enter,4.897959,1,1,1,18
good at addition and subtraction,5.894737,1,2,0,25
six daughters and seven sons,5.142857,1,2,1,21
a thoroughly disgusting thing to say,6.413793,0,0,0,31
sign the withdrawal slip,5.25,2,0,1,19
relations are very strained,5.877551,0,0,1,24
the minimum amount of time,4.551724,1,0,0,21
a very traditional way to dress,5.288136,2,0,1,24
the aspirations of a nation,5.75,0,2,1,21
medieval times were very hard,5.882353,0,0,1,25
a security force of eight thousand,7.102041,2,0,0,27
there are winners and losers,5.142857,2,0,1,22
the voters turfed him out,4.5,2,1,0,18
pay off a mortgage for a house,5.236364,2,2,0,20
the collapse of the Roman empire,6.48,2,2,0,23
did you see that spectacular explosion,7.471698,2,0,1,31
keep receipts for all your expenses,6.315789,3,3,1,24
the assault took six months,5.111111,0,1,0,22
get your priorities in order,5.236364,0,2,1,22
traveling requires a lot of fuel,6.113208,1,1,1,25
longer than a football field,6.26087,2,2,1,20
a good joke deserves a good laugh,5.586207,1,1,1,25
the union will go on strike,4.981132,1,2,0,19
never mix religion and politics,7.043478,1,1,1,25
interactions between men and women,6.206897,1,2,1,27
where did you get such a silly idea,6.72,1,0,1,27
it should be sunny tomorrow,5.52,0,1,1,22
a psychiatrist will help you,5.647059,2,2,1,20
you should visit to a doctor,4.758621,2,0,1,21
you must make an appointment,5.647059,0,0,0,24
the fax machine is broken,4.666667,0,0,0,21
players must know all the rules,5.672727,1,1,1,24
a dog is the best friend of a man,6.382979,1,1,1,23
would you like to come to my house,6.0,1,1,1,25
February has an extra day,4.581818,1,0,1,20
do not feel too bad about it,5.076923,2,2,0,18
this library has many books,5.307692,2,0,1,21
construction makes traveling difficult,7.368421,2,0,1,33
he called seven times,4.5,0,1,0,17
that is a very odd question,4.888889,0,0,0,22
a feeling of complete exasperation,7.2,0,0,0,30
we must redouble our efforts,5.76,0,0,0,24
no kissing in the library,4.5,1,0,0,20
that agreement is rife with problems,7.75,3,3,1,25
vote according to your conscience,7.102041,0,2,1,27
my favourite sport is racketball,6.588235,1,1,1,26
sad to hear that news,3.457627,1,0,0,16
the gun discharged by accident,6.782609,0,0,0,26
one of the poorest nations,4.981132,0,1,0,21
the algorithm is too complicated,6.461538,1,1,0,26
your presentation was inspiring,6.109091,0,1,1,27
that land is owned by the government,7.5,1,0,1,29
burglars never leave their business card,8.4,2,1,1,32
the fire blazed all weekend,5.632653,1,2,0,20
if diplomacy does not work,5.73913,2,2,0,18
please keep this confidential,6.117647,0,0,1,26
the rationale behind the decision,6.823529,1,0,1,28
the cat has a pleasant temperament,6.444444,0,0,0,29
our housekeeper does a thorough job,6.428571,0,2,0,28
her majesty visited our country,6.352941,1,0,0,26
handicapped persons need consideration,7.924528,2,1,0,32
these barracks are big enough,5.882353,1,2,0,22
sing the gospel and the blues,5.647059,2,1,1,21
he underwent triple bypass surgery,7.2,3,3,1,24
the hopes of a new organization,5.672727,1,2,0,23
peering through a small hole,6.26087,0,1,0,23
rapidly running short on words,6.638298,0,1,1,25
it is difficult to concentrate,5.473684,1,2,1,23
give me one spoonful of coffee,5.263158,0,2,1,23
two or three cups of coffee,4.8,1,1,1,20
just like it says on the can,4.888889,2,1,1,19
companies announce a merger,5.333333,2,1,0,21
electric cars need big fuel cells,6.109091,0,2,0,26
the plug does not fit the socket,6.24,1,2,1,23
drugs should be avoided,4.444444,1,0,1,19
the most beautiful sunset,4.714286,1,0,0,21
we dine out on the weekends,5.076923,1,0,0,21
get aboard the ship is leaving,6.25,0,2,0,23
the water was monitored daily,6.25,2,1,1,22
he watched in astonishment,5.018182,0,2,1,21
a big scratch on the tabletop,5.877551,0,0,1,24
salesmen must make their monthly quota,7.471698,0,0,0,33
saving that child was an heroic effort,6.736842,2,1,0,29
granite is the hardest of all rocks,7.565217,2,2,1,25
bring the offenders to justice,6.24,2,1,1,23
every Saturday he folds the laundry,7.826087,1,0,0,29
careless driving results in a fine,6.444444,0,2,1,27
microscopes make small things look big,6.711864,2,2,0,29
a coupon for a free sample,5.142857,0,2,0,19
fine but only in moderation,5.307692,0,0,0,23
a subject one can really enjoy,5.357143,2,0,1,23
important for political parties,6.109091,1,0,1,27
that sticker needs to be validated,6.566038,0,2,0,27
the fire raged for an entire month,6.109091,2,0,1,26
one never takes too many precautions,7.44,1,2,1,28
we have enough witnesses,4.846154,2,1,0,18
labour unions know how to organize,6.327273,0,1,0,28
people blow their horn a lot,5.111111,1,2,1,20
a correction had to be published,5.684211,2,0,1,25
I like baroque and classical music,6.444444,2,2,0,25
the proprietor was unavailable,6.48,2,0,0,25
be discreet about your meeting,5.886792,0,0,1,26
meet tomorrow in the lavatory,6.25,1,1,1,23
suburbs are sprawling up everywhere,6.305085,0,3,1,28
shivering is one way to keep warm,5.890909,2,2,1,23
dolphins leap high out of the water,6.214286,2,2,1,25
try to enjoy your maternity leave,5.894737,1,1,1,26
the ventilation system is broken,5.793103,0,1,1,27
dinosaurs have been extinct for ages,7.018868,2,1,0,28
an inefficient way to heat a house,7.0,1,2,0,25
the bus was very crowded,4.8,0,0,1,20
an injustice is committed every day,6.101695,0,1,1,29
the coronation was very exciting,5.894737,0,1,0,27
look in the syllabus for the course,6.96,2,2,1,25
rectangular objects have four sides,6.526316,2,3,0,26
prescription drugs require a note,7.404255,1,1,1,27
the insulation is not working,5.263158,0,0,1,25
nothing finer than discovering a treasure,8.816327,0,1,0,35
our life expectancy has increased,7.565217,0,1,0,28
the cream rises to the top,5.361702,0,2,1,19
the high waves will swamp us,5.632653,0,2,0,21
the treasurer must balance her books,6.763636,1,0,1,30
completely sold out of that,5.411765,0,0,0,23
the location of the crime,5.478261,2,0,1,19
the chancellor was very boring,6.782609,1,0,1,25
the accident scene is a shrine for fans,7.245283,1,1,1,30
a tumor is OK provided it is benign,5.694915,1,2,1,25
please take a bath this month,4.965517,2,0,0,22
rent is paid at the beginning of the month,7.555556,2,1,0,31
for murder you get a long prison sentence,7.418182,2,2,0,30
a much higher risk of getting cancer,6.206897,3,1,1,26
quit while you are ahead,4.363636,1,1,0,18
knee bone is connected to the thigh bone,7.2,0,1,0,32
safe to walk the streets in the evening,6.981818,3,3,0,26
luckily my wallet was found,5.207547,2,0,0,21
one hour is allotted for questions,6.96,1,0,0,28
so you think you deserve a raise,6.117647,1,1,0,24
they watched the entire movie,5.454545,0,2,1,23
good jobs for those with education,6.444444,2,2,0,25
jumping right out of the water,6.0,1,1,1,23
the trains are always late,5.176471,1,0,1,21
sit at the front of the bus,4.271186,1,0,0,20
do you prefer a window seat,4.8,0,2,0,20
the food at this restaurant,5.111111,0,2,0,21
Canada has ten provinces,4.5,2,0,1,19
the elevator door appears to be stuck,7.153846,1,1,0,29
raindrops keep falling on my head,6.339623,1,2,1,25
spill coffee on the carpet,5.73913,0,1,0,21
an excellent way to communicate,6.352941,0,0,1,27
with each step forward,4.653061,0,0,0,19
faster than a speeding bullet,6.25,1,2,0,22
wishful thinking is fine,4.581818,2,0,1,19
nothing wrong with his style,5.538462,2,2,0,20
arguing with the boss is futile,6.367347,1,1,1,24
taking the train is usually faster,5.898305,1,2,0,26
what goes up must come down,4.551724,2,0,0,20
be persistent to win a strike,5.76,1,2,0,21
presidents drive expensive cars,5.793103,2,2,1,24
the stock exchange dipped,5.28,2,2,1,18
why do you ask silly questions,6.122449,0,1,0,24
that is a very nasty cut,3.931034,1,0,0,18
what to do when the oil runs dry,5.660377,0,0,0,25
learn to walk before you run,5.307692,0,0,0,23
insurance is important for bad drivers,7.92,3,1,0,29
traveling to conferences is fun,6.0,1,2,1,24
do you get nervous when you speak,5.890909,2,0,0,25
pumping helps if the roads are slippery,8.425532,3,2,0,28
parking tickets can be challenged,6.96,0,0,1,29
apartments are too expensive,5.172414,2,1,0,22
find a nearby parking spot,4.888889,0,0,0,22
gun powder must be handled with care,6.545455,2,3,0,25
just what the doctor ordered,5.538462,1,0,1,23
a rattle snake is very poisonous,5.586207,1,2,0,24
weeping willows are found near water,7.44,3,3,0,25
I cannot believe I ate the whole thing,7.591837,3,3,1,25
the biggest hamburger I have ever seen,6.508475,2,3,0,27
gamblers eventually loose their shirts,7.034483,3,0,1,31
exercise is good for the mind,5.333333,0,1,1,23
irregular verbs are the hardest to learn,8.16,3,2,0,29
they might find your comment offensive,7.615385,3,1,0,29
tell a lie and your nose will grow,6.612245,2,2,1,23
an enlarged nose suggests you are a liar,6.827586,1,2,0,30
lie detector tests never work,5.454545,2,2,0,21
do not lie in court or else,5.25,2,0,1,19
most judges are very honest,5.018182,0,1,0,22
only an idiot would lie in court,6.24,1,2,0,23
important news always seems to be late,7.245283,3,0,1,29
please try to be home before midnight,6.526316,3,1,1,27
if you come home late the doors are locked,7.555556,1,3,0,30
dormitory doors are locked at midnight,8.608696,2,3,1,28
staying up all night is a bad idea,6.75,2,0,0,25
you are a capitalist pig,5.217391,2,2,1,16
motivational seminars make me sick,7.346939,0,0,0,30
questioning the wisdom of the courts,7.44,2,2,0,27
rejection letters are discouraging,6.642857,0,1,1,30
the first time he tried to swim,5.357143,1,0,0,24
that referendum asked a silly question,7.471698,0,1,1,32
a steep learning curve in riding a unicycle,9.0,3,0,1,33
a good stimulus deserves a good response,8.0,2,0,0,32
everybody looses in custody battles,7.44,1,0,0,30
put garbage in an abandoned mine,6.230769,0,0,0,27
employee recruitment takes a lot of effort,7.322034,3,0,1,33
experience is hard to come by,6.12766,2,1,1,21
everyone wants to win the lottery,7.304348,1,1,0,26
the picket line gives me the chills,6.105263,1,2,0,26
