Phrase,Time,INF,IF,F,C
goldilocks and the three bears,5.672727,1,1,1,24
we went grocery shopping,3.6,0,0,1,21
the assignment is due today,4.6,0,0,1,23
what you see is what you get,3.882353,0,0,0,22
for your information only,4.0,0,1,0,21
a quarter of a century,3.085714,0,0,0,18
the store will close at ten,4.258065,1,0,1,21
head shoulders knees and toes,4.615385,0,0,1,25
vanilla flavored ice cream,3.942857,1,1,1,21
frequently asked questions,4.114286,0,1,1,23
round robin scheduling,4.0,0,0,1,20
information super highway,5.018182,0,1,0,22
my favorite web browser,3.75,0,0,1,20
the laser printer is jammed,4.119403,1,0,1,22
all good boys deserve fudge,4.677966,1,0,1,22
the second largest country,4.181818,1,0,0,22
call for more details,3.724138,0,0,0,18
just in time for the party,4.2,0,1,0,20
have a good weekend,3.0,0,0,0,16
video camera with a zoom lens,4.721311,0,1,1,23
what a monkey sees a monkey will do,5.419355,0,1,0,27
that is very unfortunate,4.2,1,1,0,19
the back yard of our house,4.5,0,1,0,20
this is a very good idea,3.454545,0,0,0,19
reading week is just about here,5.473684,1,1,0,24
our fax number has changed,3.826087,1,1,1,20
thank you for your help,3.257143,0,0,0,19
no exchange without a bill,3.940299,1,0,0,21
the early bird gets the worm,5.018182,1,1,0,21
buckle up for safety,3.1875,0,0,0,17
this is too much to handle,4.271186,0,0,1,21
protect your environment,3.940299,1,0,0,21
world population is growing,4.114286,1,1,1,22
the library is closed today,5.018182,1,1,1,21
Mary had a little lamb,3.789474,0,0,0,18
teaching services will help,4.235294,1,0,1,23
we accept personal checks,4.125,1,0,1,21
this is a non profit organization,5.169231,1,1,1,26
user friendly interface,4.2,1,1,0,19
healthy food is good for you,4.0,1,1,0,21
hands on experience with a job,4.347826,1,0,1,24
this watch is too expensive,4.3125,0,1,1,22
the postal service is very slow,5.473684,0,0,0,26
communicate through email,4.181818,0,1,1,22
the capital of our nation,3.705882,0,0,1,21
travel at the speed of light,4.758621,1,1,0,21
I do not fully agree with you,4.058824,0,1,0,22
gas bills are sent monthly,4.190476,0,0,1,22
earth quakes are predictable,5.357143,0,0,1,25
life is but a dream,3.050847,0,0,0,15
take it to the recycling depot,4.285714,1,1,1,23
sent this by registered mail,5.052632,0,0,1,24
fall is my favorite season,4.0,0,0,0,22
a fox is a very smart animal,4.8,1,1,1,20
the kids are very excited,3.818182,1,1,1,19
parking lot is full of trucks,4.235294,0,1,0,23
my bike has a flat tire,3.6,0,0,0,18
do not walk too quickly,3.8,0,0,0,19
a duck quacks to ask for food,4.842105,1,1,0,21
limited warranty of two years,5.357143,1,1,0,23
the four seasons will come,4.258065,0,0,1,22
the sun rises in the east,3.58209,1,1,0,18
it is very windy today,3.483871,0,0,0,18
do not worry about this,3.5625,0,0,0,19
dashing through the snow,3.652174,0,0,0,21
want to join us for lunch,4.067797,0,0,1,20
stay away from strangers,4.5,0,1,1,20
accompanied by an adult,3.75,1,1,0,18
see you later alligator,4.067797,1,1,1,18
make my day you sucker,3.857143,0,0,0,18
I can play much better now,3.876923,0,0,0,21
she wears too much makeup,3.652174,0,1,0,20
my bare face in the wind,4.0,0,0,0,19
batman wears a cape,3.428571,0,0,0,16
I hate baking pies,2.727273,0,0,0,15
lydia wants to go home,3.272727,0,0,0,18
win first prize in the contest,4.615385,1,1,1,23
freud wrote of the ego,3.176471,0,0,0,18
I do not care if you do that,3.652174,1,0,0,20
always cover all the bases,4.327869,1,1,0,20
nobody cares anymore,3.483871,0,0,0,18
can we play cards tonight,4.344828,1,1,0,19
get rid of that immediately,4.842105,0,0,0,23
I watched blazing saddles,4.258065,0,1,1,21
the sum of the parts,3.428571,0,0,0,16
they love to yap about nothing,4.477612,1,1,1,23
peek out the window,3.310345,0,0,0,16
be home before midnight,4.067797,0,0,1,20
he played a pimp in that movie,4.571429,1,0,1,23
I skimmed through your proposal,4.764706,0,1,0,26
he was wearing a sweatshirt,4.119403,1,0,1,22
no more war no more bloodshed,4.173913,0,0,0,24
toss the ball around,3.344262,0,0,0,17
I will meet you at noon,3.927273,0,0,0,18
I want to hold your hand,3.454545,0,0,0,19
the children are playing,4.581818,1,0,0,20
superman never wore a mask,4.0,1,0,0,21
I listen to the tape everyday,4.430769,0,1,1,23
he is shouting loudly,3.483871,0,0,0,18
correct your diction immediately,6.327273,1,0,0,28
seasoned golfers love the game,5.37931,1,1,0,24
he cooled off after she left,5.018182,0,0,0,23
my dog sheds his hair,2.914286,0,0,0,17
join us on the patio,3.310345,0,0,0,16
these cookies are so amazing,4.965517,0,0,0,24
I can still feel your presence,5.172414,0,1,0,24
the dog will bite you,3.044776,0,0,0,17
a most ridiculous thing,3.809524,0,1,1,19
where did you get that tie,3.818182,0,1,1,20
what a lovely red jacket,4.210526,1,1,0,18
do you like to shop on Sunday,4.246154,0,0,1,23
I spilled coffee on the carpet,5.0,1,0,1,24
the largest of the five oceans,5.172414,1,1,0,23
shall we play a round of cards,5.236364,0,0,1,24
olympic athletes use drugs,5.018182,0,0,1,23
my mother makes good cookies,4.298507,0,0,1,24
do a good deed to someone,3.809524,0,1,1,19
quick there is someone knocking,5.4,0,1,1,26
flashing red light means stop,5.0,1,1,1,23
sprawling subdivisions are bad,5.142857,1,0,1,26
where did I leave my glasses,4.842105,1,1,0,21
on the way to the cottage,3.428571,1,0,1,19
a lot of chlorine in the water,4.298507,0,1,0,23
do not drink the water,3.428571,0,0,0,18
my car always breaks in the winter,5.419355,0,1,0,27
santa claus got stuck,3.857143,0,0,0,18
public transit is much faster,5.454545,0,1,0,24
zero in on the facts,3.0,0,0,0,16
make up a few more phrases,3.652174,0,1,1,20
my fingers are very cold,3.478261,0,1,1,19
rain rain go away,2.8,0,0,0,14
bad for the environment,4.067797,1,1,1,18
universities are too expensive,5.785714,0,1,1,26
the price of gas is high,3.257143,0,0,0,19
the winner of the race,3.789474,0,0,0,18
we drive on parkways,3.344262,0,0,0,17
we park in driveways,2.956522,0,0,0,17
go out for some pizza and beer,4.5,1,1,0,22
effort is what it will take,4.4,1,1,0,20
where can my little dog be,3.652174,1,0,1,20
if you were not so stupid,3.870968,1,0,0,19
not quite so smart as you think,4.545455,0,1,1,24
do you like to go camping,3.870968,0,0,0,20
this person is a disaster,3.6,0,0,0,21
the imagination of the nation,5.263158,0,1,1,24
universally understood to be wrong,6.545455,1,1,0,28
listen to five hours of opera,5.052632,1,1,1,22
an occasional taste of chocolate,5.419355,1,1,0,26
victims deserve more redress,4.285714,0,1,0,24
the protesters blocked all traffic,5.806452,0,1,1,29
the acceptance speech was boring,4.941176,1,0,1,27
work hard to reach the summit,4.571429,1,0,1,23
a little encouragement is needed,4.8,1,0,0,27
stiff penalty for staying out late,5.043478,0,0,1,29
the pen is mightier than the sword,6.109091,0,0,1,28
exceed the maximum speed limit,5.2,0,1,0,25
in sharp contrast to your words,4.588235,1,0,0,25
this leather jacket is too warm,4.952381,0,0,0,26
consequences of a wrong turn,4.173913,0,1,1,23
this mission statement is baloney,5.612903,0,0,0,29
you will loose your voice,4.0,0,1,1,20
every apple from every tree,5.018182,1,0,0,22
are you sure you want this,4.581818,1,1,0,19
the fourth edition was better,4.477612,1,1,0,23
this system of taxation,3.934426,0,1,0,19
beautiful paintings in the gallery,6.101695,0,0,1,30
a yard is almost as long as a meter,5.225806,1,0,0,26
we missed your birthday,4.210526,1,0,0,19
coalition governments never work,5.353846,1,0,0,28
destruction of the rain forest,5.672727,0,0,0,26
I like to play tennis,3.044776,0,0,0,17
acutely aware of her good looks,5.672727,0,0,0,26
you want to eat your cake,3.478261,1,0,1,19
machinery is too complicated,5.0,1,1,1,23
a glance in the right direction,5.2,1,1,1,24
I just cannot figure this out,4.173913,1,1,0,22
please follow the guidelines,5.454545,1,0,1,24
an airport is a very busy place,4.411765,0,1,1,24
mystery of the lost lagoon,3.826087,0,0,1,22
is there any indication of this,4.727273,0,1,1,25
the chamber makes important decisions,6.092308,1,0,1,32
this phenomenon will never occur,5.014925,0,0,0,28
obligations must be met first,4.477612,0,1,0,24
valid until the end of the year,4.761905,0,1,1,24
file all complaints in writing,4.952381,1,0,0,25
tickets are very expensive,4.842105,1,1,0,21
a picture is worth many words,4.571429,0,1,1,23
this camera takes nice photographs,5.454545,0,0,1,30
it looks like a shack,3.238095,0,0,0,17
the dog buried the bone,3.402985,0,0,0,19
the daring young man,3.1875,0,0,0,17
this equation is too complicated,4.8,1,0,1,27
express delivery is very fast,4.83871,0,0,1,25
I will put on my glasses,3.454545,0,0,0,19
a touchdown in the last minute,5.084746,0,0,0,25
the treasury department is broke,6.0,1,0,0,27
a good response to the question,5.672727,1,1,0,24
well connected with people,4.0,1,0,0,22
the bathroom is good for reading,5.311475,1,1,1,25
the generation gap gets wider,4.477612,1,1,0,23
chemical spill took forever,4.114286,0,1,1,23
prepare for the exam in advance,5.37931,1,0,1,25
interesting observation was made,5.8,0,1,1,28
bank transaction was not registered,5.552239,1,1,0,29
your etiquette needs some work,5.37931,0,0,1,26
we better investigate this,4.119403,0,0,0,23
stability of the nation,4.0,0,1,1,19
house with new electrical panel,5.785714,0,1,0,26
our silver anniversary is coming,5.419355,1,0,1,27
the presidential suite is very busy,5.373134,0,1,1,29
the punishment should fit the crime,5.625,1,0,1,29
sharp cheese keeps the mind sharp,5.419355,1,0,1,27
the registration period is over,4.764706,0,1,1,26
you have my sympathy,3.0,0,0,0,17
the objective of the exercise,5.172414,1,1,1,23
historic meeting without a result,6.105263,0,0,0,29
very reluctant to enter,3.934426,1,1,1,18
good at addition and subtraction,4.869565,0,1,1,27
six daughters and seven sons,5.142857,1,1,0,22
a thoroughly disgusting thing to say,6.642857,0,1,0,30
sign the withdrawal slip,3.818182,1,1,0,19
relations are very strained,4.114286,0,0,1,24
the minimum amount of time,4.125,0,1,0,21
a very traditional way to dress,5.37931,1,0,0,25
the aspirations of a nation,4.3125,1,0,0,22
medieval times were very hard,4.6875,0,1,1,24
a security force of eight thousand,5.4375,0,1,0,28
there are winners and losers,4.235294,0,0,0,24
the voters turfed him out,4.064516,0,1,1,20
pay off a mortgage for a house,4.8,1,1,1,22
the collapse of the Roman empire,5.4,0,0,1,27
did you see that spectacular explosion,5.823529,0,0,0,33
keep receipts for all your expenses,6.206897,0,1,0,29
the assault took six months,3.942857,0,0,0,23
get your priorities in order,4.298507,0,0,1,24
traveling requires a lot of fuel,4.764706,1,0,0,26
longer than a football field,5.052632,0,0,0,24
a good joke deserves a good laugh,5.0625,1,1,0,25
the union will go on strike,4.4,1,1,1,20
never mix religion and politics,5.890909,0,0,1,27
interactions between men and women,5.714286,1,0,1,29
where did you get such a silly idea,6.0,1,0,1,27
it should be sunny tomorrow,4.119403,0,1,0,22
a psychiatrist will help you,4.645161,0,0,0,24
you should visit to a doctor,4.6,1,1,0,21
you must make an appointment,4.235294,1,1,0,22
the fax machine is broken,4.5,0,1,0,20
players must know all the rules,5.114754,1,0,0,25
a dog is the best friend of a man,4.83871,1,0,0,24
would you like to come to my house,5.0625,1,0,0,26
February has an extra day,3.818182,0,1,0,20
do not feel too bad about it,4.474576,1,0,1,21
this library has many books,4.928571,1,1,1,21
construction makes traveling difficult,6.5625,0,0,0,35
he called seven times,3.272727,0,0,0,18
that is a very odd question,4.0,1,1,1,20
a feeling of complete exasperation,5.714286,0,1,0,29
we must redouble our efforts,4.721311,1,1,1,22
no kissing in the library,3.6,0,1,0,20
that agreement is rife with problems,5.723077,1,0,1,30
vote according to your conscience,6.214286,0,0,0,29
my favourite sport is racketball,5.793103,1,0,0,27
sad to hear that news,3.578947,0,0,0,17
the gun discharged by accident,5.114754,1,0,0,25
one of the poorest nations,4.061538,1,0,0,21
the algorithm is too complicated,5.419355,0,1,0,27
your presentation was inspiring,5.419355,0,0,1,28
that land is owned by the government,5.217391,1,1,1,28
burglars never leave their business card,6.086957,0,1,0,34
the fire blazed all weekend,4.758621,1,0,1,22
if diplomacy does not work,3.882353,0,1,1,21
please keep this confidential,5.37931,1,0,1,25
the rationale behind the decision,5.117647,0,1,0,28
the cat has a pleasant temperament,5.117647,0,1,1,28
our housekeeper does a thorough job,6.0,0,0,0,30
her majesty visited our country,5.785714,1,1,1,25
handicapped persons need consideration,7.118644,0,1,0,34
these barracks are big enough,4.83871,0,0,0,25
sing the gospel and the blues,4.881356,0,1,0,23
he underwent triple bypass surgery,5.217391,1,1,0,28
the hopes of a new organization,5.672727,0,1,0,25
peering through a small hole,4.173913,0,0,0,24
rapidly running short on words,4.8,1,0,0,25
it is difficult to concentrate,5.2,0,1,0,25
give me one spoonful of coffee,5.084746,0,1,1,24
two or three cups of coffee,4.327869,1,1,1,20
just like it says on the can,4.474576,1,0,0,21
companies announce a merger,4.5,0,1,0,23
electric cars need big fuel cells,5.694915,1,1,1,26
the plug does not fit the socket,5.032258,0,0,1,26
drugs should be avoided,3.529412,0,1,0,19
the most beautiful sunset,4.061538,0,0,0,22
we dine out on the weekends,3.826087,0,1,1,21
get aboard the ship is leaving,4.545455,1,0,1,24
the water was monitored daily,5.0,0,1,0,24
he watched in astonishment,4.380952,0,0,1,23
a big scratch on the tabletop,4.235294,1,0,1,23
salesmen must make their monthly quota,5.73913,0,0,1,33
saving that child was an heroic effort,6.0,1,1,1,30
granite is the hardest of all rocks,5.19403,0,0,1,29
bring the offenders to justice,5.2,1,1,0,24
every Saturday he folds the laundry,6.101695,1,0,1,29
careless driving results in a fine,5.272727,0,1,0,28
microscopes make small things look big,6.092308,0,0,1,33
a coupon for a free sample,4.344828,0,0,0,21
fine but only in moderation,4.119403,1,1,1,21
a subject one can really enjoy,4.918033,0,0,0,25
important for political parties,5.694915,1,0,0,27
that sticker needs to be validated,5.704918,0,1,1,28
the fire raged for an entire month,5.25,0,1,1,27
one never takes too many precautions,5.314286,0,0,0,31
we have enough witnesses,4.344828,0,1,0,20
labour unions know how to organize,5.272727,1,1,1,27
people blow their horn a lot,4.677966,1,0,1,22
a correction had to be published,4.984615,1,1,1,25
I like baroque and classical music,5.353846,0,1,1,28
the proprietor was unavailable,5.0625,1,1,1,25
be discreet about your meeting,4.727273,1,1,1,24
meet tomorrow in the lavatory,4.918033,1,0,0,24
suburbs are sprawling up everywhere,6.305085,0,0,1,31
shivering is one way to keep warm,5.890909,1,0,0,26
dolphins leap high out of the water,5.4375,1,0,0,28
try to enjoy your maternity leave,6.109091,0,0,1,28
the ventilation system is broken,5.333333,0,1,1,27
dinosaurs have been extinct for ages,6.526316,0,0,1,31
an inefficient way to heat a house,5.090909,1,0,1,27
the bus was very crowded,3.636364,1,0,1,19
an injustice is committed every day,5.294118,1,1,1,28
the coronation was very exciting,5.694915,1,1,0,26
look in the syllabus for the course,5.353846,1,1,0,27
rectangular objects have four sides,5.552239,1,1,0,29
prescription drugs require a note,5.52381,0,1,0,28
the insulation is not working,4.83871,1,0,0,24
nothing finer than discovering a treasure,6.352941,1,1,1,34
our life expectancy has increased,5.353846,0,1,1,28
the cream rises to the top,4.5,0,0,0,21
the high waves will swamp us,4.380952,0,1,1,22
the treasurer must balance her books,5.470588,0,1,0,30
completely sold out of that,5.018182,1,0,0,22
the location of the crime,3.818182,0,1,0,20
the chancellor was very boring,5.032258,0,1,0,25
the accident scene is a shrine for fans,6.736842,0,1,1,31
a tumor is OK provided it is benign,5.333333,0,0,1,28
please take a bath this month,4.881356,0,0,0,24
rent is paid at the beginning of the month,6.8,0,1,1,33
for murder you get a long prison sentence,5.913043,0,0,1,34
a much higher risk of getting cancer,5.142857,1,1,0,28
quit while you are ahead,4.137931,1,0,0,19
knee bone is connected to the thigh bone,7.2,0,0,1,33
safe to walk the streets in the evening,5.907692,1,0,1,31
luckily my wallet was found,4.842105,0,0,1,23
one hour is allotted for questions,6.105263,1,0,1,28
so you think you deserve a raise,5.2,0,0,0,26
they watched the entire movie,4.761905,1,1,1,23
good jobs for those with education,4.971429,1,1,1,27
jumping right out of the water,4.761905,0,1,0,24
the trains are always late,4.190476,1,0,0,21
sit at the front of the bus,4.131148,0,0,0,21
do you prefer a window seat,3.771429,1,1,1,20
the food at this restaurant,4.058824,1,1,1,21
Canada has ten provinces,4.271186,0,0,0,21
the elevator door appears to be stuck,6.2,0,0,0,31
raindrops keep falling on my head,5.25,1,1,0,26
spill coffee on the carpet,3.826087,1,1,0,20
an excellent way to communicate,5.4,0,1,1,26
with each step forward,3.5625,0,0,0,19
faster than a speeding bullet,4.285714,1,1,0,23
wishful thinking is fine,3.9375,0,1,1,20
nothing wrong with his style,4.8,0,1,1,23
arguing with the boss is futile,4.875,0,1,0,25
taking the train is usually faster,6.0,0,1,1,28
what goes up must come down,4.125,1,0,0,21
be persistent to win a strike,5.052632,1,0,0,23
presidents drive expensive cars,5.508197,0,1,1,27
the stock exchange dipped,4.327869,1,0,1,21
why do you ask silly questions,4.918033,1,0,0,24
that is a very nasty cut,4.071429,0,0,0,19
what to do when the oil runs dry,4.761905,1,1,0,23
learn to walk before you run,5.018182,0,1,0,22
insurance is important for bad drivers,6.387097,0,0,0,33
traveling to conferences is fun,4.764706,1,1,1,25
do you get nervous when you speak,5.684211,1,1,1,25
pumping helps if the roads are slippery,6.1875,0,1,0,32
parking tickets can be challenged,6.214286,0,0,0,29
apartments are too expensive,5.0,0,1,0,24
find a nearby parking spot,4.258065,1,0,0,21
gun powder must be handled with care,5.806452,1,1,1,28
just what the doctor ordered,4.645161,0,0,0,24
a rattle snake is very poisonous,5.225806,0,0,0,27
weeping willows are found near water,6.763636,1,0,0,30
I cannot believe I ate the whole thing,5.904762,1,0,0,30
the biggest hamburger I have ever seen,6.857143,1,0,1,31
gamblers eventually loose their shirts,6.8,1,1,0,32
exercise is good for the mind,5.052632,1,0,0,23
irregular verbs are the hardest to learn,6.181818,0,1,0,33
they might find your comment offensive,5.73913,1,1,1,31
tell a lie and your nose will grow,5.4,0,0,1,27
an enlarged nose suggests you are a liar,5.910448,0,0,1,33
lie detector tests never work,4.83871,0,1,1,24
do not lie in court or else,4.421053,1,1,1,19
most judges are very honest,4.6,0,1,1,22
only an idiot would lie in court,4.952381,0,1,1,25
important news always seems to be late,5.907692,0,0,1,32
please try to be home before midnight,5.904762,1,1,0,29
if you come home late the doors are locked,5.828571,0,1,0,33
dormitory doors are locked at midnight,5.910448,1,1,0,31
staying up all night is a bad idea,4.764706,0,0,1,27
you are a capitalist pig,3.809524,1,0,1,19
motivational seminars make me sick,5.625,0,1,0,29
questioning the wisdom of the courts,6.0,0,1,0,30
rejection letters are discouraging,6.526316,0,0,1,31
the first time he tried to swim,4.83871,1,1,0,23
that referendum asked a silly question,7.2,1,1,0,31
a steep learning curve in riding a unicycle,7.2,0,1,1,35
a good stimulus deserves a good response,6.089552,1,0,0,33
everybody looses in custody battles,6.2,0,0,0,31
put garbage in an abandoned mine,5.225806,0,1,1,26
employee recruitment takes a lot of effort,7.081967,1,1,0,34
experience is hard to come by,4.5,0,0,0,24
everyone wants to win the lottery,5.508197,1,1,0,26
the picket line gives me the chills,5.52381,1,0,0,28
