Phrase,Time,INF,IF,F,C
this mission statement is baloney,8.285714,0,1,1,28
you will loose your voice,6.3,1,0,0,20
every apple from every tree,6.418605,0,0,1,23
are you sure you want this,5.6,0,0,0,21
the fourth edition was better,7.692308,0,0,0,25
this system of taxation,6.486486,1,0,0,19
beautiful paintings in the gallery,7.2,1,1,0,28
a yard is almost as long as a meter,6.893617,1,0,0,26
we missed your birthday,5.714286,1,0,1,19
coalition governments never work,7.404255,1,1,1,27
destruction of the rain forest,8.0,0,0,0,26
I like to play tennis,6.8,0,0,0,17
acutely aware of her good looks,10.4,0,0,1,26
you want to eat your cake,5.853659,1,0,1,19
machinery is too complicated,6.666667,0,1,0,24
a glance in the right direction,6.933333,0,0,1,26
I just cannot figure this out,9.290323,0,1,0,23
please follow the guidelines,7.894737,1,1,0,23
an airport is a very busy place,9.677419,1,0,0,24
mystery of the lost lagoon,8.0,1,0,0,21
is there any indication of this,6.638298,1,0,1,25
the chamber makes important decisions,8.25,0,0,1,33
this phenomenon will never occur,8.615385,0,0,1,28
obligations must be met first,6.0,1,1,1,23
valid until the end of the year,7.317073,0,1,1,24
file all complaints in writing,10.4,1,0,1,25
tickets are very expensive,5.87234,0,1,1,22
a picture is worth many words,7.783784,1,0,1,23
this camera takes nice photographs,10.909091,0,1,1,29
it looks like a shack,6.8,0,0,0,17
the dog buried the bone,5.181818,0,0,0,19
the daring young man,5.828571,0,0,0,17
this equation is too complicated,9.333333,0,1,1,27
express delivery is very fast,8.571429,1,1,1,23
I will put on my glasses,4.56,0,0,0,19
a touchdown in the last minute,6.25,1,0,1,24
the treasury department is broke,8.842105,0,1,1,27
a good response to the question,9.454545,1,1,0,24
well connected with people,5.87234,0,1,1,22
the bathroom is good for reading,10.8,0,1,1,26
the generation gap gets wider,7.894737,0,1,0,24
chemical spill took forever,8.470588,1,1,1,22
prepare for the exam in advance,9.454545,1,1,0,24
interesting observation was made,7.909091,1,1,1,27
bank transaction was not registered,10.054054,0,1,0,30
your etiquette needs some work,10.4,1,1,0,24
we better investigate this,6.418605,0,1,0,22
stability of the nation,5.333333,0,0,1,20
house with new electrical panel,6.75,1,1,0,25
our silver anniversary is coming,10.181818,1,0,0,27
the presidential suite is very busy,10.909091,1,1,0,28
the punishment should fit the crime,8.372093,0,0,1,30
sharp cheese keeps the mind sharp,7.813953,1,1,1,26
the registration period is over,7.363636,0,0,0,27
you have my sympathy,4.636364,0,0,0,17
the objective of the exercise,6.666667,0,1,1,24
historic meeting without a result,8.487805,1,1,0,27
very reluctant to enter,6.666667,1,1,1,18
good at addition and subtraction,7.813953,0,0,0,28
six daughters and seven sons,8.470588,0,1,1,23
a thoroughly disgusting thing to say,7.914894,0,1,1,30
sign the withdrawal slip,7.0,0,0,0,21
relations are very strained,7.578947,1,1,1,22
the minimum amount of time,5.617021,0,1,1,21
a very traditional way to dress,7.255814,0,1,1,25
the aspirations of a nation,7.666667,1,1,1,21
medieval times were very hard,7.692308,1,1,1,23
a security force of eight thousand,10.875,1,1,0,27
there are winners and losers,8.470588,1,1,1,22
the voters turfed him out,6.3,0,0,1,21
pay off a mortgage for a house,8.470588,1,1,0,22
the collapse of the Roman empire,10.8,1,1,1,25
did you see that spectacular explosion,7.92,0,1,1,32
keep receipts for all your expenses,12.0,0,0,0,30
the assault took six months,7.666667,1,0,0,22
get your priorities in order,6.12766,0,1,1,23
traveling requires a lot of fuel,7.902439,0,1,1,26
longer than a football field,8.228571,1,0,1,23
a good joke deserves a good laugh,10.8,1,0,0,26
the union will go on strike,8.516129,1,1,0,20
never mix religion and politics,7.363636,0,1,0,26
interactions between men and women,11.25,1,0,0,29
where did you get such a silly idea,9.882353,1,0,0,27
it should be sunny tomorrow,5.87234,1,1,1,21
a psychiatrist will help you,7.384615,1,0,0,23
you should visit to a doctor,8.903226,1,1,0,21
you must make an appointment,9.0,1,0,0,23
the fax machine is broken,5.04,0,1,0,20
players must know all the rules,6.5,1,0,1,25
a dog is the best friend of a man,9.375,1,1,1,23
would you like to come to my house,8.307692,1,0,1,26
February has an extra day,5.142857,0,0,1,21
do not feel too bad about it,8.8,0,0,1,22
this library has many books,6.418605,0,1,1,22
construction makes traveling difficult,13.548387,1,0,1,34
he called seven times,5.837838,0,0,0,18
that is a very odd question,6.139535,1,1,0,20
a feeling of complete exasperation,7.659574,0,1,1,29
we must redouble our efforts,5.76,0,1,1,23
no kissing in the library,5.361702,0,0,1,21
that agreement is rife with problems,8.454545,1,0,0,30
vote according to your conscience,9.157895,1,0,1,28
my favourite sport is racketball,7.813953,1,1,0,26
sad to hear that news,6.375,0,0,0,17
the gun discharged by accident,7.609756,0,0,1,26
one of the poorest nations,6.0,0,0,0,22
the algorithm is too complicated,8.195122,0,0,1,28
your presentation was inspiring,8.0,1,0,1,27
that land is owned by the government,10.588235,0,1,0,29
burglars never leave their business card,8.4,1,1,1,33
the fire blazed all weekend,8.903226,1,0,1,22
if diplomacy does not work,7.764706,0,0,1,22
please keep this confidential,8.0,0,0,1,26
the rationale behind the decision,7.565217,0,0,1,29
the cat has a pleasant temperament,10.235294,1,1,0,27
our housekeeper does a thorough job,7.2,0,0,0,30
her majesty visited our country,6.612245,1,1,0,25
handicapped persons need consideration,8.4,1,0,1,34
these barracks are big enough,7.894737,0,0,0,25
sing the gospel and the blues,6.0,1,0,1,23
he underwent triple bypass surgery,12.0,0,0,0,30
the hopes of a new organization,8.432432,0,1,1,25
peering through a small hole,7.02439,0,1,1,23
rapidly running short on words,10.4,0,0,0,26
it is difficult to concentrate,8.432432,1,1,1,24
give me one spoonful of coffee,7.5,1,0,1,24
two or three cups of coffee,8.25,0,0,1,22
just like it says on the can,6.6,0,0,1,22
companies announce a merger,7.384615,1,1,1,22
electric cars need big fuel cells,10.181818,0,1,0,27
the plug does not fit the socket,9.454545,1,1,1,24
drugs should be avoided,5.853659,1,0,1,19
the most beautiful sunset,7.333333,1,0,0,21
we dine out on the weekends,8.516129,0,0,1,22
get aboard the ship is leaving,8.571429,1,1,1,23
the water was monitored daily,6.122449,0,1,1,24
he watched in astonishment,5.75,1,1,1,21
a big scratch on the tabletop,5.76,1,1,1,22
salesmen must make their monthly quota,8.608696,1,0,1,32
saving that child was an heroic effort,9.6,0,0,1,32
granite is the hardest of all rocks,8.093023,0,0,1,29
bring the offenders to justice,9.75,0,1,1,25
every Saturday he folds the laundry,8.571429,0,0,0,30
careless driving results in a fine,10.875,0,1,0,28
microscopes make small things look big,10.153846,0,1,1,32
a coupon for a free sample,7.875,0,0,0,21
fine but only in moderation,5.632653,0,0,1,23
a subject one can really enjoy,9.677419,1,1,0,23
important for political parties,8.615385,1,0,1,27
that sticker needs to be validated,9.157895,1,0,0,28
the fire raged for an entire month,7.148936,0,1,1,27
one never takes too many precautions,10.333333,1,1,1,29
we have enough witnesses,6.810811,1,0,1,20
labour unions know how to organize,11.6,1,0,0,28
people blow their horn a lot,8.625,0,0,1,23
a correction had to be published,7.363636,0,0,1,27
I like baroque and classical music,7.909091,0,0,1,29
the proprietor was unavailable,6.48,0,0,1,27
be discreet about your meeting,7.090909,0,1,1,25
meet tomorrow in the lavatory,7.142857,1,1,1,23
suburbs are sprawling up everywhere,12.0,1,1,1,29
shivering is one way to keep warm,8.756757,1,1,1,25
dolphins leap high out of the water,7.565217,1,1,1,27
try to enjoy your maternity leave,9.333333,0,0,0,28
the ventilation system is broken,10.5,1,1,1,26
dinosaurs have been extinct for ages,10.054054,1,1,0,29
an inefficient way to heat a house,10.181818,1,0,1,27
the bus was very crowded,5.217391,0,0,1,20
an injustice is committed every day,8.181818,1,1,1,28
the coronation was very exciting,9.6,1,1,0,26
look in the syllabus for the course,7.565217,1,0,1,28
rectangular objects have four sides,8.266667,1,1,0,29
prescription drugs require a note,8.285714,0,0,1,29
the insulation is not working,7.692308,1,1,1,23
nothing finer than discovering a treasure,12.342857,1,0,0,35
our life expectancy has increased,9.157895,1,1,0,27
the cream rises to the top,6.461538,1,1,0,19
the high waves will swamp us,6.9,0,0,1,23
the treasurer must balance her books,9.3,0,0,0,31
completely sold out of that,6.571429,0,1,1,22
the location of the crime,6.631579,1,0,0,20
the chancellor was very boring,10.064516,0,1,1,25
the accident scene is a shrine for fans,8.533333,0,0,0,32
a tumor is OK provided it is benign,6.857143,1,0,1,27
please take a bath this month,8.228571,0,0,1,24
rent is paid at the beginning of the month,8.326531,0,1,0,33
for murder you get a long prison sentence,13.16129,0,0,1,34
a much higher risk of getting cancer,8.0,0,0,0,30
quit while you are ahead,6.486486,1,1,0,18
knee bone is connected to the thigh bone,11.0,0,1,0,32
safe to walk the streets in the evening,8.533333,0,0,0,32
luckily my wallet was found,5.632653,0,0,1,23
one hour is allotted for questions,7.25,1,1,0,27
so you think you deserve a raise,6.933333,1,0,0,25
they watched the entire movie,9.375,0,1,1,24
good jobs for those with education,8.7,0,1,0,28
jumping right out of the water,6.666667,0,0,0,25
the trains are always late,6.285714,0,0,1,22
sit at the front of the bus,7.0,0,0,0,21
do you prefer a window seat,8.25,1,0,0,21
the food at this restaurant,8.363636,0,0,1,23
Canada has ten provinces,6.810811,0,0,1,21
the elevator door appears to be stuck,7.44,0,1,1,30
raindrops keep falling on my head,9.333333,1,0,0,27
spill coffee on the carpet,5.617021,0,1,0,21
an excellent way to communicate,8.307692,0,0,1,27
with each step forward,4.956522,0,0,0,19
faster than a speeding bullet,9.375,0,0,0,25
wishful thinking is fine,6.461538,1,0,1,20
nothing wrong with his style,6.12766,0,1,1,23
arguing with the boss is futile,9.75,0,0,1,26
taking the train is usually faster,7.404255,0,1,0,28
what goes up must come down,7.135135,0,1,1,21
be persistent to win a strike,6.0,1,1,1,22
presidents drive expensive cars,7.813953,0,1,0,27
the stock exchange dipped,6.6,1,0,0,21
why do you ask silly questions,8.823529,0,0,1,25
that is a very nasty cut,5.560976,0,0,0,19
what to do when the oil runs dry,8.823529,1,0,1,24
learn to walk before you run,8.363636,1,1,0,21
insurance is important for bad drivers,9.9,0,0,0,33
traveling to conferences is fun,7.363636,0,0,0,27
do you get nervous when you speak,9.257143,0,0,0,27
pumping helps if the roads are slippery,13.2,1,0,1,32
parking tickets can be challenged,7.404255,1,1,1,27
apartments are too expensive,8.108108,0,0,1,25
find a nearby parking spot,5.617021,1,0,0,21
gun powder must be handled with care,10.285714,0,1,1,29
just what the doctor ordered,6.4,1,0,1,23
a rattle snake is very poisonous,7.902439,0,0,1,27
weeping willows are found near water,7.591837,0,1,0,30
I cannot believe I ate the whole thing,11.625,0,0,1,31
the biggest hamburger I have ever seen,10.666667,0,0,1,32
gamblers eventually loose their shirts,12.0,1,0,0,33
exercise is good for the mind,9.290323,1,1,1,22
irregular verbs are the hardest to learn,12.363636,0,1,1,33
they might find your comment offensive,11.0,0,1,0,32
tell a lie and your nose will grow,9.818182,1,0,0,26
an enlarged nose suggests you are a liar,11.0,1,1,1,31
lie detector tests never work,7.894737,0,0,0,25
do not lie in court or else,7.875,1,0,0,20
most judges are very honest,6.133333,0,0,1,23
only an idiot would lie in court,8.432432,0,1,1,25
important news always seems to be late,7.836735,0,1,1,31
please try to be home before midnight,8.454545,1,0,1,30
if you come home late the doors are locked,9.272727,1,1,0,32
dormitory doors are locked at midnight,8.425532,1,1,0,31
staying up all night is a bad idea,7.902439,1,1,1,25
you are a capitalist pig,7.741935,1,0,1,19
motivational seminars make me sick,8.0,1,0,1,29
questioning the wisdom of the courts,8.651163,1,1,0,29
rejection letters are discouraging,9.538462,1,0,1,30
the first time he tried to swim,6.382979,1,1,1,23
that referendum asked a silly question,10.153846,0,0,0,33
a steep learning curve in riding a unicycle,10.046512,1,1,0,34
a good stimulus deserves a good response,10.736842,1,1,1,32
everybody looses in custody battles,7.44,0,1,0,30
put garbage in an abandoned mine,10.125,0,1,0,26
employee recruitment takes a lot of effort,11.076923,0,1,1,35
experience is hard to come by,7.384615,0,1,1,23
everyone wants to win the lottery,8.4,0,1,0,27
the picket line gives me the chills,8.7,1,1,1,27
