Phrase,Time,INF,IF,F,C
I watched blazing saddles,6.0,0,1,1,21
the sum of the parts,4.465116,0,0,0,16
they love to yap about nothing,9.090909,0,1,0,24
peek out the window,6.193548,0,0,0,16
be home before midnight,6.857143,0,1,0,19
he played a pimp in that movie,8.228571,1,0,1,23
I skimmed through your proposal,9.529412,0,0,0,27
he was wearing a sweatshirt,6.133333,1,1,0,21
no more war no more bloodshed,6.857143,1,1,1,22
toss the ball around,5.828571,0,0,0,17
I will meet you at noon,5.538462,0,0,0,18
I want to hold your hand,5.302326,0,0,0,19
the children are playing,6.461538,1,0,1,20
superman never wore a mask,5.866667,1,1,1,20
I listen to the tape everyday,7.2,0,1,0,23
he is shouting loudly,6.0,0,0,0,18
correct your diction immediately,9.666667,1,1,1,27
seasoned golfers love the game,7.8,0,1,1,25
he cooled off after she left,6.133333,1,0,1,22
my dog sheds his hair,5.1,0,0,0,17
join us on the patio,4.465116,0,0,0,16
these cookies are so amazing,6.545455,1,1,0,22
I can still feel your presence,9.375,0,1,1,24
the dog will bite you,5.368421,0,0,0,17
a most ridiculous thing,6.857143,1,1,0,18
where did you get that tie,5.727273,1,0,0,20
what a lovely red jacket,5.853659,0,0,0,20
do you like to shop on Sunday,6.272727,0,1,0,22
I spilled coffee on the carpet,7.894737,0,0,0,25
the largest of the five oceans,8.333333,1,1,1,23
shall we play a round of cards,6.697674,0,1,0,23
olympic athletes use drugs,6.731707,1,0,0,22
my mother makes good cookies,8.470588,1,1,1,22
do a good deed to someone,5.714286,0,1,1,19
quick there is someone knocking,9.818182,1,0,0,26
flashing red light means stop,7.692308,1,1,1,23
sprawling subdivisions are bad,7.534884,1,0,0,26
where did I leave my glasses,6.731707,0,0,1,23
on the way to the cottage,5.714286,0,0,1,20
a lot of chlorine in the water,9.290323,0,1,1,23
do not drink the water,5.142857,0,0,0,18
my car always breaks in the winter,8.615385,0,1,1,27
santa claus got stuck,5.4,0,0,0,18
public transit is much faster,8.108108,0,1,0,24
zero in on the facts,5.485714,0,0,0,16
make up a few more phrases,6.631579,0,1,1,20
my fingers are very cold,5.853659,0,1,1,19
rain rain go away,3.818182,0,0,0,14
bad for the environment,5.714286,1,1,1,18
universities are too expensive,8.307692,1,1,0,25
the price of gas is high,5.181818,0,0,0,19
the winner of the race,5.4,0,0,0,18
we drive on parkways,5.1,0,0,0,17
we park in driveways,4.744186,0,0,0,17
go out for some pizza and beer,9.6,0,0,0,24
effort is what it will take,8.516129,0,0,0,22
where can my little dog be,5.727273,0,0,1,21
if you were not so stupid,7.058824,1,0,0,19
not quite so smart as you think,6.976744,0,1,1,24
do you like to go camping,7.741935,1,1,0,18
this person is a disaster,7.411765,1,0,0,20
the imagination of the nation,7.317073,1,0,1,24
universally understood to be wrong,10.588235,0,0,1,30
listen to five hours of opera,8.470588,0,0,0,24
an occasional taste of chocolate,9.081081,0,0,0,28
victims deserve more redress,9.090909,1,0,1,24
the protesters blocked all traffic,8.780488,0,0,1,30
the acceptance speech was boring,11.2,1,1,0,26
work hard to reach the summit,6.857143,1,0,0,23
a little encouragement is needed,8.195122,1,1,0,26
stiff penalty for staying out late,11.225806,0,1,1,28
the pen is mightier than the sword,9.6,0,0,1,28
exceed the maximum speed limit,7.090909,1,0,1,25
in sharp contrast to your words,7.090909,1,0,0,25
this leather jacket is too warm,7.090909,1,0,0,25
consequences of a wrong turn,7.783784,0,0,1,24
this mission statement is baloney,8.487805,0,0,1,29
you will loose your voice,8.4,1,0,1,20
every apple from every tree,6.133333,1,1,0,21
are you sure you want this,7.2,1,1,1,19
the fourth edition was better,8.108108,0,1,1,24
this system of taxation,6.153846,1,1,0,18
beautiful paintings in the gallery,11.25,0,1,1,29
a yard is almost as long as a meter,7.2,0,0,1,27
we missed your birthday,7.5,0,0,0,20
coalition governments never work,8.487805,0,0,0,29
destruction of the rain forest,10.4,0,1,1,25
I like to play tennis,5.368421,0,0,0,17
acutely aware of her good looks,10.064516,1,1,0,24
you want to eat your cake,6.857143,0,0,1,20
machinery is too complicated,6.818182,1,1,1,23
a glance in the right direction,9.176471,1,0,1,25
I just cannot figure this out,8.470588,1,1,0,22
please follow the guidelines,8.333333,0,0,1,25
an airport is a very busy place,6.818182,1,1,0,23
mystery of the lost lagoon,6.439024,1,0,0,21
is there any indication of this,7.8,0,1,1,25
the chamber makes important decisions,10.153846,0,0,0,33
this phenomenon will never occur,11.2,0,0,1,28
obligations must be met first,7.5,1,1,0,23
valid until the end of the year,10.0,0,0,1,25
file all complaints in writing,8.432432,0,0,1,26
tickets are very expensive,6.418605,1,0,0,22
a picture is worth many words,7.578947,0,1,1,23
this camera takes nice photographs,8.780488,0,0,1,30
it looks like a shack,4.744186,0,0,0,17
the dog buried the bone,6.909091,0,0,0,19
the daring young man,6.375,0,0,0,17
this equation is too complicated,8.0,0,0,0,28
express delivery is very fast,8.108108,1,0,0,24
I will put on my glasses,5.846154,0,0,0,19
a touchdown in the last minute,9.375,1,0,1,24
the treasury department is broke,9.882353,1,1,0,26
a good response to the question,7.428571,1,1,0,24
well connected with people,6.418605,1,0,1,22
the bathroom is good for reading,9.257143,1,0,0,26
the generation gap gets wider,10.0,0,0,0,25
chemical spill took forever,6.545455,1,0,1,23
prepare for the exam in advance,7.428571,1,0,0,25
interesting observation was made,8.7,1,0,0,28
bank transaction was not registered,9.538462,1,1,0,29
your etiquette needs some work,10.4,1,1,1,24
we better investigate this,8.903226,0,1,1,22
stability of the nation,7.272727,0,0,1,20
house with new electrical panel,10.8,1,0,0,26
our silver anniversary is coming,8.615385,0,1,0,27
the presidential suite is very busy,9.72973,0,0,0,30
the punishment should fit the crime,9.0,1,1,0,28
sharp cheese keeps the mind sharp,9.333333,0,1,1,27
the registration period is over,8.526316,1,0,1,26
you have my sympathy,4.97561,0,0,0,17
the objective of the exercise,9.677419,0,1,0,24
historic meeting without a result,8.7,0,0,1,29
very reluctant to enter,6.857143,1,0,0,19
good at addition and subtraction,10.181818,0,1,0,27
six daughters and seven sons,9.290323,0,1,1,23
a thoroughly disgusting thing to say,8.651163,0,1,0,30
sign the withdrawal slip,7.411765,0,0,0,21
relations are very strained,7.2,1,0,1,23
the minimum amount of time,5.866667,0,1,0,21
a very traditional way to dress,7.255814,1,1,0,24
the aspirations of a nation,6.418605,0,1,1,22
medieval times were very hard,7.894737,0,1,0,24
a security force of eight thousand,9.666667,1,0,0,28
there are winners and losers,8.470588,0,0,1,24
the voters turfed him out,6.3,1,0,0,20
pay off a mortgage for a house,7.384615,0,1,1,23
the collapse of the Roman empire,10.8,1,1,0,25
did you see that spectacular explosion,9.9,1,0,0,32
keep receipts for all your expenses,10.588235,1,0,0,29
the assault took six months,8.903226,0,1,1,22
get your priorities in order,8.228571,1,0,0,23
traveling requires a lot of fuel,10.125,1,0,1,26
longer than a football field,8.0,0,0,0,24
a good joke deserves a good laugh,10.8,0,1,0,26
the union will go on strike,8.25,1,1,0,20
never mix religion and politics,8.756757,0,1,0,26
interactions between men and women,8.780488,1,1,1,28
where did you get such a silly idea,10.181818,1,0,0,27
it should be sunny tomorrow,6.9,1,1,1,21
a psychiatrist will help you,7.783784,0,1,0,23
you should visit to a doctor,8.903226,0,1,1,22
you must make an appointment,8.470588,1,0,1,23
the fax machine is broken,6.3,1,1,1,19
players must know all the rules,7.090909,1,1,0,24
a dog is the best friend of a man,9.375,1,1,1,23
would you like to come to my house,8.307692,1,0,0,26
February has an extra day,6.461538,0,1,1,20
do not feel too bad about it,6.439024,0,0,0,22
this library has many books,9.2,0,0,0,23
construction makes traveling difficult,11.666667,0,0,1,35
he called seven times,4.909091,0,0,0,18
that is a very odd question,7.135135,1,1,0,20
a feeling of complete exasperation,11.612903,1,0,1,29
we must redouble our efforts,8.470588,0,0,1,24
no kissing in the library,7.875,1,0,1,20
that agreement is rife with problems,8.454545,1,1,1,29
vote according to your conscience,11.6,1,0,1,28
my favourite sport is racketball,11.2,1,1,1,26
sad to hear that news,5.666667,0,0,0,17
the gun discharged by accident,7.090909,0,0,0,26
one of the poorest nations,6.947368,0,1,1,21
the algorithm is too complicated,10.181818,0,1,0,27
your presentation was inspiring,7.813953,1,0,0,27
that land is owned by the government,12.0,1,1,1,28
burglars never leave their business card,10.0,0,0,1,35
the fire blazed all weekend,8.903226,0,0,0,23
if diplomacy does not work,8.8,0,1,0,21
please keep this confidential,7.609756,0,1,1,25
the rationale behind the decision,8.923077,0,1,1,28
the cat has a pleasant temperament,10.545455,0,1,0,28
our housekeeper does a thorough job,10.285714,0,1,0,29
her majesty visited our country,7.714286,0,1,0,26
handicapped persons need consideration,9.333333,1,0,1,34
these barracks are big enough,6.976744,0,0,0,25
sing the gospel and the blues,8.228571,1,1,0,22
he underwent triple bypass surgery,10.588235,0,1,0,29
the hopes of a new organization,8.432432,1,0,1,25
peering through a small hole,8.0,0,1,0,23
rapidly running short on words,7.255814,1,1,0,24
it is difficult to concentrate,7.090909,1,0,1,25
give me one spoonful of coffee,9.677419,0,1,0,24
two or three cups of coffee,8.0,0,0,1,22
just like it says on the can,7.333333,0,1,1,21
companies announce a merger,6.4,0,1,1,23
electric cars need big fuel cells,7.636364,0,0,0,28
the plug does not fit the socket,6.933333,1,1,1,24
drugs should be avoided,7.058824,0,0,0,20
the most beautiful sunset,6.439024,0,0,0,22
we dine out on the weekends,8.0,1,0,1,21
get aboard the ship is leaving,8.333333,1,0,1,24
the water was monitored daily,6.818182,0,1,0,24
he watched in astonishment,7.076923,0,0,1,23
a big scratch on the tabletop,6.4,1,1,0,22
salesmen must make their monthly quota,11.314286,1,1,0,31
saving that child was an heroic effort,9.365854,0,0,0,32
granite is the hardest of all rocks,9.157895,1,0,1,28
bring the offenders to justice,8.914286,0,1,0,25
every Saturday he folds the laundry,8.0,1,1,0,28
careless driving results in a fine,10.545455,1,1,1,27
microscopes make small things look big,10.153846,0,1,1,32
a coupon for a free sample,6.146341,0,1,1,20
fine but only in moderation,8.363636,0,1,1,22
a subject one can really enjoy,8.333333,1,1,1,23
important for political parties,8.195122,0,1,0,27
that sticker needs to be validated,8.285714,1,0,0,28
the fire raged for an entire month,9.882353,0,0,0,28
one never takes too many precautions,10.628571,1,1,1,29
we have enough witnesses,7.411765,0,0,0,21
labour unions know how to organize,9.666667,1,0,0,28
people blow their horn a lot,7.666667,1,1,0,21
a correction had to be published,10.451613,0,0,1,27
I like baroque and classical music,8.487805,0,1,0,28
the proprietor was unavailable,9.257143,0,1,0,26
be discreet about your meeting,9.176471,0,1,0,25
meet tomorrow in the lavatory,9.375,0,0,0,25
suburbs are sprawling up everywhere,8.454545,1,0,1,30
shivering is one way to keep warm,10.125,0,0,0,27
dolphins leap high out of the water,11.225806,1,1,1,27
try to enjoy your maternity leave,8.4,0,0,1,28
the ventilation system is broken,8.842105,1,0,1,27
dinosaurs have been extinct for ages,10.941176,0,1,0,30
an inefficient way to heat a house,11.2,1,1,0,26
the bus was very crowded,7.272727,1,0,0,19
an injustice is committed every day,10.909091,1,0,1,29
the coronation was very exciting,7.813953,0,1,0,27
look in the syllabus for the course,9.942857,0,1,1,28
rectangular objects have four sides,11.272727,0,0,1,31
prescription drugs require a note,10.545455,1,0,0,28
the insulation is not working,7.692308,1,1,1,23
nothing finer than discovering a treasure,10.8,1,0,1,35
our life expectancy has increased,9.405405,0,1,1,28
the cream rises to the top,7.636364,1,0,1,20
the high waves will swamp us,7.666667,1,1,1,21
the treasurer must balance her books,10.628571,0,1,1,30
completely sold out of that,7.666667,1,1,1,21
the location of the crime,7.875,1,1,0,19
the chancellor was very boring,6.933333,0,1,1,25
the accident scene is a shrine for fans,9.6,0,0,1,32
a tumor is OK provided it is benign,9.081081,0,1,0,27
please take a bath this month,7.384615,0,1,0,23
rent is paid at the beginning of the month,9.95122,1,0,1,33
for murder you get a long prison sentence,10.461538,1,1,0,32
a much higher risk of getting cancer,10.0,1,1,0,28
quit while you are ahead,5.714286,1,0,1,19
knee bone is connected to the thigh bone,8.8,0,0,1,33
safe to walk the streets in the evening,8.533333,0,0,1,32
luckily my wallet was found,7.076923,0,0,0,23
one hour is allotted for questions,9.157895,0,1,0,28
so you think you deserve a raise,9.176471,0,1,0,25
they watched the entire movie,6.666667,0,1,0,24
good jobs for those with education,10.875,1,0,1,28
jumping right out of the water,7.5,1,0,1,24
the trains are always late,7.333333,0,0,1,22
sit at the front of the bus,5.6,1,0,0,20
do you prefer a window seat,6.285714,0,1,0,21
the food at this restaurant,6.9,1,0,1,22
Canada has ten provinces,8.4,1,0,0,20
the elevator door appears to be stuck,8.266667,1,0,1,30
raindrops keep falling on my head,10.181818,0,0,0,28
spill coffee on the carpet,7.542857,0,1,1,21
an excellent way to communicate,8.307692,1,0,0,26
with each step forward,6.514286,0,0,0,19
faster than a speeding bullet,8.333333,0,1,1,24
wishful thinking is fine,5.727273,0,0,0,21
nothing wrong with his style,8.470588,0,1,1,23
arguing with the boss is futile,7.609756,0,0,1,26
taking the train is usually faster,8.7,1,0,0,28
what goes up must come down,6.139535,0,1,1,21
be persistent to win a strike,8.0,1,0,0,23
presidents drive expensive cars,10.181818,1,1,1,26
the stock exchange dipped,6.285714,1,1,1,20
why do you ask silly questions,6.666667,0,1,1,24
that is a very nasty cut,5.846154,0,0,0,19
what to do when the oil runs dry,10.0,1,0,0,24
learn to walk before you run,6.9,1,1,1,21
insurance is important for bad drivers,9.209302,0,1,1,32
traveling to conferences is fun,8.526316,0,0,1,27
do you get nervous when you speak,10.8,0,0,0,27
pumping helps if the roads are slippery,12.774194,0,1,1,32
parking tickets can be challenged,9.942857,0,0,1,29
apartments are too expensive,7.894737,1,0,0,24
find a nearby parking spot,7.135135,0,0,1,22
gun powder must be handled with care,9.230769,1,1,1,28
just what the doctor ordered,6.4,1,0,1,23
a rattle snake is very poisonous,8.1,1,0,1,26
weeping willows are found near water,9.073171,0,1,1,30
I cannot believe I ate the whole thing,8.454545,1,0,0,30
the biggest hamburger I have ever seen,12.387097,0,1,1,31
gamblers eventually loose their shirts,9.066667,0,0,0,34
exercise is good for the mind,6.697674,0,0,0,24
irregular verbs are the hardest to learn,9.714286,0,1,1,33
they might find your comment offensive,9.658537,0,0,0,33
tell a lie and your nose will grow,8.1,0,0,1,27
an enlarged nose suggests you are a liar,9.209302,0,0,0,33
lie detector tests never work,7.142857,0,1,0,24
do not lie in court or else,6.810811,1,0,1,20
most judges are very honest,6.731707,1,0,1,22
only an idiot would lie in court,10.4,0,0,0,26
important news always seems to be late,10.378378,1,0,1,31
please try to be home before midnight,9.789474,1,1,0,29
if you come home late the doors are locked,9.066667,1,0,1,33
dormitory doors are locked at midnight,9.658537,0,1,0,32
staying up all night is a bad idea,9.0,0,1,0,26
you are a capitalist pig,5.714286,1,1,0,18
motivational seminars make me sick,8.571429,0,0,0,30
questioning the wisdom of the courts,8.454545,0,1,1,30
rejection letters are discouraging,10.941176,0,1,1,30
the first time he tried to swim,10.0,0,0,0,25
that referendum asked a silly question,9.428571,0,0,1,33
a steep learning curve in riding a unicycle,13.090909,1,0,1,35
a good stimulus deserves a good response,12.0,1,0,1,33
everybody looses in custody battles,10.333333,0,1,1,30
put garbage in an abandoned mine,8.1,0,0,1,27
employee recruitment takes a lot of effort,14.4,0,1,1,35
experience is hard to come by,6.857143,0,0,1,24
everyone wants to win the lottery,9.6,1,0,0,27
the picket line gives me the chills,9.666667,0,1,0,28
