Phrase,Time,INF,IF,F,C
the back yard of our house,5.361702,1,0,0,20
this is a very good idea,4.071429,0,0,0,19
reading week is just about here,6.638298,0,0,1,26
our fax number has changed,5.387755,1,1,1,20
thank you for your help,3.8,0,0,0,19
no exchange without a bill,5.5,0,0,0,22
the early bird gets the worm,6.272727,1,1,0,21
buckle up for safety,3.642857,0,0,0,17
this is too much to handle,5.727273,0,1,1,20
protect your environment,4.4,0,1,0,21
world population is growing,7.02439,0,0,1,24
the library is closed today,4.6,1,1,1,21
Mary had a little lamb,3.857143,0,0,0,18
teaching services will help,7.02439,0,0,1,24
we accept personal checks,6.0,0,0,0,22
this is a non profit organization,5.894737,0,0,1,28
user friendly interface,5.727273,0,0,1,21
healthy food is good for you,6.571429,0,0,0,23
hands on experience with a job,5.084746,0,0,1,25
this watch is too expensive,5.87234,1,0,1,22
the postal service is very slow,6.24,1,1,1,24
communicate through email,5.018182,1,1,1,21
the capital of our nation,4.5,1,1,0,19
travel at the speed of light,4.842105,0,1,1,22
I do not fully agree with you,5.52,1,1,0,21
gas bills are sent monthly,4.474576,0,0,1,22
earth quakes are predictable,5.357143,1,0,0,24
life is but a dream,4.285714,0,0,0,15
take it to the recycling depot,6.25,0,1,0,24
sent this by registered mail,5.877551,1,0,1,23
fall is my favorite season,5.387755,0,1,0,21
a fox is a very smart animal,5.866667,0,0,0,22
the kids are very excited,4.5,1,1,1,19
parking lot is full of trucks,5.877551,0,0,1,24
my bike has a flat tire,4.5,0,0,0,18
do not walk too quickly,4.851064,0,0,0,19
a duck quacks to ask for food,5.52,1,1,0,21
limited warranty of two years,6.521739,0,0,1,25
the four seasons will come,5.176471,0,1,1,21
the sun rises in the east,4.615385,1,0,0,19
it is very windy today,4.32,0,0,0,18
do not worry about this,4.145455,0,0,0,19
dashing through the snow,5.361702,0,1,0,20
want to join us for lunch,4.0,1,0,1,19
stay away from strangers,4.421053,1,0,0,20
accompanied by an adult,4.8,1,1,1,18
see you later alligator,4.363636,1,0,1,19
make my day you sucker,3.661017,0,0,0,18
I can play much better now,5.6,0,0,1,21
she wears too much makeup,6.3,1,0,0,20
my bare face in the wind,4.851064,0,0,0,19
batman wears a cape,3.368421,0,0,0,16
I hate baking pies,3.103448,0,0,0,15
lydia wants to go home,5.023256,0,0,0,18
win first prize in the contest,5.0,0,1,0,24
freud wrote of the ego,3.6,0,0,0,18
I do not care if you do that,5.04,1,0,1,20
always cover all the bases,5.866667,0,1,1,21
nobody cares anymore,4.8,0,0,0,18
can we play cards tonight,4.2,0,1,1,20
get rid of that immediately,4.677966,0,1,0,22
I watched blazing saddles,5.076923,0,0,0,22
the sum of the parts,3.692308,0,0,0,16
they love to yap about nothing,5.263158,0,0,0,25
peek out the window,3.490909,0,0,0,16
be home before midnight,5.106383,1,0,1,19
he played a pimp in that movie,4.881356,0,0,1,24
I skimmed through your proposal,8.1,0,0,1,27
he was wearing a sweatshirt,4.677966,1,1,1,21
no more war no more bloodshed,6.857143,0,0,0,24
toss the ball around,4.25,0,0,0,17
I will meet you at noon,4.909091,0,0,0,18
I want to hold your hand,5.428571,0,0,0,19
the children are playing,5.361702,1,1,0,19
superman never wore a mask,5.076923,0,0,0,22
I listen to the tape everyday,4.881356,0,0,0,24
he is shouting loudly,4.235294,0,0,0,18
correct your diction immediately,6.96,1,1,0,27
seasoned golfers love the game,5.2,1,0,1,25
he cooled off after she left,4.6,1,0,1,22
my dog sheds his hair,3.923077,0,0,0,17
join us on the patio,4.173913,0,0,0,16
these cookies are so amazing,6.12766,0,0,0,24
I can still feel your presence,6.0,1,0,0,24
the dog will bite you,5.1,0,0,0,17
a most ridiculous thing,4.444444,0,0,1,20
where did you get that tie,5.6,0,0,0,21
what a lovely red jacket,6.0,1,0,1,19
do you like to shop on Sunday,5.207547,0,0,1,23
I spilled coffee on the carpet,5.084746,0,0,0,25
the largest of the five oceans,5.357143,0,1,1,24
shall we play a round of cards,6.857143,1,0,1,23
olympic athletes use drugs,5.207547,1,1,0,21
my mother makes good cookies,5.052632,1,0,1,23
do a good deed to someone,4.210526,0,0,0,20
quick there is someone knocking,5.586207,0,1,0,26
flashing red light means stop,5.084746,0,0,0,25
sprawling subdivisions are bad,5.684211,0,0,1,27
where did I leave my glasses,4.677966,1,1,1,21
on the way to the cottage,4.528302,1,0,0,19
a lot of chlorine in the water,6.4,1,1,0,22
do not drink the water,3.789474,0,0,0,18
my car always breaks in the winter,6.72,0,0,1,28
santa claus got stuck,4.909091,0,0,0,18
public transit is much faster,7.142857,1,0,1,24
zero in on the facts,4.266667,0,0,0,16
make up a few more phrases,5.361702,0,0,1,21
my fingers are very cold,4.705882,1,1,0,18
rain rain go away,3.169811,0,0,0,14
bad for the environment,4.615385,1,1,0,18
universities are too expensive,7.534884,1,0,1,26
the price of gas is high,4.653061,0,0,0,19
the winner of the race,4.235294,0,0,0,18
we drive on parkways,3.517241,0,0,0,17
we park in driveways,4.744186,0,0,0,17
go out for some pizza and beer,4.881356,0,1,0,23
effort is what it will take,5.617021,0,0,1,22
where can my little dog be,4.666667,1,0,1,20
if you were not so stupid,4.285714,0,0,0,20
not quite so smart as you think,6.25,0,1,1,24
do you like to go camping,4.137931,0,0,0,20
this person is a disaster,6.0,0,0,1,21
the imagination of the nation,6.25,1,1,0,23
universally understood to be wrong,7.2,0,0,0,30
listen to five hours of opera,6.857143,0,0,1,24
an occasional taste of chocolate,7.813953,0,1,0,27
victims deserve more redress,5.660377,0,0,0,25
the protesters blocked all traffic,6.0,1,0,0,29
the acceptance speech was boring,7.304348,1,1,0,26
work hard to reach the summit,7.2,1,0,1,23
a little encouragement is needed,7.636364,1,0,1,27
stiff penalty for staying out late,8.093023,1,1,0,27
the pen is mightier than the sword,6.588235,0,1,1,27
exceed the maximum speed limit,6.638298,0,0,0,26
in sharp contrast to your words,5.571429,1,0,1,25
this leather jacket is too warm,7.428571,1,0,1,25
consequences of a wrong turn,7.02439,1,1,1,22
this mission statement is baloney,6.327273,0,0,1,29
you will loose your voice,5.361702,1,0,1,20
every apple from every tree,4.928571,1,1,0,21
are you sure you want this,5.361702,1,1,1,19
the fourth edition was better,6.521739,0,1,0,24
this system of taxation,4.615385,1,1,0,18
beautiful paintings in the gallery,9.0,0,0,1,30
a yard is almost as long as a meter,5.4,1,1,0,25
we missed your birthday,4.444444,1,1,1,18
coalition governments never work,7.565217,1,1,1,27
destruction of the rain forest,7.609756,1,0,1,25
I like to play tennis,4.340426,0,0,0,17
acutely aware of her good looks,7.609756,1,1,0,24
you want to eat your cake,5.106383,1,0,0,19
machinery is too complicated,7.317073,0,0,1,25
a glance in the right direction,7.255814,0,1,1,25
I just cannot figure this out,7.02439,0,0,0,24
please follow the guidelines,7.317073,0,0,0,25
an airport is a very busy place,5.263158,0,1,0,24
mystery of the lost lagoon,4.551724,0,1,1,21
is there any indication of this,5.37931,0,0,1,26
the chamber makes important decisions,7.071429,1,0,0,32
this phenomenon will never occur,7.304348,1,0,0,27
obligations must be met first,5.263158,0,1,0,24
valid until the end of the year,6.976744,0,1,1,24
file all complaints in writing,5.672727,0,0,0,26
tickets are very expensive,5.111111,0,0,1,23
a picture is worth many words,5.538462,0,1,1,23
this camera takes nice photographs,7.659574,0,0,1,30
it looks like a shack,4.08,0,0,0,17
the dog buried the bone,5.181818,0,0,0,19
the daring young man,3.709091,0,0,0,17
this equation is too complicated,7.304348,0,1,1,27
express delivery is very fast,6.382979,0,1,0,24
I will put on my glasses,4.851064,0,0,0,19
a touchdown in the last minute,5.555556,1,0,1,24
the treasury department is broke,6.461538,1,1,0,26
a good response to the question,5.473684,0,0,1,26
well connected with people,4.6,0,0,0,23
the bathroom is good for reading,7.043478,0,1,0,26
the generation gap gets wider,5.882353,0,1,1,24
chemical spill took forever,7.02439,0,0,0,24
prepare for the exam in advance,6.638298,0,1,0,25
interesting observation was made,6.566038,1,1,1,27
bank transaction was not registered,8.086957,1,1,1,29
your etiquette needs some work,6.933333,1,0,1,25
we better investigate this,6.418605,1,0,1,22
stability of the nation,5.217391,0,0,1,20
house with new electrical panel,5.890909,0,0,0,27
our silver anniversary is coming,5.6,1,1,0,26
the presidential suite is very busy,7.346939,1,0,0,29
the punishment should fit the crime,8.372093,0,1,0,29
sharp cheese keeps the mind sharp,8.4,0,0,0,28
the registration period is over,7.534884,0,0,0,27
you have my sympathy,3.457627,0,0,0,17
the objective of the exercise,6.666667,0,0,0,25
historic meeting without a result,6.692308,1,0,1,28
very reluctant to enter,4.285714,1,0,0,19
good at addition and subtraction,7.466667,1,1,0,26
six daughters and seven sons,5.236364,1,0,0,23
a thoroughly disgusting thing to say,7.75,1,1,1,29
sign the withdrawal slip,6.3,0,0,1,21
relations are very strained,6.697674,1,1,1,22
the minimum amount of time,6.439024,1,0,0,21
a very traditional way to dress,6.5,0,1,1,25
the aspirations of a nation,5.87234,0,1,1,22
medieval times were very hard,7.5,1,0,0,24
a security force of eight thousand,6.566038,0,1,1,28
there are winners and losers,5.433962,0,1,1,23
the voters turfed him out,4.754717,1,1,0,19
pay off a mortgage for a house,6.4,1,0,0,23
the collapse of the Roman empire,5.684211,0,1,1,26
did you see that spectacular explosion,7.333333,0,1,1,32
keep receipts for all your expenses,8.0,1,1,0,28
the assault took six months,5.87234,1,1,0,21
get your priorities in order,5.647059,1,1,0,22
traveling requires a lot of fuel,6.893617,1,1,1,25
longer than a football field,6.545455,0,0,0,24
a good joke deserves a good laugh,7.2,1,1,0,25
the union will go on strike,6.139535,0,0,0,22
never mix religion and politics,7.2,0,1,1,26
interactions between men and women,7.659574,0,0,0,30
where did you get such a silly idea,6.857143,1,0,0,27
it should be sunny tomorrow,4.758621,0,1,1,22
a psychiatrist will help you,5.052632,1,1,1,22
you should visit to a doctor,4.758621,1,0,1,22
you must make an appointment,5.538462,0,1,1,23
the fax machine is broken,4.581818,0,1,0,20
players must know all the rules,6.933333,0,0,0,26
a dog is the best friend of a man,5.454545,1,1,1,23
would you like to come to my house,5.684211,0,0,0,27
February has an extra day,4.271186,1,1,0,19
do not feel too bad about it,4.8,0,0,1,22
this library has many books,5.87234,1,1,0,21
construction makes traveling difficult,7.636364,0,1,0,34
he called seven times,4.32,0,0,0,18
that is a very odd question,5.617021,1,0,1,21
a feeling of complete exasperation,8.571429,0,0,0,30
we must redouble our efforts,5.142857,1,0,0,23
no kissing in the library,6.3,0,1,1,20
that agreement is rife with problems,7.018868,1,0,0,30
vote according to your conscience,6.96,0,1,0,28
my favourite sport is racketball,7.813953,0,0,0,28
sad to hear that news,3.578947,0,0,0,17
the gun discharged by accident,7.090909,1,1,0,24
one of the poorest nations,5.176471,0,1,0,21
the algorithm is too complicated,6.588235,0,1,0,27
your presentation was inspiring,5.694915,1,1,1,26
that land is owned by the government,7.826087,0,1,0,29
burglars never leave their business card,8.076923,1,1,1,33
the fire blazed all weekend,5.018182,1,0,0,22
if diplomacy does not work,6.0,1,0,1,21
please keep this confidential,7.255814,0,0,0,26
the rationale behind the decision,7.404255,0,0,0,29
the cat has a pleasant temperament,8.487805,1,0,0,28
our housekeeper does a thorough job,7.659574,1,1,1,28
her majesty visited our country,7.902439,1,1,0,25
handicapped persons need consideration,8.93617,1,1,1,33
these barracks are big enough,7.5,0,0,1,25
sing the gospel and the blues,5.877551,1,1,0,22
he underwent triple bypass surgery,6.923077,0,1,1,29
the hopes of a new organization,6.933333,1,1,1,24
peering through a small hole,6.4,1,0,0,23
rapidly running short on words,7.609756,0,0,1,26
it is difficult to concentrate,7.428571,1,1,1,24
give me one spoonful of coffee,6.521739,1,1,0,23
two or three cups of coffee,5.176471,1,0,1,21
just like it says on the can,4.4,1,0,0,21
companies announce a merger,5.538462,1,0,0,23
electric cars need big fuel cells,7.466667,1,0,1,27
the plug does not fit the socket,5.2,0,1,0,25
drugs should be avoided,5.853659,1,0,0,19
the most beautiful sunset,4.981132,1,0,1,21
we dine out on the weekends,5.5,0,1,1,21
get aboard the ship is leaving,6.25,0,0,0,25
the water was monitored daily,5.0,1,0,1,24
he watched in astonishment,5.111111,0,1,1,22
a big scratch on the tabletop,5.647059,1,1,0,22
salesmen must make their monthly quota,7.333333,0,1,1,32
saving that child was an heroic effort,8.727273,1,0,0,31
granite is the hardest of all rocks,7.404255,0,0,1,29
bring the offenders to justice,6.0,1,1,0,24
every Saturday he folds the laundry,8.571429,0,1,1,29
careless driving results in a fine,6.327273,1,0,0,28
microscopes make small things look big,6.6,0,1,1,32
a coupon for a free sample,4.581818,0,1,1,20
fine but only in moderation,4.758621,1,0,0,22
a subject one can really enjoy,6.122449,0,0,1,25
important for political parties,6.339623,1,1,1,26
that sticker needs to be validated,6.823529,1,0,1,28
the fire raged for an entire month,5.6,0,1,0,27
one never takes too many precautions,8.266667,1,0,1,30
we have enough witnesses,4.2,0,0,0,21
labour unions know how to organize,5.898305,0,0,1,29
people blow their horn a lot,5.111111,0,1,1,22
a correction had to be published,6.230769,1,0,1,26
I like baroque and classical music,7.733333,0,0,1,29
the proprietor was unavailable,5.586207,0,0,0,27
be discreet about your meeting,5.473684,1,1,1,24
meet tomorrow in the lavatory,5.769231,0,0,1,25
suburbs are sprawling up everywhere,8.857143,0,1,1,30
shivering is one way to keep warm,6.0,1,0,0,26
dolphins leap high out of the water,8.7,0,1,1,28
try to enjoy your maternity leave,6.109091,1,0,0,27
the ventilation system is broken,6.0,1,1,0,26
dinosaurs have been extinct for ages,7.153846,0,0,0,31
an inefficient way to heat a house,6.339623,0,0,0,28
the bus was very crowded,4.615385,0,1,1,19
an injustice is committed every day,7.346939,0,1,1,29
the coronation was very exciting,5.894737,1,0,0,27
look in the syllabus for the course,7.733333,1,1,0,27
rectangular objects have four sides,7.75,1,1,1,29
prescription drugs require a note,7.909091,1,1,1,27
the insulation is not working,7.317073,1,0,1,24
nothing finer than discovering a treasure,8.470588,0,0,1,36
our life expectancy has increased,6.0,0,0,1,29
the cream rises to the top,4.271186,1,0,0,20
the high waves will swamp us,6.731707,0,0,1,23
the treasurer must balance her books,8.857143,0,0,1,31
completely sold out of that,6.731707,1,1,0,21
the location of the crime,4.271186,1,1,1,19
the chancellor was very boring,6.5,0,0,0,26
the accident scene is a shrine for fans,6.857143,0,1,0,31
a tumor is OK provided it is benign,7.148936,1,0,0,27
please take a bath this month,5.877551,1,1,0,22
rent is paid at the beginning of the month,9.272727,0,0,1,34
for murder you get a long prison sentence,9.95122,0,0,0,34
a much higher risk of getting cancer,7.5,0,1,0,29
quit while you are ahead,4.067797,1,0,1,19
knee bone is connected to the thigh bone,7.615385,1,0,1,32
safe to walk the streets in the evening,8.930233,0,1,0,31
luckily my wallet was found,5.411765,0,0,0,23
one hour is allotted for questions,7.404255,0,0,1,29
so you think you deserve a raise,6.117647,1,1,0,24
they watched the entire movie,5.454545,1,0,0,24
good jobs for those with education,6.96,0,0,0,29
jumping right out of the water,5.660377,1,0,1,24
the trains are always late,5.387755,0,0,0,22
sit at the front of the bus,5.727273,1,0,1,20
do you prefer a window seat,4.981132,0,0,0,22
the food at this restaurant,5.87234,1,1,0,21
Canada has ten provinces,5.142857,0,0,0,21
the elevator door appears to be stuck,8.266667,0,1,1,30
raindrops keep falling on my head,6.857143,0,1,0,27
spill coffee on the carpet,4.4,0,1,1,21
an excellent way to communicate,7.534884,0,0,0,27
with each step forward,4.75,0,0,0,19
faster than a speeding bullet,5.357143,1,0,1,24
wishful thinking is fine,6.0,0,1,1,20
nothing wrong with his style,6.545455,0,0,1,24
arguing with the boss is futile,7.8,0,1,0,25
taking the train is usually faster,5.8,1,0,1,28
what goes up must come down,6.139535,1,1,1,20
be persistent to win a strike,5.333333,0,0,1,24
presidents drive expensive cars,6.72,1,0,0,27
the stock exchange dipped,4.981132,0,0,0,22
why do you ask silly questions,5.0,0,0,1,25
that is a very nasty cut,5.560976,0,0,0,19
what to do when the oil runs dry,5.172414,0,0,1,25
learn to walk before you run,5.111111,0,1,1,22
insurance is important for bad drivers,9.9,0,1,1,32
traveling to conferences is fun,8.1,1,0,0,26
do you get nervous when you speak,6.352941,1,1,0,25
pumping helps if the roads are slippery,9.428571,0,1,1,32
parking tickets can be challenged,6.105263,0,0,0,29
apartments are too expensive,5.882353,0,1,1,24
find a nearby parking spot,6.439024,0,0,1,22
gun powder must be handled with care,6.792453,1,1,1,28
just what the doctor ordered,6.26087,1,1,1,22
a rattle snake is very poisonous,7.902439,1,0,0,26
weeping willows are found near water,7.018868,0,0,1,31
I cannot believe I ate the whole thing,6.305085,0,1,1,30
the biggest hamburger I have ever seen,6.508475,1,1,0,30
gamblers eventually loose their shirts,8.16,1,1,0,32
exercise is good for the mind,5.877551,1,0,1,23
irregular verbs are the hardest to learn,9.714286,1,1,0,32
they might find your comment offensive,8.8,1,1,1,31
tell a lie and your nose will grow,7.902439,0,1,1,26
an enlarged nose suggests you are a liar,6.827586,0,0,0,33
lie detector tests never work,7.317073,1,1,1,23
do not lie in court or else,4.754717,0,0,0,21
most judges are very honest,5.52,0,1,0,22
only an idiot would lie in court,6.367347,0,1,1,25
important news always seems to be late,6.4,0,1,0,31
please try to be home before midnight,6.888889,0,0,1,31
if you come home late the doors are locked,8.869565,1,0,0,33
dormitory doors are locked at midnight,8.425532,1,0,0,32
staying up all night is a bad idea,7.363636,1,1,1,25
you are a capitalist pig,4.897959,1,0,1,19
motivational seminars make me sick,7.2,1,0,1,29
questioning the wisdom of the courts,6.763636,0,0,0,31
rejection letters are discouraging,7.018868,0,0,0,31
the first time he tried to swim,5.084746,0,1,1,24
that referendum asked a silly question,6.6,1,1,0,31
a steep learning curve in riding a unicycle,10.046512,1,0,1,35
a good stimulus deserves a good response,9.95122,1,0,1,33
everybody looses in custody battles,6.763636,1,1,0,29
put garbage in an abandoned mine,6.113208,1,1,0,25
employee recruitment takes a lot of effort,7.448276,1,0,0,35
experience is hard to come by,5.333333,1,0,0,23
everyone wants to win the lottery,6.0,1,0,1,27
the picket line gives me the chills,6.105263,1,0,0,28
