Phrase,Time,INF,IF,F,C
effort is what it will take,5.176471,0,1,1,21
where can my little dog be,6.0,2,0,1,19
if you were not so stupid,6.0,1,2,0,17
not quite so smart as you think,5.882353,2,0,0,23
do you like to go camping,4.8,1,2,1,17
this person is a disaster,5.361702,0,2,0,19
the imagination of the nation,6.0,1,0,1,24
universally understood to be wrong,7.826087,2,1,0,27
listen to five hours of opera,7.02439,0,1,1,23
an occasional taste of chocolate,7.813953,2,2,0,24
victims deserve more redress,6.25,1,2,1,22
the protesters blocked all traffic,9.230769,2,2,0,26
the acceptance speech was boring,8.615385,0,0,1,28
work hard to reach the summit,5.236364,0,2,0,22
a little encouragement is needed,7.148936,1,0,0,27
stiff penalty for staying out late,7.25,1,0,1,28
the pen is mightier than the sword,7.636364,1,1,0,26
exceed the maximum speed limit,5.672727,1,1,0,24
in sharp contrast to your words,6.0,1,2,0,23
this leather jacket is too warm,6.782609,2,0,1,24
consequences of a wrong turn,5.647059,1,0,1,23
this mission statement is baloney,9.157895,2,1,0,26
you will loose your voice,4.754717,1,0,1,20
every apple from every tree,7.263158,0,1,1,22
are you sure you want this,4.581818,1,2,1,18
the fourth edition was better,6.666667,0,1,0,24
this system of taxation,5.714286,0,2,1,18
beautiful paintings in the gallery,8.571429,2,0,0,28
a yard is almost as long as a meter,6.113208,1,0,1,26
we missed your birthday,5.333333,2,2,0,16
coalition governments never work,7.404255,1,0,0,28
destruction of the rain forest,5.777778,2,0,0,24
I like to play tennis,4.0,1,1,0,15
acutely aware of her good looks,6.24,1,0,1,25
you want to eat your cake,4.897959,2,2,0,16
machinery is too complicated,7.317073,2,1,1,22
a glance in the right direction,8.210526,2,0,1,24
I just cannot figure this out,5.538462,1,2,0,21
please follow the guidelines,6.666667,2,1,1,22
an airport is a very busy place,6.0,1,2,0,22
mystery of the lost lagoon,5.73913,0,2,1,20
is there any indication of this,6.638298,0,2,1,24
the chamber makes important decisions,10.421053,2,1,0,30
this phenomenon will never occur,7.813953,2,0,1,26
obligations must be met first,5.769231,2,0,1,23
valid until the end of the year,6.666667,0,1,1,24
file all complaints in writing,7.8,2,2,0,22
tickets are very expensive,6.731707,0,0,1,23
a picture is worth many words,6.12766,0,2,1,22
this camera takes nice photographs,8.780488,3,3,1,24
it looks like a shack,3.709091,1,0,0,16
the dog buried the bone,4.470588,0,0,0,19
the daring young man,5.1,0,0,0,17
this equation is too complicated,6.72,1,0,1,27
express delivery is very fast,6.0,0,1,1,24
I will put on my glasses,4.222222,1,0,0,18
a touchdown in the last minute,5.555556,0,1,1,24
the treasury department is broke,8.842105,2,1,1,25
a good response to the question,6.933333,0,2,1,24
well connected with people,6.418605,2,2,0,19
the bathroom is good for reading,6.48,1,1,0,25
the generation gap gets wider,6.976744,1,1,0,23
chemical spill took forever,6.0,2,1,1,21
prepare for the exam in advance,6.0,2,2,0,22
interesting observation was made,8.093023,0,0,1,29
bank transaction was not registered,8.651163,1,2,0,28
your etiquette needs some work,6.117647,1,0,1,25
we better investigate this,6.571429,1,0,1,22
stability of the nation,6.315789,2,0,1,18
house with new electrical panel,8.307692,2,1,1,24
our silver anniversary is coming,7.148936,0,1,1,27
the presidential suite is very busy,6.666667,3,0,0,27
the punishment should fit the crime,8.181818,2,1,1,27
sharp cheese keeps the mind sharp,6.109091,1,1,0,26
the registration period is over,6.352941,2,0,1,25
you have my sympathy,4.340426,1,1,0,15
the objective of the exercise,6.0,0,1,1,24
historic meeting without a result,7.102041,1,0,1,28
very reluctant to enter,5.106383,2,2,1,16
good at addition and subtraction,7.636364,0,1,1,27
six daughters and seven sons,7.2,2,1,1,21
a thoroughly disgusting thing to say,7.294118,2,1,1,28
sign the withdrawal slip,6.3,2,1,1,18
relations are very strained,6.857143,2,0,0,22
the minimum amount of time,5.387755,1,1,1,20
a very traditional way to dress,6.24,1,0,1,25
the aspirations of a nation,5.307692,1,2,0,20
medieval times were very hard,7.894737,2,0,0,23
a security force of eight thousand,6.566038,1,0,0,28
there are winners and losers,7.578947,0,1,0,23
the voters turfed him out,4.846154,1,0,1,20
pay off a mortgage for a house,6.857143,2,2,1,20
the collapse of the Roman empire,7.902439,2,2,1,23
did you see that spectacular explosion,8.425532,1,3,1,29
keep receipts for all your expenses,9.230769,2,0,0,28
the assault took six months,6.9,2,0,0,21
get your priorities in order,7.384615,0,2,0,22
traveling requires a lot of fuel,7.363636,1,2,1,24
longer than a football field,5.647059,0,1,0,23
a good joke deserves a good laugh,6.113208,1,0,0,26
the union will go on strike,6.139535,1,2,1,19
never mix religion and politics,7.2,2,0,0,25
interactions between men and women,6.792453,0,0,1,30
where did you get such a silly idea,8.4,2,0,1,26
it should be sunny tomorrow,6.272727,2,0,0,21
a psychiatrist will help you,7.578947,0,1,0,23
you should visit to a doctor,5.75,1,0,0,22
you must make an appointment,6.0,2,1,1,21
the fax machine is broken,5.25,2,2,1,17
players must know all the rules,6.638298,0,0,1,26
a dog is the best friend of a man,6.382979,1,2,1,22
would you like to come to my house,6.48,2,2,1,23
February has an extra day,4.941176,1,2,0,18
do not feel too bad about it,5.28,2,0,1,20
this library has many books,5.411765,0,2,1,21
construction makes traveling difficult,11.052632,2,3,0,30
he called seven times,5.4,0,1,0,17
that is a very odd question,5.866667,0,1,0,21
a feeling of complete exasperation,9.230769,3,0,0,27
we must redouble our efforts,6.26087,1,0,0,23
no kissing in the library,4.581818,1,0,1,20
that agreement is rife with problems,8.454545,3,0,0,28
vote according to your conscience,8.093023,0,1,0,28
my favourite sport is racketball,7.636364,2,1,0,25
sad to hear that news,4.08,1,1,0,15
the gun discharged by accident,7.8,0,0,0,26
one of the poorest nations,4.8,2,0,0,20
the algorithm is too complicated,7.813953,1,0,0,27
your presentation was inspiring,7.813953,1,0,0,27
that land is owned by the government,7.058824,3,2,1,25
burglars never leave their business card,10.5,0,2,1,33
the fire blazed all weekend,6.418605,2,2,1,19
if diplomacy does not work,5.73913,2,2,0,18
please keep this confidential,6.5,0,1,1,25
the rationale behind the decision,6.444444,1,0,0,28
the cat has a pleasant temperament,8.7,0,2,1,27
our housekeeper does a thorough job,7.5,1,3,1,26
her majesty visited our country,8.1,1,1,0,25
handicapped persons need consideration,10.5,3,3,0,29
these barracks are big enough,6.818182,0,1,0,24
sing the gospel and the blues,6.697674,1,2,1,21
he underwent triple bypass surgery,7.659574,0,2,0,28
the hopes of a new organization,7.255814,0,1,0,25
peering through a small hole,6.0,2,1,0,21
rapidly running short on words,7.609756,1,0,0,25
it is difficult to concentrate,7.8,1,1,0,24
give me one spoonful of coffee,7.894737,0,0,1,25
two or three cups of coffee,5.73913,1,1,0,20
just like it says on the can,6.947368,1,0,1,21
companies announce a merger,6.857143,1,0,1,23
electric cars need big fuel cells,7.813953,2,0,1,26
the plug does not fit the socket,7.428571,2,0,1,24
drugs should be avoided,5.217391,2,0,0,18
the most beautiful sunset,5.076923,1,2,0,19
we dine out on the weekends,6.139535,0,0,0,22
get aboard the ship is leaving,7.692308,1,1,1,23
the water was monitored daily,5.660377,0,1,1,24
he watched in astonishment,6.0,0,0,0,23
a big scratch on the tabletop,6.26087,1,2,1,21
salesmen must make their monthly quota,7.615385,2,3,0,28
saving that child was an heroic effort,8.533333,2,0,1,30
granite is the hardest of all rocks,6.327273,1,0,0,28
bring the offenders to justice,6.0,1,0,0,25
every Saturday he folds the laundry,6.545455,2,1,0,27
careless driving results in a fine,7.733333,2,2,0,25
microscopes make small things look big,7.2,1,3,1,29
a coupon for a free sample,6.631579,0,1,1,20
fine but only in moderation,6.9,0,0,0,23
a subject one can really enjoy,6.122449,0,0,0,25
important for political parties,6.461538,2,2,0,24
that sticker needs to be validated,7.404255,1,1,0,27
the fire raged for an entire month,7.466667,1,0,1,27
one never takes too many precautions,8.857143,0,1,1,30
we have enough witnesses,6.146341,2,1,0,18
labour unions know how to organize,6.566038,1,2,1,26
people blow their horn a lot,7.263158,2,2,0,19
a correction had to be published,6.230769,2,1,0,24
I like baroque and classical music,8.923077,2,2,1,25
the proprietor was unavailable,7.534884,2,1,0,24
be discreet about your meeting,7.428571,2,0,1,24
meet tomorrow in the lavatory,5.882353,2,0,1,23
suburbs are sprawling up everywhere,9.073171,1,2,1,28
shivering is one way to keep warm,6.352941,1,0,0,26
dolphins leap high out of the water,7.102041,1,1,1,27
try to enjoy your maternity leave,8.195122,0,1,1,27
the ventilation system is broken,8.0,0,1,1,27
dinosaurs have been extinct for ages,8.651163,0,2,1,29
an inefficient way to heat a house,7.304348,2,0,0,26
the bus was very crowded,4.897959,2,0,1,18
an injustice is committed every day,7.659574,2,2,0,26
the coronation was very exciting,8.195122,2,2,1,24
look in the syllabus for the course,6.566038,1,0,0,28
rectangular objects have four sides,7.591837,2,2,0,27
prescription drugs require a note,7.25,2,0,0,27
the insulation is not working,7.317073,1,0,0,24
nothing finer than discovering a treasure,8.150943,3,2,1,31
our life expectancy has increased,7.102041,0,2,1,27
the cream rises to the top,6.631579,1,0,0,20
the high waves will swamp us,5.207547,2,0,0,21
the treasurer must balance her books,6.763636,1,2,0,28
completely sold out of that,7.263158,2,1,1,20
the location of the crime,5.6,0,1,0,20
the chancellor was very boring,7.8,0,2,1,24
the accident scene is a shrine for fans,7.529412,0,0,0,32
a tumor is OK provided it is benign,6.339623,1,2,0,25
please take a bath this month,7.2,1,2,1,21
rent is paid at the beginning of the month,8.680851,3,0,0,31
for murder you get a long prison sentence,8.0,0,0,1,34
a much higher risk of getting cancer,8.571429,1,0,0,29
quit while you are ahead,4.444444,1,0,1,19
knee bone is connected to the thigh bone,7.2,3,2,0,28
safe to walk the streets in the evening,8.930233,1,2,0,29
luckily my wallet was found,6.731707,2,0,1,21
one hour is allotted for questions,7.909091,0,2,1,27
so you think you deserve a raise,7.428571,1,1,1,24
they watched the entire movie,6.0,2,2,1,21
good jobs for those with education,6.96,2,1,0,26
jumping right out of the water,5.660377,1,0,1,24
the trains are always late,6.6,1,1,1,20
sit at the front of the bus,5.478261,0,1,0,20
do you prefer a window seat,5.176471,1,2,0,19
the food at this restaurant,5.52,2,1,1,20
Canada has ten provinces,4.754717,1,2,1,18
the elevator door appears to be stuck,8.651163,1,3,0,27
raindrops keep falling on my head,7.813953,2,2,0,24
spill coffee on the carpet,6.439024,2,2,1,18
an excellent way to communicate,6.612245,2,2,1,23
with each step forward,5.428571,0,1,0,18
faster than a speeding bullet,5.454545,0,0,0,25
wishful thinking is fine,5.25,1,1,0,19
nothing wrong with his style,5.236364,1,0,1,23
arguing with the boss is futile,7.255814,2,1,1,23
taking the train is usually faster,8.7,1,2,0,26
what goes up must come down,6.947368,0,1,1,21
be persistent to win a strike,5.433962,1,1,1,22
presidents drive expensive cars,6.109091,2,0,1,26
the stock exchange dipped,5.28,2,0,1,20
why do you ask silly questions,5.454545,2,0,1,23
that is a very nasty cut,4.851064,0,0,0,19
what to do when the oil runs dry,7.317073,0,0,0,25
learn to walk before you run,6.272727,1,2,0,20
insurance is important for bad drivers,9.658537,0,2,0,31
traveling to conferences is fun,7.534884,1,2,0,24
do you get nervous when you speak,7.534884,1,0,1,26
pumping helps if the roads are slippery,8.25,1,1,1,31
parking tickets can be challenged,6.823529,0,0,0,29
apartments are too expensive,6.382979,0,1,0,24
find a nearby parking spot,6.139535,1,2,0,19
gun powder must be handled with care,7.5,1,2,1,27
just what the doctor ordered,5.538462,1,2,1,21
a rattle snake is very poisonous,6.893617,0,1,1,26
weeping willows are found near water,7.153846,0,0,0,31
I cannot believe I ate the whole thing,6.763636,3,1,0,27
the biggest hamburger I have ever seen,7.245283,3,0,1,29
gamblers eventually loose their shirts,9.066667,3,0,1,31
exercise is good for the mind,5.647059,2,0,1,22
irregular verbs are the hardest to learn,10.2,3,0,0,31
they might find your comment offensive,7.333333,2,0,1,31
tell a lie and your nose will grow,6.113208,2,2,0,23
an enlarged nose suggests you are a liar,8.425532,1,1,1,31
lie detector tests never work,5.769231,1,2,0,22
do not lie in court or else,5.04,1,0,0,20
most judges are very honest,6.133333,1,1,0,21
only an idiot would lie in court,7.8,2,2,1,22
important news always seems to be late,8.0,0,2,1,30
please try to be home before midnight,9.789474,3,0,0,28
if you come home late the doors are locked,9.066667,0,2,1,32
dormitory doors are locked at midnight,7.2,3,1,0,29
staying up all night is a bad idea,6.48,1,2,1,24
you are a capitalist pig,5.714286,2,2,1,16
motivational seminars make me sick,9.230769,2,0,1,28
questioning the wisdom of the courts,9.073171,0,3,1,28
rejection letters are discouraging,8.857143,3,3,1,25
the first time he tried to swim,6.818182,0,1,1,24
that referendum asked a silly question,7.764706,1,1,0,31
a steep learning curve in riding a unicycle,9.391304,1,1,1,34
a good stimulus deserves a good response,10.2,2,1,0,31
everybody looses in custody battles,7.914894,3,3,1,25
put garbage in an abandoned mine,6.352941,2,0,0,25
employee recruitment takes a lot of effort,9.818182,1,0,0,35
experience is hard to come by,7.578947,0,0,0,24
everyone wants to win the lottery,7.813953,1,1,1,26
the picket line gives me the chills,6.96,2,2,0,25
