Phrase,Time,INF,IF,F,C
this library has many books,9.517241,0,1,1,22
construction makes traveling difficult,14.0,1,0,0,34
he called seven times,6.171429,0,0,0,18
that is a very odd question,7.135135,1,1,0,20
a feeling of complete exasperation,12.0,0,0,0,30
we must redouble our efforts,9.290323,1,1,1,22
no kissing in the library,9.333333,0,0,1,21
that agreement is rife with problems,10.628571,0,0,1,31
vote according to your conscience,9.666667,1,1,1,27
my favourite sport is racketball,12.0,1,0,1,27
sad to hear that news,5.513514,0,0,0,17
the gun discharged by accident,10.064516,0,0,1,26
one of the poorest nations,7.542857,0,0,0,22
the algorithm is too complicated,8.615385,0,1,0,27
your presentation was inspiring,8.842105,0,0,0,28
that land is owned by the government,10.0,0,0,0,30
burglars never leave their business card,11.052632,0,0,1,35
the fire blazed all weekend,7.459459,0,1,1,22
if diplomacy does not work,10.153846,1,1,1,20
please keep this confidential,11.142857,1,0,0,25
the rationale behind the decision,8.7,0,1,1,28
the cat has a pleasant temperament,10.235294,1,1,0,27
our housekeeper does a thorough job,12.413793,1,1,1,28
her majesty visited our country,9.529412,1,1,1,25
handicapped persons need consideration,11.666667,1,1,1,33
these barracks are big enough,8.108108,0,1,1,24
sing the gospel and the blues,9.931034,1,0,0,23
he underwent triple bypass surgery,9.473684,0,0,1,30
the hopes of a new organization,8.432432,1,0,0,25
peering through a small hole,9.931034,0,1,0,23
rapidly running short on words,9.176471,0,0,1,26
it is difficult to concentrate,8.914286,0,1,1,25
give me one spoonful of coffee,12.0,1,1,1,23
two or three cups of coffee,9.777778,1,0,0,21
just like it says on the can,6.6,1,0,0,21
companies announce a merger,7.578947,0,0,1,24
electric cars need big fuel cells,13.44,0,0,1,28
the plug does not fit the socket,11.555556,1,0,0,25
drugs should be avoided,6.153846,1,0,0,19
the most beautiful sunset,6.769231,1,0,1,21
we dine out on the weekends,8.0,0,0,0,22
get aboard the ship is leaving,7.692308,1,1,0,23
the water was monitored daily,9.375,0,1,0,24
he watched in astonishment,9.857143,0,1,0,22
a big scratch on the tabletop,8.0,1,1,1,22
salesmen must make their monthly quota,12.0,1,1,1,31
saving that child was an heroic effort,10.971429,0,1,1,31
granite is the hardest of all rocks,11.6,0,0,0,29
bring the offenders to justice,12.0,1,1,0,24
every Saturday he folds the laundry,9.473684,1,1,1,28
careless driving results in a fine,11.6,1,0,1,28
microscopes make small things look big,10.702703,1,0,1,32
a coupon for a free sample,9.0,0,1,0,20
fine but only in moderation,9.2,1,0,0,22
a subject one can really enjoy,8.333333,1,0,0,24
important for political parties,9.081081,0,0,1,28
that sticker needs to be validated,9.405405,0,0,1,29
the fire raged for an entire month,13.44,0,0,1,28
one never takes too many precautions,12.4,1,1,0,29
we have enough witnesses,7.2,0,1,1,20
labour unions know how to organize,11.6,1,1,1,27
people blow their horn a lot,7.885714,0,0,0,23
a correction had to be published,12.461538,0,0,0,27
I like baroque and classical music,10.875,0,0,0,29
the proprietor was unavailable,8.756757,1,1,1,25
be discreet about your meeting,9.75,0,1,0,25
meet tomorrow in the lavatory,7.692308,1,0,1,24
suburbs are sprawling up everywhere,11.625,1,1,1,29
shivering is one way to keep warm,8.756757,0,1,1,26
dolphins leap high out of the water,9.942857,1,0,1,28
try to enjoy your maternity leave,12.923077,0,0,0,28
the ventilation system is broken,8.842105,0,0,1,28
dinosaurs have been extinct for ages,11.625,1,1,0,29
an inefficient way to heat a house,13.44,1,1,1,26
the bus was very crowded,7.741935,1,1,0,18
an injustice is committed every day,13.333333,1,1,0,28
the coronation was very exciting,8.615385,1,1,1,26
look in the syllabus for the course,8.7,1,1,1,27
rectangular objects have four sides,12.4,0,1,1,30
prescription drugs require a note,13.384615,0,1,1,28
the insulation is not working,11.111111,1,0,0,24
nothing finer than discovering a treasure,12.0,1,0,1,35
our life expectancy has increased,9.405405,1,1,1,27
the cream rises to the top,7.2,0,1,1,20
the high waves will swamp us,7.076923,1,0,0,22
the treasurer must balance her books,11.625,1,1,1,29
completely sold out of that,10.615385,1,0,0,22
the location of the crime,8.4,0,1,1,20
the chancellor was very boring,10.758621,0,0,1,26
the accident scene is a shrine for fans,12.387097,1,0,0,31
a tumor is OK provided it is benign,10.83871,0,1,0,27
please take a bath this month,8.727273,0,0,0,24
rent is paid at the beginning of the month,15.111111,0,0,0,34
for murder you get a long prison sentence,14.571429,1,1,1,32
a much higher risk of getting cancer,11.25,1,1,1,28
quit while you are ahead,8.0,1,1,0,18
knee bone is connected to the thigh bone,14.142857,0,0,0,33
safe to walk the streets in the evening,10.971429,1,0,1,31
luckily my wallet was found,8.625,1,0,1,22
one hour is allotted for questions,13.384615,1,0,1,28
so you think you deserve a raise,9.75,0,0,1,26
they watched the entire movie,10.0,0,0,0,25
good jobs for those with education,13.92,1,1,1,27
jumping right out of the water,9.090909,1,0,1,24
the trains are always late,10.56,1,1,0,20
sit at the front of the bus,8.689655,1,0,0,20
do you prefer a window seat,6.6,0,1,1,21
the food at this restaurant,10.222222,1,1,1,21
Canada has ten provinces,7.411765,0,0,0,21
the elevator door appears to be stuck,10.333333,1,1,1,29
raindrops keep falling on my head,12.444444,0,0,0,28
spill coffee on the carpet,6.947368,0,1,1,21
an excellent way to communicate,10.8,1,1,1,25
with each step forward,7.354839,0,0,0,19
faster than a speeding bullet,8.823529,0,0,0,25
wishful thinking is fine,7.875,1,0,0,20
nothing wrong with his style,9.0,0,0,0,24
arguing with the boss is futile,8.666667,0,0,0,26
taking the train is usually faster,12.0,1,1,0,27
what goes up must come down,9.103448,1,0,1,21
be persistent to win a strike,9.931034,1,1,0,22
presidents drive expensive cars,11.2,1,0,1,27
the stock exchange dipped,7.135135,0,0,1,22
why do you ask silly questions,10.344828,0,1,0,24
that is a very nasty cut,9.12,0,0,0,19
what to do when the oil runs dry,8.823529,1,1,0,23
learn to walk before you run,9.2,1,1,1,21
insurance is important for bad drivers,12.375,0,0,0,33
traveling to conferences is fun,10.125,0,1,1,26
do you get nervous when you speak,12.0,1,0,1,26
pumping helps if the roads are slippery,11.314286,0,1,0,32
parking tickets can be challenged,12.428571,1,0,0,28
apartments are too expensive,8.823529,0,1,1,24
find a nearby parking spot,10.56,0,1,1,21
gun powder must be handled with care,9.72973,0,1,1,29
just what the doctor ordered,8.0,0,1,1,23
a rattle snake is very poisonous,10.451613,1,0,1,26
weeping willows are found near water,12.4,0,0,1,31
I cannot believe I ate the whole thing,9.789474,0,1,0,30
the biggest hamburger I have ever seen,10.971429,0,0,0,32
gamblers eventually loose their shirts,10.2,0,1,1,33
exercise is good for the mind,8.470588,0,0,1,24
irregular verbs are the hardest to learn,10.2,0,0,0,34
they might find your comment offensive,15.84,1,1,1,31
tell a lie and your nose will grow,8.307692,1,1,1,25
an enlarged nose suggests you are a liar,14.666667,0,1,1,32
lie detector tests never work,12.0,0,1,0,24
do not lie in court or else,8.689655,0,1,0,20
most judges are very honest,7.263158,1,1,0,21
only an idiot would lie in court,8.210526,0,0,0,26
important news always seems to be late,9.846154,1,1,1,30
please try to be home before midnight,10.941176,0,0,1,31
if you come home late the doors are locked,11.333333,0,1,0,33
dormitory doors are locked at midnight,10.153846,1,0,1,32
staying up all night is a bad idea,10.125,1,1,0,25
you are a capitalist pig,7.058824,0,0,0,20
motivational seminars make me sick,9.72973,0,0,1,30
questioning the wisdom of the courts,9.3,0,1,0,30
rejection letters are discouraging,10.054054,1,1,0,29
the first time he tried to swim,8.108108,0,0,1,25
that referendum asked a silly question,15.84,1,1,1,31
a steep learning curve in riding a unicycle,13.090909,0,1,1,35
a good stimulus deserves a good response,12.363636,1,0,1,33
everybody looses in custody battles,9.538462,1,0,0,30
put garbage in an abandoned mine,9.818182,0,1,0,26
employee recruitment takes a lot of effort,15.428571,1,1,1,34
experience is hard to come by,9.6,0,1,0,23
everyone wants to win the lottery,9.333333,0,1,0,27
the picket line gives me the chills,12.888889,1,0,0,28
