Phrase,Time,INF,IF,F,C
for your information only,8.8,0,0,0,22
a quarter of a century,6.352941,1,0,0,17
the store will close at ten,7.333333,2,2,1,18
head shoulders knees and toes,10.714286,2,1,0,22
vanilla flavored ice cream,6.571429,1,0,0,22
frequently asked questions,7.02439,1,1,0,22
round robin scheduling,7.272727,2,2,0,16
information super highway,7.885714,2,0,0,21
my favorite web browser,7.272727,2,1,1,17
the laser printer is jammed,7.885714,0,0,0,23
all good boys deserve fudge,6.571429,0,1,1,22
the second largest country,7.666667,0,0,1,23
call for more details,5.4,0,1,0,17
just in time for the party,6.146341,1,2,1,18
have a good weekend,4.923077,1,1,0,14
video camera with a zoom lens,8.727273,0,0,0,24
what a monkey sees a monkey will do,10.83871,1,1,1,26
that is very unfortunate,10.08,2,1,1,18
the back yard of our house,6.146341,1,1,0,19
this is a very good idea,5.846154,0,0,0,19
reading week is just about here,8.210526,2,2,1,22
our fax number has changed,10.56,1,2,1,19
thank you for your help,7.125,1,0,0,18
no exchange without a bill,7.764706,2,0,0,20
the early bird gets the worm,7.885714,2,1,1,20
buckle up for safety,5.368421,1,0,0,16
this is too much to handle,6.3,1,0,0,20
protect your environment,6.285714,1,1,0,20
world population is growing,9.0,0,2,1,22
the library is closed today,8.363636,0,2,0,21
Mary had a little lamb,6.0,0,1,0,17
teaching services will help,11.076923,2,2,0,20
we accept personal checks,6.285714,2,0,1,20
this is a non profit organization,10.181818,0,1,1,27
user friendly interface,9.0,0,1,1,20
healthy food is good for you,11.04,0,2,0,21
hands on experience with a job,10.0,2,1,1,22
this watch is too expensive,8.363636,2,2,0,19
the postal service is very slow,7.609756,2,2,1,22
communicate through email,8.903226,0,1,1,22
the capital of our nation,6.810811,0,2,0,19
travel at the speed of light,6.571429,1,1,0,21
I do not fully agree with you,9.857143,2,0,1,21
gas bills are sent monthly,7.542857,1,2,1,19
earth quakes are predictable,10.344828,1,0,0,24
life is but a dream,4.5,1,1,0,13
take it to the recycling depot,11.111111,2,1,1,22
sent this by registered mail,7.2,1,1,0,22
fall is my favorite season,6.769231,2,2,0,18
a fox is a very smart animal,8.516129,1,1,1,20
the kids are very excited,7.636364,2,2,1,17
parking lot is full of trucks,7.02439,2,2,0,20
my bike has a flat tire,5.142857,1,1,0,16
do not walk too quickly,5.428571,1,0,0,18
a duck quacks to ask for food,6.9,0,1,0,22
limited warranty of two years,11.538462,0,0,0,25
the four seasons will come,8.8,0,0,0,22
the sun rises in the east,8.0,1,1,1,18
it is very windy today,6.171429,1,0,0,17
do not worry about this,5.428571,0,0,0,19
dashing through the snow,8.689655,2,0,0,19
want to join us for lunch,8.571429,2,2,0,16
stay away from strangers,9.0,0,2,0,19
accompanied by an adult,7.741935,1,1,1,18
see you later alligator,8.0,0,2,1,18
make my day you sucker,7.2,0,1,0,17
I can play much better now,7.636364,2,0,0,19
she wears too much makeup,6.461538,2,2,1,17
my bare face in the wind,6.514286,0,0,0,19
batman wears a cape,6.62069,0,1,0,15
I hate baking pies,5.142857,0,0,0,15
lydia wants to go home,5.837838,0,0,0,18
win first prize in the contest,8.108108,0,1,1,24
freud wrote of the ego,6.75,0,1,0,17
I do not care if you do that,8.4,0,1,0,20
always cover all the bases,7.333333,0,2,1,20
nobody cares anymore,5.268293,0,0,0,18
can we play cards tonight,6.3,1,0,1,20
get rid of that immediately,8.363636,1,0,0,22
I watched blazing saddles,8.516129,1,0,1,21
the sum of the parts,4.8,0,1,0,15
they love to yap about nothing,7.894737,0,0,0,25
peek out the window,5.189189,1,0,0,15
be home before midnight,8.571429,0,1,1,19
he played a pimp in that movie,6.857143,1,0,0,23
I skimmed through your proposal,12.461538,2,0,0,25
he was wearing a sweatshirt,6.571429,0,0,0,23
no more war no more bloodshed,8.228571,2,1,1,21
toss the ball around,8.16,0,0,0,17
I will meet you at noon,7.714286,0,0,0,18
I want to hold your hand,6.705882,0,1,0,18
the children are playing,7.2,1,0,1,20
superman never wore a mask,10.153846,1,1,0,20
I listen to the tape everyday,9.931034,1,1,1,22
he is shouting loudly,6.75,1,1,0,16
correct your diction immediately,12.888889,0,1,0,28
seasoned golfers love the game,8.210526,2,2,0,22
he cooled off after she left,10.615385,1,2,1,20
my dog sheds his hair,5.230769,1,1,0,15
join us on the patio,6.857143,1,1,0,14
these cookies are so amazing,11.52,0,1,0,23
I can still feel your presence,7.894737,1,2,0,22
the dog will bite you,7.034483,1,1,0,15
a most ridiculous thing,6.857143,0,2,1,18
where did you get that tie,6.3,0,0,1,21
what a lovely red jacket,8.0,0,0,1,20
do you like to shop on Sunday,6.571429,2,0,1,21
I spilled coffee on the carpet,7.5,2,2,1,21
the largest of the five oceans,7.317073,0,2,1,23
shall we play a round of cards,11.076923,2,0,1,22
olympic athletes use drugs,7.885714,0,2,0,21
my mother makes good cookies,9.0,2,0,0,22
do a good deed to someone,9.6,0,0,1,20
quick there is someone knocking,11.571429,0,2,1,25
flashing red light means stop,8.108108,2,2,1,21
sprawling subdivisions are bad,10.8,2,0,0,25
where did I leave my glasses,7.666667,2,1,1,20
on the way to the cottage,6.486486,1,1,1,18
a lot of chlorine in the water,7.384615,2,2,1,20
do not drink the water,6.0,1,1,0,16
my car always breaks in the winter,9.882353,0,1,1,27
santa claus got stuck,8.0,1,1,0,16
public transit is much faster,11.538462,0,1,1,24
zero in on the facts,6.857143,0,0,0,16
make up a few more phrases,9.333333,0,0,1,21
my fingers are very cold,6.315789,0,1,1,19
rain rain go away,4.097561,1,1,0,12
bad for the environment,5.853659,1,1,0,18
universities are too expensive,12.96,1,2,0,24
the price of gas is high,8.769231,0,1,0,18
the winner of the race,5.837838,0,1,0,17
we drive on parkways,7.034483,1,0,0,16
we park in driveways,7.285714,1,1,0,15
go out for some pizza and beer,10.666667,1,1,1,22
effort is what it will take,7.135135,2,0,1,20
where can my little dog be,7.0,2,1,1,18
if you were not so stupid,6.0,1,2,0,17
not quite so smart as you think,9.677419,2,0,0,23
do you like to go camping,8.0,1,1,1,18
this person is a disaster,6.810811,2,0,0,19
the imagination of the nation,11.538462,1,1,0,23
universally understood to be wrong,11.612903,2,1,0,27
listen to five hours of opera,8.228571,2,0,1,22
an occasional taste of chocolate,12.923077,0,0,0,28
victims deserve more redress,12.0,0,1,0,24
the protesters blocked all traffic,10.588235,3,2,0,25
the acceptance speech was boring,9.333333,2,1,0,25
work hard to reach the summit,7.02439,2,1,1,21
a little encouragement is needed,11.2,2,0,1,26
stiff penalty for staying out late,10.235294,1,1,0,27
the pen is mightier than the sword,12.923077,0,2,1,26
exceed the maximum speed limit,10.064516,2,0,0,24
in sharp contrast to your words,8.666667,1,2,1,23
this leather jacket is too warm,11.555556,0,0,0,26
consequences of a wrong turn,7.783784,0,2,0,22
this mission statement is baloney,9.942857,2,0,0,27
you will loose your voice,6.146341,1,0,1,20
every apple from every tree,9.2,1,0,1,22
are you sure you want this,6.461538,1,0,0,20
the fourth edition was better,7.5,2,2,0,21
this system of taxation,5.714286,1,1,1,18
beautiful paintings in the gallery,10.588235,2,3,0,25
a yard is almost as long as a meter,9.257143,1,0,1,26
we missed your birthday,5.853659,2,1,0,17
coalition governments never work,8.923077,0,2,1,27
destruction of the rain forest,7.428571,1,2,1,23
I like to play tennis,5.666667,1,0,0,16
acutely aware of her good looks,9.75,0,1,0,25
you want to eat your cake,7.272727,2,0,0,18
machinery is too complicated,7.142857,0,1,0,24
a glance in the right direction,10.758621,2,0,0,24
I just cannot figure this out,7.2,2,1,0,21
please follow the guidelines,10.0,1,0,0,24
an airport is a very busy place,10.344828,2,0,0,23
mystery of the lost lagoon,6.285714,1,0,1,21
is there any indication of this,10.4,1,2,0,23
the chamber makes important decisions,15.84,3,1,0,29
this phenomenon will never occur,10.5,2,1,0,25
obligations must be met first,9.677419,2,0,1,23
valid until the end of the year,11.538462,0,0,1,25
file all complaints in writing,7.609756,1,1,1,24
tickets are very expensive,6.9,0,1,1,22
a picture is worth many words,6.857143,2,1,1,21
this camera takes nice photographs,14.4,2,0,0,28
it looks like a shack,5.1,0,1,0,16
the dog buried the bone,5.560976,1,1,0,17
the daring young man,5.828571,0,1,0,16
this equation is too complicated,9.081081,0,1,0,27
express delivery is very fast,10.714286,1,2,0,22
I will put on my glasses,7.354839,1,0,0,18
a touchdown in the last minute,9.090909,1,1,1,23
the treasury department is broke,9.882353,1,0,0,27
a good response to the question,9.75,0,1,0,25
well connected with people,6.731707,1,0,0,22
the bathroom is good for reading,11.172414,0,1,1,26
the generation gap gets wider,7.692308,0,2,1,23
chemical spill took forever,10.666667,2,1,1,21
prepare for the exam in advance,12.0,2,1,1,23
interesting observation was made,9.405405,1,0,0,28
bank transaction was not registered,10.333333,1,3,1,27
your etiquette needs some work,9.176471,1,1,1,24
we better investigate this,7.076923,2,0,0,21
stability of the nation,6.857143,0,1,0,19
house with new electrical panel,9.529412,2,0,0,25
our silver anniversary is coming,8.4,1,2,0,25
the presidential suite is very busy,9.473684,2,1,1,27
the punishment should fit the crime,11.25,1,1,0,28
sharp cheese keeps the mind sharp,9.6,1,1,0,26
the registration period is over,9.257143,0,1,1,26
you have my sympathy,7.034483,1,1,0,15
the objective of the exercise,8.108108,1,0,1,24
historic meeting without a result,10.875,1,0,0,28
very reluctant to enter,7.5,2,0,1,18
good at addition and subtraction,11.2,1,0,0,27
six daughters and seven sons,6.857143,0,2,0,22
a thoroughly disgusting thing to say,9.3,3,3,1,25
sign the withdrawal slip,6.631579,0,0,1,21
relations are very strained,11.52,0,0,0,24
the minimum amount of time,9.103448,0,0,1,22
a very traditional way to dress,7.8,1,2,1,23
the aspirations of a nation,7.459459,2,1,0,20
medieval times were very hard,7.5,0,1,0,24
a security force of eight thousand,13.92,0,0,1,29
there are winners and losers,7.783784,2,2,1,20
the voters turfed him out,9.333333,2,0,1,19
pay off a mortgage for a house,10.285714,2,2,1,20
the collapse of the Roman empire,9.818182,0,2,0,25
did you see that spectacular explosion,11.0,0,3,0,30
keep receipts for all your expenses,9.473684,2,1,1,27
the assault took six months,7.076923,2,2,0,19
get your priorities in order,11.52,1,0,0,23
traveling requires a lot of fuel,7.902439,2,1,0,24
longer than a football field,7.2,1,2,1,21
a good joke deserves a good laugh,11.172414,1,0,0,26
the union will go on strike,10.56,1,2,1,19
never mix religion and politics,12.0,0,1,1,26
interactions between men and women,14.4,1,3,1,26
where did you get such a silly idea,10.83871,0,1,0,27
it should be sunny tomorrow,7.666667,1,0,0,22
a psychiatrist will help you,9.290323,1,0,0,23
you should visit to a doctor,7.263158,0,0,0,23
you must make an appointment,8.228571,0,2,0,22
the fax machine is broken,7.411765,2,0,0,19
players must know all the rules,12.0,1,1,0,24
a dog is the best friend of a man,9.375,2,1,1,22
would you like to come to my house,10.451613,2,2,1,23
February has an extra day,6.3,0,1,0,20
do not feel too bad about it,6.439024,0,2,1,20
this library has many books,10.615385,2,0,0,21
construction makes traveling difficult,12.727273,3,3,1,29
he called seven times,7.714286,0,0,0,18
that is a very odd question,8.516129,0,2,1,20
a feeling of complete exasperation,10.0,0,2,1,28
we must redouble our efforts,7.783784,0,1,1,23
no kissing in the library,7.875,0,1,0,20
that agreement is rife with problems,10.941176,0,1,1,30
vote according to your conscience,10.875,1,2,1,26
my favourite sport is racketball,10.83871,0,0,0,28
sad to hear that news,7.555556,0,0,0,17
the gun discharged by accident,7.8,0,0,1,26
one of the poorest nations,7.333333,0,0,0,22
the algorithm is too complicated,11.586207,1,2,0,25
your presentation was inspiring,8.842105,2,0,0,26
that land is owned by the government,10.588235,2,2,0,26
burglars never leave their business card,11.052632,2,1,1,32
the fire blazed all weekend,6.571429,2,0,0,21
if diplomacy does not work,8.8,1,1,1,20
please keep this confidential,7.428571,0,2,0,24
the rationale behind the decision,9.942857,0,2,1,27
the cat has a pleasant temperament,10.875,1,1,1,27
our housekeeper does a thorough job,13.333333,2,2,0,26
her majesty visited our country,8.1,1,1,0,25
handicapped persons need consideration,15.0,2,0,0,33
these barracks are big enough,8.333333,0,2,0,23
sing the gospel and the blues,8.727273,1,2,1,21
he underwent triple bypass surgery,11.612903,1,1,0,28
the hopes of a new organization,12.0,1,0,1,25
peering through a small hole,8.228571,1,2,1,21
rapidly running short on words,11.555556,1,2,0,23
it is difficult to concentrate,8.432432,2,0,0,24
give me one spoonful of coffee,7.692308,1,1,0,23
two or three cups of coffee,9.777778,0,2,0,20
just like it says on the can,10.153846,0,0,0,22
companies announce a merger,9.931034,2,2,1,20
electric cars need big fuel cells,10.181818,0,0,0,28
the plug does not fit the socket,9.176471,0,0,1,26
drugs should be avoided,6.153846,0,1,0,19
the most beautiful sunset,6.285714,0,1,0,21
we dine out on the weekends,6.6,0,0,0,22
get aboard the ship is leaving,9.677419,1,0,0,24
the water was monitored daily,7.317073,2,2,1,21
he watched in astonishment,8.117647,0,2,1,21
a big scratch on the tabletop,9.6,0,2,0,22
salesmen must make their monthly quota,9.658537,1,0,0,32
saving that child was an heroic effort,12.387097,0,0,1,32
granite is the hardest of all rocks,8.7,0,0,1,29
bring the offenders to justice,10.064516,1,0,0,25
every Saturday he folds the laundry,10.588235,0,2,1,28
careless driving results in a fine,11.225806,0,2,0,27
microscopes make small things look big,13.655172,0,0,1,33
a coupon for a free sample,9.692308,2,1,1,18
fine but only in moderation,9.857143,1,0,0,22
a subject one can really enjoy,9.677419,1,2,0,22
important for political parties,11.586207,0,2,1,26
that sticker needs to be validated,9.666667,2,2,0,25
the fire raged for an entire month,9.882353,1,1,0,26
one never takes too many precautions,10.054054,1,1,1,29
we have enough witnesses,9.333333,2,2,0,17
labour unions know how to organize,9.405405,1,2,0,26
people blow their horn a lot,8.625,0,1,0,22
a correction had to be published,9.257143,0,1,1,26
I like baroque and classical music,12.428571,1,1,1,27
the proprietor was unavailable,11.571429,0,1,1,26
be discreet about your meeting,10.064516,1,2,0,23
meet tomorrow in the lavatory,12.0,1,1,0,23
suburbs are sprawling up everywhere,9.789474,0,0,0,31
shivering is one way to keep warm,8.756757,2,2,0,23
dolphins leap high out of the water,8.923077,0,0,1,29
try to enjoy your maternity leave,10.83871,1,0,1,27
the ventilation system is broken,13.44,0,2,0,26
dinosaurs have been extinct for ages,12.4,1,1,1,29
an inefficient way to heat a house,11.2,2,2,0,24
the bus was very crowded,6.857143,1,1,1,18
an injustice is committed every day,12.413793,1,1,1,28
the coronation was very exciting,13.44,0,0,1,28
look in the syllabus for the course,13.92,1,0,1,28
rectangular objects have four sides,8.857143,2,2,0,27
prescription drugs require a note,12.428571,0,0,0,29
the insulation is not working,9.677419,2,2,1,21
nothing finer than discovering a treasure,15.428571,0,3,1,33
our life expectancy has increased,12.888889,0,1,1,28
the cream rises to the top,8.129032,0,2,1,19
the high waves will swamp us,9.517241,0,1,1,22
the treasurer must balance her books,9.789474,1,0,0,30
completely sold out of that,7.076923,1,1,1,21
the location of the crime,9.692308,1,1,0,19
the chancellor was very boring,9.75,0,1,0,25
the accident scene is a shrine for fans,12.0,3,1,0,28
a tumor is OK provided it is benign,10.5,1,2,0,25
please take a bath this month,7.02439,0,0,1,24
rent is paid at the beginning of the month,12.75,2,0,0,32
for murder you get a long prison sentence,9.714286,3,2,1,29
a much higher risk of getting cancer,10.909091,0,2,0,28
quit while you are ahead,9.230769,2,2,1,16
knee bone is connected to the thigh bone,11.647059,3,3,1,27
safe to walk the streets in the evening,14.769231,0,1,0,31
luckily my wallet was found,9.857143,2,1,1,20
one hour is allotted for questions,9.666667,2,2,1,25
so you think you deserve a raise,11.142857,1,0,1,25
they watched the entire movie,8.108108,1,2,1,22
good jobs for those with education,8.285714,0,0,1,29
jumping right out of the water,9.375,0,1,0,24
the trains are always late,8.516129,1,0,0,21
sit at the front of the bus,6.146341,2,1,0,18
do you prefer a window seat,10.153846,0,1,0,21
the food at this restaurant,8.117647,2,0,0,21
Canada has ten provinces,6.810811,1,0,0,20
the elevator door appears to be stuck,11.625,2,3,0,26
raindrops keep falling on my head,11.2,1,1,1,26
spill coffee on the carpet,6.769231,1,0,1,21
an excellent way to communicate,11.571429,0,1,0,26
with each step forward,6.514286,1,1,0,17
faster than a speeding bullet,8.571429,1,0,0,24
wishful thinking is fine,9.333333,2,2,0,17
nothing wrong with his style,9.290323,1,0,1,23
arguing with the boss is futile,10.064516,2,1,0,23
taking the train is usually faster,9.666667,2,0,0,27
what goes up must come down,8.8,0,2,1,20
be persistent to win a strike,9.6,1,2,0,21
presidents drive expensive cars,8.4,2,2,0,24
the stock exchange dipped,7.764706,0,2,0,20
why do you ask silly questions,7.142857,0,2,0,23
that is a very nasty cut,7.6,0,0,0,19
what to do when the oil runs dry,9.090909,1,0,1,24
learn to walk before you run,9.517241,0,1,1,22
insurance is important for bad drivers,15.84,0,1,0,32
traveling to conferences is fun,9.818182,0,0,1,27
do you get nervous when you speak,9.529412,1,2,1,24
pumping helps if the roads are slippery,14.142857,3,0,0,30
parking tickets can be challenged,13.384615,2,0,0,27
apartments are too expensive,10.714286,2,2,1,21
find a nearby parking spot,8.25,0,1,1,21
gun powder must be handled with care,11.25,2,1,1,27
just what the doctor ordered,9.290323,0,1,1,23
a rattle snake is very poisonous,12.96,0,2,1,25
weeping willows are found near water,13.777778,0,1,0,30
I cannot believe I ate the whole thing,13.777778,2,2,0,27
the biggest hamburger I have ever seen,9.365854,1,1,1,30
gamblers eventually loose their shirts,10.461538,0,1,1,33
exercise is good for the mind,9.290323,2,2,1,20
irregular verbs are the hardest to learn,13.16129,1,2,0,31
they might find your comment offensive,12.0,3,1,0,29
tell a lie and your nose will grow,9.529412,2,2,0,23
an enlarged nose suggests you are a liar,10.702703,0,1,0,32
lie detector tests never work,7.142857,2,1,0,22
do not lie in court or else,7.875,0,0,1,21
most judges are very honest,11.04,2,1,1,20
only an idiot would lie in court,10.758621,0,0,1,26
important news always seems to be late,11.294118,0,2,0,30
please try to be home before midnight,12.4,0,2,1,29
if you come home late the doors are locked,9.714286,1,3,0,30
dormitory doors are locked at midnight,13.655172,2,2,1,29
staying up all night is a bad idea,7.902439,1,2,1,24
you are a capitalist pig,7.058824,0,0,1,20
motivational seminars make me sick,9.230769,3,2,0,25
questioning the wisdom of the courts,9.073171,1,3,1,27
rejection letters are discouraging,11.272727,0,0,0,31
the first time he tried to swim,7.317073,0,2,0,23
that referendum asked a silly question,15.84,1,1,0,31
a steep learning curve in riding a unicycle,12.342857,3,0,1,33
a good stimulus deserves a good response,11.657143,3,0,1,31
everybody looses in custody battles,11.272727,1,1,1,29
put garbage in an abandoned mine,9.529412,1,2,1,24
employee recruitment takes a lot of effort,16.615385,1,2,1,33
experience is hard to come by,8.470588,0,0,1,24
everyone wants to win the lottery,12.0,0,1,1,27
the picket line gives me the chills,8.285714,2,2,1,25
