Phrase,Time,INF,IF,F,C
you must make an appointment,5.76,2,2,0,20
the fax machine is broken,7.0,1,2,1,18
players must know all the rules,8.210526,0,1,1,25
a dog is the best friend of a man,8.108108,1,1,1,23
would you like to come to my house,6.48,0,1,0,26
February has an extra day,5.478261,2,1,0,18
do not feel too bad about it,5.28,1,1,1,20
this library has many books,6.9,2,0,1,21
construction makes traveling difficult,11.666667,1,2,1,32
he called seven times,4.408163,0,1,0,17
that is a very odd question,6.439024,2,0,0,20
a feeling of complete exasperation,8.571429,3,1,1,26
we must redouble our efforts,8.228571,2,2,0,20
no kissing in the library,5.04,2,1,0,18
that agreement is rife with problems,8.651163,3,1,1,27
vote according to your conscience,9.666667,0,2,1,27
my favourite sport is racketball,9.882353,2,0,1,26
sad to hear that news,5.513514,0,1,0,16
the gun discharged by accident,7.8,1,0,1,25
one of the poorest nations,5.28,0,2,1,20
the algorithm is too complicated,9.882353,2,1,1,25
your presentation was inspiring,8.195122,2,0,0,26
that land is owned by the government,7.346939,2,3,0,25
burglars never leave their business card,9.545455,1,1,1,33
the fire blazed all weekend,6.418605,1,1,1,21
if diplomacy does not work,5.5,0,0,0,22
please keep this confidential,6.782609,1,1,0,24
the rationale behind the decision,8.923077,0,1,1,28
the cat has a pleasant temperament,7.25,2,2,0,25
our housekeeper does a thorough job,10.0,3,0,1,27
her majesty visited our country,7.902439,0,0,1,27
handicapped persons need consideration,12.352941,1,2,1,32
these barracks are big enough,6.818182,0,1,0,24
sing the gospel and the blues,7.384615,2,0,0,22
he underwent triple bypass surgery,9.0,2,3,1,25
the hopes of a new organization,7.609756,0,0,0,26
peering through a small hole,6.545455,1,2,0,21
rapidly running short on words,8.210526,2,1,0,23
it is difficult to concentrate,7.428571,0,1,0,25
give me one spoonful of coffee,7.317073,1,2,1,22
two or three cups of coffee,5.387755,2,2,1,18
just like it says on the can,6.285714,2,1,1,19
companies announce a merger,5.877551,0,1,1,23
electric cars need big fuel cells,9.882353,1,2,1,25
the plug does not fit the socket,6.638298,1,2,1,23
drugs should be avoided,5.333333,2,0,1,18
the most beautiful sunset,7.764706,1,2,1,19
we dine out on the weekends,5.73913,1,2,0,19
get aboard the ship is leaving,8.333333,2,0,0,23
the water was monitored daily,6.25,1,1,0,23
he watched in astonishment,6.571429,2,1,0,20
a big scratch on the tabletop,6.12766,1,1,1,22
salesmen must make their monthly quota,8.425532,1,0,1,32
saving that child was an heroic effort,11.294118,0,0,1,32
granite is the hardest of all rocks,8.285714,1,0,1,28
bring the offenders to justice,6.117647,2,1,1,23
every Saturday he folds the laundry,8.571429,2,3,1,25
careless driving results in a fine,6.96,2,0,1,27
microscopes make small things look big,11.0,1,1,0,31
a coupon for a free sample,6.146341,0,1,0,20
fine but only in moderation,6.0,0,1,0,22
a subject one can really enjoy,6.666667,2,2,0,21
important for political parties,8.195122,0,2,1,26
that sticker needs to be validated,8.285714,1,1,0,27
the fire raged for an entire month,8.842105,0,1,0,27
one never takes too many precautions,8.651163,2,1,0,28
we have enough witnesses,7.0,0,0,0,21
labour unions know how to organize,7.733333,0,2,1,27
people blow their horn a lot,5.52,1,0,1,22
a correction had to be published,6.893617,1,1,0,25
I like baroque and classical music,7.733333,1,0,1,28
the proprietor was unavailable,8.526316,0,2,0,25
be discreet about your meeting,7.428571,2,0,1,24
meet tomorrow in the lavatory,6.25,1,0,1,24
suburbs are sprawling up everywhere,8.086957,1,0,0,30
shivering is one way to keep warm,7.714286,2,1,0,24
dolphins leap high out of the water,6.823529,0,0,0,29
try to enjoy your maternity leave,6.588235,0,0,0,28
the ventilation system is broken,9.333333,2,1,1,25
dinosaurs have been extinct for ages,7.294118,0,0,0,31
an inefficient way to heat a house,7.813953,2,1,0,25
the bus was very crowded,6.857143,0,0,1,20
an injustice is committed every day,7.826087,0,1,0,29
the coronation was very exciting,7.813953,0,0,0,28
look in the syllabus for the course,8.285714,2,0,1,27
rectangular objects have four sides,9.538462,2,2,0,27
prescription drugs require a note,7.102041,0,2,0,27
the insulation is not working,6.521739,1,0,0,24
nothing finer than discovering a treasure,12.705882,2,0,1,34
our life expectancy has increased,7.733333,2,2,0,25
the cream rises to the top,7.411765,0,1,1,20
the high waves will swamp us,6.731707,0,2,1,21
the treasurer must balance her books,7.75,2,1,0,28
completely sold out of that,6.418605,0,0,1,23
the location of the crime,6.631579,2,1,0,18
the chancellor was very boring,7.255814,2,0,0,24
the accident scene is a shrine for fans,10.971429,0,1,1,31
a tumor is OK provided it is benign,8.195122,0,1,1,27
please take a bath this month,5.647059,1,2,1,21
rent is paid at the beginning of the month,9.488372,2,3,1,29
for murder you get a long prison sentence,12.0,3,1,1,30
a much higher risk of getting cancer,7.826087,0,3,1,27
quit while you are ahead,6.857143,2,2,1,16
knee bone is connected to the thigh bone,8.081633,3,3,0,27
safe to walk the streets in the evening,8.930233,2,3,1,27
luckily my wallet was found,5.411765,1,1,1,21
one hour is allotted for questions,6.96,0,2,0,27
so you think you deserve a raise,7.255814,1,1,0,24
they watched the entire movie,6.818182,1,1,0,23
good jobs for those with education,7.404255,0,2,0,27
jumping right out of the water,6.818182,1,1,1,23
the trains are always late,6.769231,0,0,0,22
sit at the front of the bus,5.25,1,1,0,19
do you prefer a window seat,5.28,0,2,0,20
the food at this restaurant,6.571429,2,0,0,21
Canada has ten provinces,6.0,1,0,0,20
the elevator door appears to be stuck,10.333333,1,1,1,29
raindrops keep falling on my head,7.304348,0,1,1,27
spill coffee on the carpet,5.73913,2,1,0,19
an excellent way to communicate,9.0,0,0,1,27
with each step forward,4.956522,1,0,0,18
faster than a speeding bullet,7.5,2,1,1,22
wishful thinking is fine,5.25,2,1,0,18
nothing wrong with his style,6.4,0,1,0,23
arguing with the boss is futile,6.367347,0,2,1,24
taking the train is usually faster,7.909091,0,0,0,29
what goes up must come down,6.6,2,1,0,19
be persistent to win a strike,6.0,0,2,1,22
presidents drive expensive cars,8.0,2,2,0,24
the stock exchange dipped,5.5,1,1,1,20
why do you ask silly questions,7.692308,0,1,1,24
that is a very nasty cut,4.956522,1,1,0,17
what to do when the oil runs dry,7.317073,2,2,1,21
learn to walk before you run,6.0,2,0,0,21
insurance is important for bad drivers,10.153846,0,2,0,31
traveling to conferences is fun,7.714286,2,0,1,25
do you get nervous when you speak,9.529412,0,1,0,26
pumping helps if the roads are slippery,8.25,3,0,1,30
parking tickets can be challenged,8.487805,0,1,1,28
apartments are too expensive,7.142857,1,2,0,22
find a nearby parking spot,7.333333,0,2,0,20
gun powder must be handled with care,9.473684,0,1,0,29
just what the doctor ordered,7.2,1,2,0,21
a rattle snake is very poisonous,6.893617,0,0,1,27
weeping willows are found near water,10.628571,3,1,1,27
I cannot believe I ate the whole thing,9.789474,3,2,1,26
the biggest hamburger I have ever seen,8.347826,2,0,0,30
gamblers eventually loose their shirts,8.680851,2,2,1,30
exercise is good for the mind,7.2,0,2,1,22
irregular verbs are the hardest to learn,8.326531,2,1,1,31
they might find your comment offensive,8.25,2,0,1,31
tell a lie and your nose will grow,7.043478,1,0,1,26
an enlarged nose suggests you are a liar,7.92,3,0,0,30
lie detector tests never work,5.882353,1,0,0,24
do not lie in court or else,5.478261,0,2,1,19
most judges are very honest,6.418605,2,2,1,19
only an idiot would lie in court,6.933333,1,1,1,24
important news always seems to be late,8.347826,0,3,1,29
please try to be home before midnight,8.266667,0,1,0,30
if you come home late the doors are locked,9.488372,0,2,1,32
dormitory doors are locked at midnight,11.0,2,0,1,31
staying up all night is a bad idea,9.529412,0,2,0,25
you are a capitalist pig,6.0,1,2,1,17
motivational seminars make me sick,7.659574,0,2,1,28
questioning the wisdom of the courts,9.538462,3,0,1,28
rejection letters are discouraging,10.628571,3,0,1,28
the first time he tried to swim,6.666667,0,2,0,23
that referendum asked a silly question,8.608696,3,2,1,28
a steep learning curve in riding a unicycle,9.818182,3,3,0,30
a good stimulus deserves a good response,12.0,3,0,1,31
everybody looses in custody battles,9.3,2,0,0,29
put garbage in an abandoned mine,9.0,2,1,0,24
employee recruitment takes a lot of effort,10.285714,2,1,1,33
experience is hard to come by,6.545455,0,0,0,24
everyone wants to win the lottery,8.842105,0,0,0,28
the picket line gives me the chills,8.7,1,0,0,28
