Phrase,Time,INF,IF,F,C
public transit is much faster,8.823529,2,0,0,23
zero in on the facts,6.62069,1,0,0,15
make up a few more phrases,7.2,0,1,0,20
my fingers are very cold,7.058824,1,0,0,19
rain rain go away,3.652174,1,0,0,13
bad for the environment,5.714286,2,1,0,17
universities are too expensive,9.257143,1,1,0,25
the price of gas is high,5.560976,1,0,0,18
the winner of the race,5.538462,0,0,0,18
we drive on parkways,5.513514,1,1,0,15
we park in driveways,6.8,0,1,0,16
go out for some pizza and beer,7.783784,1,0,0,23
effort is what it will take,6.0,1,1,0,20
where can my little dog be,8.4,0,1,1,20
if you were not so stupid,7.272727,1,0,1,19
not quite so smart as you think,10.0,1,0,1,24
do you like to go camping,8.275862,2,0,0,18
this person is a disaster,7.0,0,0,0,21
the imagination of the nation,9.677419,1,2,0,22
universally understood to be wrong,9.230769,3,1,1,26
listen to five hours of opera,9.931034,1,0,1,23
an occasional taste of chocolate,7.466667,0,1,0,27
victims deserve more redress,8.571429,1,2,0,22
the protesters blocked all traffic,12.413793,0,1,0,29
the acceptance speech was boring,10.5,2,1,1,25
work hard to reach the summit,8.228571,1,0,1,23
a little encouragement is needed,8.0,2,1,1,25
stiff penalty for staying out late,10.545455,1,1,1,27
the pen is mightier than the sword,8.842105,2,2,0,24
exceed the maximum speed limit,9.176471,0,0,0,26
in sharp contrast to your words,8.432432,2,1,0,23
this leather jacket is too warm,10.4,2,2,1,22
consequences of a wrong turn,9.0,0,0,1,24
this mission statement is baloney,9.942857,1,0,0,28
you will loose your voice,5.860465,0,0,1,21
every apple from every tree,7.076923,0,0,0,23
are you sure you want this,6.631579,2,2,0,17
the fourth edition was better,10.344828,1,0,1,24
this system of taxation,6.315789,2,0,1,18
beautiful paintings in the gallery,10.0,1,1,0,28
a yard is almost as long as a meter,8.526316,1,1,0,25
we missed your birthday,6.153846,2,0,1,18
coalition governments never work,10.235294,2,0,1,27
destruction of the rain forest,8.432432,0,0,1,26
I like to play tennis,4.857143,0,0,0,17
acutely aware of her good looks,8.914286,0,0,1,26
you want to eat your cake,7.272727,2,0,1,18
machinery is too complicated,8.108108,1,1,0,23
a glance in the right direction,9.75,0,2,0,24
I just cannot figure this out,6.4,0,2,1,22
please follow the guidelines,8.823529,0,0,0,25
an airport is a very busy place,8.333333,0,0,0,25
mystery of the lost lagoon,9.103448,1,2,0,19
is there any indication of this,6.782609,0,2,0,24
the chamber makes important decisions,11.647059,3,0,1,30
this phenomenon will never occur,9.882353,2,0,0,26
obligations must be met first,8.571429,0,1,1,24
valid until the end of the year,10.0,0,2,1,23
file all complaints in writing,10.064516,1,0,1,25
tickets are very expensive,6.731707,2,0,0,21
a picture is worth many words,9.0,0,2,0,22
this camera takes nice photographs,8.571429,1,3,1,26
it looks like a shack,6.181818,1,0,0,16
the dog buried the bone,6.333333,1,0,0,18
the daring young man,5.1,1,0,0,16
this equation is too complicated,9.6,1,0,0,27
express delivery is very fast,9.677419,2,2,0,21
I will put on my glasses,6.162162,0,1,0,18
a touchdown in the last minute,8.571429,2,1,1,22
the treasury department is broke,8.0,1,1,0,26
a good response to the question,7.609756,0,1,1,25
well connected with people,8.117647,2,0,0,21
the bathroom is good for reading,10.125,0,0,1,27
the generation gap gets wider,7.692308,1,1,1,23
chemical spill took forever,7.384615,1,1,1,22
prepare for the exam in advance,8.0,1,0,0,25
interesting observation was made,10.235294,0,0,1,29
bank transaction was not registered,11.625,1,3,0,27
your etiquette needs some work,10.4,2,1,0,23
we better investigate this,8.363636,1,0,0,22
stability of the nation,6.315789,2,2,1,16
house with new electrical panel,8.307692,1,2,1,24
our silver anniversary is coming,7.813953,0,1,0,27
the presidential suite is very busy,12.0,1,0,0,29
the punishment should fit the crime,9.230769,0,1,1,29
sharp cheese keeps the mind sharp,8.195122,0,0,1,28
the registration period is over,8.756757,1,2,1,24
you have my sympathy,7.034483,1,0,0,16
the objective of the exercise,8.108108,2,2,0,21
historic meeting without a result,7.565217,0,1,0,28
very reluctant to enter,5.714286,0,2,1,18
good at addition and subtraction,11.2,2,2,0,24
six daughters and seven sons,7.578947,1,1,1,22
a thoroughly disgusting thing to say,8.651163,2,0,0,29
sign the withdrawal slip,6.810811,2,1,1,18
relations are very strained,7.2,2,2,0,20
the minimum amount of time,7.135135,1,1,0,20
a very traditional way to dress,10.758621,0,0,0,26
the aspirations of a nation,8.903226,1,2,1,20
medieval times were very hard,8.571429,2,2,0,21
a security force of eight thousand,10.545455,0,2,1,27
there are winners and losers,7.783784,0,0,1,24
the voters turfed him out,5.860465,0,0,0,21
pay off a mortgage for a house,6.697674,0,1,1,23
the collapse of the Roman empire,7.2,2,2,0,23
did you see that spectacular explosion,11.0,0,1,0,32
keep receipts for all your expenses,8.780488,0,0,0,30
the assault took six months,6.272727,1,0,0,22
get your priorities in order,6.4,1,1,0,22
traveling requires a lot of fuel,7.2,0,2,0,25
longer than a football field,6.26087,0,0,1,24
a good joke deserves a good laugh,10.8,2,2,0,23
the union will go on strike,7.542857,2,1,1,19
never mix religion and politics,7.043478,2,0,1,25
interactions between men and women,10.909091,0,1,1,29
where did you get such a silly idea,9.6,2,1,0,25
it should be sunny tomorrow,9.517241,1,1,1,21
a psychiatrist will help you,8.727273,1,0,0,23
you should visit to a doctor,8.625,1,0,1,22
you must make an appointment,6.26087,1,2,1,21
the fax machine is broken,7.0,2,1,0,18
players must know all the rules,8.210526,1,2,1,23
a dog is the best friend of a man,8.108108,1,2,0,22
would you like to come to my house,8.307692,2,1,0,24
February has an extra day,7.0,2,0,1,19
do not feel too bad about it,6.0,1,1,0,20
this library has many books,8.117647,1,1,0,21
construction makes traveling difficult,14.0,1,1,1,33
he called seven times,5.023256,1,1,0,16
that is a very odd question,5.866667,2,0,0,20
a feeling of complete exasperation,9.473684,0,1,0,29
we must redouble our efforts,6.4,2,2,1,20
no kissing in the library,8.129032,0,0,1,21
that agreement is rife with problems,10.054054,3,2,1,26
vote according to your conscience,9.666667,2,0,0,27
my favourite sport is racketball,9.333333,2,2,1,24
sad to hear that news,4.97561,0,0,0,17
the gun discharged by accident,6.782609,2,2,0,22
one of the poorest nations,6.769231,0,0,0,22
the algorithm is too complicated,7.813953,0,0,0,28
your presentation was inspiring,7.636364,1,1,1,26
that land is owned by the government,8.780488,0,1,1,29
burglars never leave their business card,14.482759,2,1,1,32
the fire blazed all weekend,8.117647,0,2,1,21
if diplomacy does not work,8.25,2,2,0,18
please keep this confidential,8.914286,1,1,0,24
the rationale behind the decision,7.565217,1,1,0,27
the cat has a pleasant temperament,11.6,1,1,1,27
our housekeeper does a thorough job,8.0,3,0,1,27
her majesty visited our country,7.714286,0,1,1,26
handicapped persons need consideration,13.125,3,0,1,32
these barracks are big enough,7.692308,0,2,0,23
sing the gospel and the blues,8.727273,1,1,1,22
he underwent triple bypass surgery,9.0,0,1,1,29
the hopes of a new organization,8.914286,1,2,1,23
peering through a small hole,9.931034,0,1,0,23
rapidly running short on words,8.210526,2,1,0,23
it is difficult to concentrate,8.666667,1,2,0,23
give me one spoonful of coffee,6.521739,2,2,0,21
two or three cups of coffee,8.25,1,0,0,21
just like it says on the can,6.0,1,0,0,21
companies announce a merger,6.26087,2,2,1,20
electric cars need big fuel cells,9.333333,2,1,1,25
the plug does not fit the socket,9.75,2,2,0,22
drugs should be avoided,5.217391,2,0,0,18
the most beautiful sunset,6.947368,2,1,0,19
we dine out on the weekends,5.73913,0,0,1,22
get aboard the ship is leaving,8.571429,1,1,0,23
the water was monitored daily,9.375,0,0,0,25
he watched in astonishment,8.363636,2,2,1,19
a big scratch on the tabletop,7.2,1,0,1,23
salesmen must make their monthly quota,10.421053,3,0,0,30
saving that child was an heroic effort,8.930233,2,2,1,28
granite is the hardest of all rocks,9.157895,0,1,1,28
bring the offenders to justice,7.090909,1,2,1,23
every Saturday he folds the laundry,12.0,2,2,0,26
careless driving results in a fine,10.875,2,0,1,27
microscopes make small things look big,11.314286,1,3,0,29
a coupon for a free sample,6.461538,1,1,1,19
fine but only in moderation,6.272727,2,2,0,19
a subject one can really enjoy,6.521739,1,0,0,24
important for political parties,7.636364,2,1,0,25
that sticker needs to be validated,8.923077,2,1,0,26
the fire raged for an entire month,7.304348,2,1,0,25
one never takes too many precautions,12.4,3,0,1,28
we have enough witnesses,6.146341,0,2,0,19
labour unions know how to organize,9.666667,2,2,1,25
people blow their horn a lot,8.363636,2,0,1,21
a correction had to be published,10.125,2,0,1,25
I like baroque and classical music,10.875,0,0,0,29
the proprietor was unavailable,8.307692,0,0,1,27
be discreet about your meeting,6.782609,1,2,1,23
meet tomorrow in the lavatory,7.317073,0,1,1,24
suburbs are sprawling up everywhere,9.789474,1,0,0,30
shivering is one way to keep warm,7.534884,0,2,0,25
dolphins leap high out of the water,9.157895,1,2,1,26
try to enjoy your maternity leave,9.333333,2,2,0,24
the ventilation system is broken,11.586207,1,0,0,27
dinosaurs have been extinct for ages,9.789474,3,0,0,28
an inefficient way to heat a house,7.636364,0,1,1,27
the bus was very crowded,6.857143,2,2,0,16
an injustice is committed every day,10.0,3,2,0,25
the coronation was very exciting,10.181818,0,0,1,28
look in the syllabus for the course,7.909091,2,1,1,26
rectangular objects have four sides,8.454545,3,0,1,28
prescription drugs require a note,9.666667,0,2,0,27
the insulation is not working,7.692308,1,2,0,22
nothing finer than discovering a treasure,11.076923,3,1,0,32
our life expectancy has increased,10.235294,2,2,1,25
the cream rises to the top,5.860465,2,0,0,19
the high waves will swamp us,8.363636,1,1,0,21
the treasurer must balance her books,8.266667,0,0,1,31
completely sold out of that,6.571429,1,0,1,22
the location of the crime,6.461538,2,2,0,17
the chancellor was very boring,9.75,0,1,0,25
the accident scene is a shrine for fans,9.142857,2,0,1,30
a tumor is OK provided it is benign,8.4,0,2,0,26
please take a bath this month,7.02439,0,2,0,22
rent is paid at the beginning of the month,9.488372,0,3,0,31
for murder you get a long prison sentence,13.16129,0,0,0,34
a much higher risk of getting cancer,7.826087,1,0,0,29
quit while you are ahead,6.666667,1,0,0,19
knee bone is connected to the thigh bone,11.314286,0,3,1,30
safe to walk the streets in the evening,12.387097,3,3,1,26
luckily my wallet was found,8.363636,0,0,0,23
one hour is allotted for questions,9.666667,1,2,0,26
so you think you deserve a raise,10.758621,2,2,1,22
they watched the entire movie,7.894737,0,0,1,25
good jobs for those with education,10.235294,2,2,1,25
jumping right out of the water,8.823529,2,2,0,21
the trains are always late,6.769231,0,0,1,22
sit at the front of the bus,6.631579,2,0,0,19
do you prefer a window seat,6.139535,2,2,1,18
the food at this restaurant,7.263158,1,1,1,21
Canada has ten provinces,7.411765,0,2,0,19
the elevator door appears to be stuck,11.272727,1,1,1,29
raindrops keep falling on my head,9.6,2,1,1,25
spill coffee on the carpet,6.6,0,0,1,22
an excellent way to communicate,9.818182,1,2,0,24
with each step forward,6.162162,1,1,0,17
faster than a speeding bullet,8.823529,0,0,0,25
wishful thinking is fine,6.3,1,1,1,19
nothing wrong with his style,6.697674,0,0,0,24
arguing with the boss is futile,8.210526,2,0,0,24
taking the train is usually faster,9.157895,0,2,1,27
what goes up must come down,6.285714,2,1,0,19
be persistent to win a strike,8.470588,2,2,1,20
presidents drive expensive cars,7.466667,2,0,0,26
the stock exchange dipped,7.333333,2,1,0,19
why do you ask silly questions,7.142857,2,0,0,23
that is a very nasty cut,5.7,1,1,0,17
what to do when the oil runs dry,8.571429,0,1,0,24
learn to walk before you run,6.731707,2,0,0,21
insurance is important for bad drivers,11.647059,1,2,0,30
traveling to conferences is fun,8.526316,2,0,0,25
do you get nervous when you speak,8.756757,1,0,1,26
pumping helps if the roads are slippery,8.8,0,0,0,33
parking tickets can be challenged,10.235294,2,1,0,26
apartments are too expensive,10.344828,1,1,1,23
find a nearby parking spot,8.8,2,0,1,20
gun powder must be handled with care,9.72973,0,2,1,28
just what the doctor ordered,9.0,1,0,1,23
a rattle snake is very poisonous,10.8,2,2,1,23
weeping willows are found near water,10.333333,1,0,0,30
I cannot believe I ate the whole thing,9.073171,2,0,1,29
the biggest hamburger I have ever seen,11.294118,2,3,0,27
gamblers eventually loose their shirts,14.068966,0,0,0,34
exercise is good for the mind,6.26087,1,2,0,21
irregular verbs are the hardest to learn,8.869565,0,2,1,32
they might find your comment offensive,9.0,1,0,0,32
tell a lie and your nose will grow,7.902439,0,0,0,27
an enlarged nose suggests you are a liar,12.0,1,0,0,32
lie detector tests never work,7.142857,1,2,0,22
do not lie in court or else,8.689655,1,2,0,18
most judges are very honest,6.133333,1,2,1,20
only an idiot would lie in court,9.454545,2,0,0,24
important news always seems to be late,10.971429,2,3,1,27
please try to be home before midnight,10.054054,3,3,0,25
if you come home late the doors are locked,10.736842,0,0,1,34
dormitory doors are locked at midnight,9.0,0,2,0,31
staying up all night is a bad idea,8.1,1,2,0,24
you are a capitalist pig,6.153846,1,1,1,18
motivational seminars make me sick,10.0,2,1,1,27
questioning the wisdom of the courts,12.827586,3,2,0,26
rejection letters are discouraging,10.054054,3,2,0,26
the first time he tried to swim,6.976744,0,0,1,25
that referendum asked a silly question,12.774194,2,3,0,28
a steep learning curve in riding a unicycle,13.090909,2,1,1,33
a good stimulus deserves a good response,12.0,2,3,1,29
everybody looses in custody battles,9.073171,1,1,0,29
put garbage in an abandoned mine,8.307692,0,1,1,26
employee recruitment takes a lot of effort,14.896552,3,1,1,32
experience is hard to come by,7.578947,0,1,0,23
everyone wants to win the lottery,10.5,1,1,1,26
the picket line gives me the chills,8.7,2,1,0,26
