Phrase,Time,INF,IF,F,C
we went grocery shopping,8.129032,2,1,0,18
the assignment is due today,7.885714,2,1,0,20
what you see is what you get,7.764706,1,0,0,21
for your information only,10.153846,2,1,0,19
a quarter of a century,8.307692,1,1,0,16
the store will close at ten,9.777778,0,1,1,21
head shoulders knees and toes,10.344828,0,0,1,25
vanilla flavored ice cream,9.857143,1,0,0,22
frequently asked questions,8.0,1,0,1,23
round robin scheduling,8.0,1,1,0,18
information super highway,9.2,1,1,1,21
my favorite web browser,8.0,0,2,1,18
the laser printer is jammed,7.666667,0,2,0,21
all good boys deserve fudge,10.615385,1,1,1,21
the second largest country,9.857143,2,1,1,20
call for more details,6.171429,1,0,0,17
just in time for the party,6.810811,0,0,1,21
have a good weekend,5.485714,0,1,0,15
video camera with a zoom lens,10.666667,2,2,0,20
what a monkey sees a monkey will do,9.081081,2,2,0,24
that is very unfortunate,8.689655,2,0,0,19
the back yard of our house,8.129032,0,2,0,19
this is a very good idea,7.125,0,0,0,19
reading week is just about here,10.4,0,1,0,25
our fax number has changed,8.8,1,1,1,20
thank you for your help,9.12,0,1,0,18
no exchange without a bill,10.153846,1,0,1,21
the early bird gets the worm,8.625,2,1,1,20
buckle up for safety,6.580645,0,1,0,16
this is too much to handle,6.810811,2,1,1,18
protect your environment,7.764706,2,2,0,18
world population is growing,10.285714,2,2,1,20
the library is closed today,8.363636,0,0,1,23
Mary had a little lamb,7.2,1,0,0,17
teaching services will help,8.470588,2,0,1,22
we accept personal checks,10.153846,1,0,1,21
this is a non profit organization,10.83871,2,1,0,25
user friendly interface,10.08,0,0,0,21
healthy food is good for you,8.903226,0,2,0,21
hands on experience with a job,10.714286,1,0,0,24
this watch is too expensive,8.903226,0,2,0,21
the postal service is very slow,8.210526,0,1,0,25
communicate through email,7.459459,2,2,0,19
the capital of our nation,9.333333,2,0,0,19
travel at the speed of light,9.857143,0,0,1,23
I do not fully agree with you,8.903226,0,1,0,22
gas bills are sent monthly,7.333333,0,2,1,20
earth quakes are predictable,10.0,1,1,1,23
life is but a dream,5.142857,1,0,0,14
take it to the recycling depot,7.894737,2,1,1,22
sent this by registered mail,8.470588,1,0,0,23
fall is my favorite season,8.0,1,1,0,20
a fox is a very smart animal,7.542857,0,1,1,21
the kids are very excited,9.692308,2,2,0,17
parking lot is full of trucks,8.0,0,0,1,24
my bike has a flat tire,6.75,0,1,0,17
do not walk too quickly,8.769231,0,1,0,18
a duck quacks to ask for food,8.117647,2,1,1,20
limited warranty of two years,9.677419,0,0,0,25
the four seasons will come,10.56,1,0,1,21
the sun rises in the east,8.275862,1,2,0,17
it is very windy today,8.64,1,0,0,17
do not worry about this,6.162162,1,1,0,17
dashing through the snow,9.692308,0,2,0,19
want to join us for lunch,8.888889,2,1,0,17
stay away from strangers,9.0,2,2,1,17
accompanied by an adult,8.888889,0,0,0,20
see you later alligator,7.058824,1,1,1,18
make my day you sucker,5.684211,0,1,0,17
I can play much better now,7.636364,1,2,1,18
she wears too much makeup,10.08,1,2,0,18
my bare face in the wind,9.12,1,0,0,18
batman wears a cape,7.384615,0,0,0,16
I hate baking pies,7.2,0,1,0,14
lydia wants to go home,6.545455,1,0,0,17
win first prize in the contest,11.111111,1,1,1,23
freud wrote of the ego,5.837838,1,0,0,17
I do not care if you do that,7.2,0,2,0,19
always cover all the bases,8.25,2,0,0,20
nobody cares anymore,5.837838,1,0,0,17
can we play cards tonight,10.08,2,0,0,19
get rid of that immediately,8.363636,2,1,0,20
I watched blazing saddles,8.25,1,0,1,21
the sum of the parts,6.0,1,0,0,15
they love to yap about nothing,8.571429,2,1,1,22
peek out the window,5.485714,0,0,0,16
be home before midnight,7.058824,2,2,0,16
he played a pimp in that movie,7.783784,0,0,1,24
I skimmed through your proposal,8.756757,0,2,0,25
he was wearing a sweatshirt,9.857143,2,1,0,20
no more war no more bloodshed,7.578947,0,0,1,24
toss the ball around,7.034483,1,1,0,15
I will meet you at noon,6.967742,1,0,0,17
I want to hold your hand,7.125,1,0,0,18
the children are playing,6.810811,2,0,0,19
superman never wore a mask,10.56,1,0,0,21
I listen to the tape everyday,8.228571,0,2,0,22
he is shouting loudly,6.967742,0,0,0,18
correct your diction immediately,12.0,1,1,0,27
seasoned golfers love the game,8.210526,2,2,1,22
he cooled off after she left,9.857143,2,1,1,20
my dog sheds his hair,5.828571,0,1,0,16
join us on the patio,5.333333,1,0,0,15
these cookies are so amazing,9.290323,2,0,1,22
I can still feel your presence,9.375,2,0,1,23
the dog will bite you,6.8,0,1,0,16
a most ridiculous thing,8.888889,1,0,0,19
where did you get that tie,6.631579,2,0,1,19
what a lovely red jacket,8.0,1,0,1,19
do you like to shop on Sunday,9.517241,0,1,0,22
I spilled coffee on the carpet,11.538462,2,2,0,21
the largest of the five oceans,10.344828,2,0,0,23
shall we play a round of cards,11.52,1,0,1,23
olympic athletes use drugs,10.222222,2,2,1,19
my mother makes good cookies,8.228571,2,0,1,22
do a good deed to someone,7.741935,2,1,0,17
quick there is someone knocking,10.8,2,1,1,24
flashing red light means stop,9.677419,0,0,1,25
sprawling subdivisions are bad,9.257143,1,0,1,26
where did I leave my glasses,8.625,1,1,0,21
on the way to the cottage,6.857143,0,0,0,20
a lot of chlorine in the water,8.470588,1,2,0,21
do not drink the water,5.837838,0,1,0,17
my car always breaks in the winter,8.842105,2,2,1,24
santa claus got stuck,8.64,0,1,0,17
public transit is much faster,11.111111,1,0,0,24
zero in on the facts,5.647059,1,1,0,14
make up a few more phrases,7.411765,1,0,0,20
my fingers are very cold,8.571429,1,0,1,19
rain rain go away,4.666667,0,1,0,13
bad for the environment,6.486486,2,1,1,17
universities are too expensive,11.571429,0,1,1,26
the price of gas is high,6.162162,0,0,0,19
the winner of the race,6.545455,0,1,0,17
we drive on parkways,5.513514,0,0,0,17
we park in driveways,7.285714,1,1,0,15
go out for some pizza and beer,7.783784,0,1,0,23
effort is what it will take,9.428571,1,1,0,20
where can my little dog be,8.689655,1,0,1,20
if you were not so stupid,6.486486,1,0,1,19
not quite so smart as you think,11.111111,0,0,0,25
do you like to go camping,7.5,2,0,0,18
this person is a disaster,6.631579,0,0,0,21
the imagination of the nation,8.571429,1,0,0,24
universally understood to be wrong,13.333333,0,0,1,30
listen to five hours of opera,9.290323,0,0,0,24
an occasional taste of chocolate,12.923077,0,0,1,28
victims deserve more redress,8.108108,2,1,1,22
the protesters blocked all traffic,9.72973,1,2,0,27
the acceptance speech was boring,11.2,1,2,0,25
work hard to reach the summit,8.727273,2,1,1,21
a little encouragement is needed,11.2,0,0,1,28
stiff penalty for staying out late,10.875,0,2,0,27
the pen is mightier than the sword,9.6,2,0,0,26
exceed the maximum speed limit,9.176471,1,2,1,23
in sharp contrast to your words,8.210526,0,1,1,25
this leather jacket is too warm,9.75,0,1,0,25
consequences of a wrong turn,9.931034,2,0,1,22
this mission statement is baloney,12.888889,0,0,0,29
you will loose your voice,6.631579,1,0,1,20
every apple from every tree,8.903226,1,0,0,22
are you sure you want this,7.0,0,2,0,19
the fourth edition was better,9.090909,2,2,0,21
this system of taxation,7.741935,0,2,1,18
beautiful paintings in the gallery,12.857143,1,2,0,27
a yard is almost as long as a meter,10.451613,2,1,0,24
we missed your birthday,6.666667,1,0,0,19
coalition governments never work,11.225806,1,1,0,27
destruction of the rain forest,8.666667,1,0,1,25
I like to play tennis,5.513514,1,0,0,16
acutely aware of her good looks,10.758621,0,1,1,25
you want to eat your cake,8.571429,1,2,0,17
machinery is too complicated,8.108108,1,1,1,23
a glance in the right direction,10.4,1,1,1,24
I just cannot figure this out,7.783784,1,0,1,23
please follow the guidelines,10.0,1,1,0,23
an airport is a very busy place,8.108108,1,2,0,22
mystery of the lost lagoon,7.135135,2,0,1,20
is there any indication of this,8.914286,0,2,0,24
the chamber makes important decisions,12.375,3,3,1,27
this phenomenon will never occur,12.0,2,0,1,26
obligations must be met first,8.571429,2,2,0,21
valid until the end of the year,12.0,1,2,0,22
file all complaints in writing,8.914286,2,1,0,23
tickets are very expensive,8.625,1,0,0,22
a picture is worth many words,10.666667,1,0,1,23
this camera takes nice photographs,9.72973,3,1,0,26
it looks like a shack,7.846154,0,1,0,16
the dog buried the bone,7.862069,1,0,0,18
the daring young man,7.555556,1,0,0,16
this equation is too complicated,12.923077,2,0,0,26
express delivery is very fast,11.111111,0,0,1,25
I will put on my glasses,6.514286,1,0,0,18
a touchdown in the last minute,8.108108,2,0,1,23
the treasury department is broke,10.5,1,1,1,26
a good response to the question,10.4,0,0,1,26
well connected with people,10.222222,2,1,1,20
the bathroom is good for reading,11.172414,1,0,1,26
the generation gap gets wider,11.111111,0,0,1,25
chemical spill took forever,11.076923,2,2,0,20
prepare for the exam in advance,12.48,2,0,0,24
interesting observation was made,13.92,1,2,0,26
bank transaction was not registered,13.777778,3,0,1,28
your etiquette needs some work,9.176471,2,0,0,24
we better investigate this,8.903226,0,2,0,21
stability of the nation,8.275862,2,1,1,17
house with new electrical panel,10.451613,0,1,0,26
our silver anniversary is coming,12.0,0,0,0,28
the presidential suite is very busy,12.857143,0,3,1,27
the punishment should fit the crime,10.0,0,3,0,27
sharp cheese keeps the mind sharp,13.44,2,0,0,26
the registration period is over,9.529412,2,2,0,23
you have my sympathy,6.8,0,1,0,16
the objective of the exercise,11.538462,2,2,0,21
historic meeting without a result,11.225806,2,1,1,26
very reluctant to enter,7.5,1,0,0,19
good at addition and subtraction,10.83871,0,1,0,27
six daughters and seven sons,8.0,2,1,1,21
a thoroughly disgusting thing to say,11.625,3,1,0,27
sign the withdrawal slip,6.631579,0,1,1,20
relations are very strained,8.727273,0,2,0,22
the minimum amount of time,10.56,1,2,1,19
a very traditional way to dress,10.4,2,2,1,22
the aspirations of a nation,8.363636,0,2,1,21
medieval times were very hard,9.375,0,0,0,25
a security force of eight thousand,9.942857,2,0,0,27
there are winners and losers,8.0,2,1,0,21
the voters turfed him out,8.689655,2,1,0,18
pay off a mortgage for a house,10.285714,1,2,1,21
the collapse of the Roman empire,11.571429,1,2,1,24
did you see that spectacular explosion,11.0,3,2,1,28
keep receipts for all your expenses,12.0,3,0,0,27
the assault took six months,10.615385,1,1,0,21
get your priorities in order,8.0,2,1,0,21
traveling requires a lot of fuel,9.257143,0,2,0,25
longer than a football field,8.470588,2,0,0,22
a good joke deserves a good laugh,12.96,1,2,1,24
the union will go on strike,7.333333,0,2,1,20
never mix religion and politics,11.571429,1,0,0,26
interactions between men and women,13.846154,2,3,0,25
where did you get such a silly idea,10.5,0,1,1,27
it should be sunny tomorrow,9.517241,0,1,0,22
a psychiatrist will help you,11.52,1,0,1,23
you should visit to a doctor,8.363636,1,2,0,20
you must make an appointment,7.783784,2,2,0,20
the fax machine is broken,7.2,1,1,0,19
players must know all the rules,10.4,0,0,1,26
a dog is the best friend of a man,8.333333,1,2,0,22
would you like to come to my house,10.8,0,0,1,27
February has an extra day,9.0,0,0,1,21
do not feel too bad about it,8.25,2,0,1,20
this library has many books,8.625,0,0,0,23
construction makes traveling difficult,13.125,0,1,1,34
he called seven times,8.307692,0,1,0,17
that is a very odd question,9.103448,1,1,0,20
a feeling of complete exasperation,10.0,0,3,1,27
we must redouble our efforts,9.0,1,0,0,23
no kissing in the library,8.689655,2,0,0,19
that agreement is rife with problems,10.054054,3,3,1,25
vote according to your conscience,10.545455,0,2,0,27
my favourite sport is racketball,9.081081,2,1,0,25
sad to hear that news,5.513514,0,0,0,17
the gun discharged by accident,12.48,2,0,0,24
one of the poorest nations,7.333333,2,2,1,18
the algorithm is too complicated,9.882353,1,0,0,27
your presentation was inspiring,12.0,0,0,0,28
that land is owned by the government,13.846154,3,3,0,24
burglars never leave their business card,11.666667,1,3,0,31
the fire blazed all weekend,8.363636,1,2,0,20
if diplomacy does not work,9.103448,0,2,0,20
please keep this confidential,11.142857,1,2,0,23
the rationale behind the decision,10.235294,0,2,0,27
the cat has a pleasant temperament,11.225806,0,1,0,28
our housekeeper does a thorough job,13.333333,2,3,1,25
her majesty visited our country,12.461538,2,1,1,24
handicapped persons need consideration,15.0,2,3,0,30
these barracks are big enough,8.333333,0,1,0,24
sing the gospel and the blues,11.52,1,2,1,21
he underwent triple bypass surgery,11.612903,0,3,1,27
the hopes of a new organization,10.758621,2,2,1,22
peering through a small hole,8.727273,0,2,0,22
rapidly running short on words,8.210526,0,2,0,24
it is difficult to concentrate,12.48,0,2,1,24
give me one spoonful of coffee,8.823529,1,1,0,23
two or three cups of coffee,7.135135,2,1,0,19
just like it says on the can,6.947368,0,0,1,22
companies announce a merger,11.52,2,1,1,21
electric cars need big fuel cells,10.181818,2,0,1,26
the plug does not fit the socket,10.4,2,2,0,22
drugs should be avoided,7.741935,2,1,1,17
the most beautiful sunset,8.0,0,2,0,20
we dine out on the weekends,10.56,0,2,1,20
get aboard the ship is leaving,7.894737,0,1,0,24
the water was monitored daily,8.333333,1,0,1,24
he watched in astonishment,7.885714,2,0,1,21
a big scratch on the tabletop,10.285714,2,2,1,20
salesmen must make their monthly quota,12.0,1,3,0,29
saving that child was an heroic effort,10.105263,3,2,1,27
granite is the hardest of all rocks,9.666667,2,0,1,27
bring the offenders to justice,9.75,0,2,1,24
every Saturday he folds the laundry,12.0,1,0,1,29
careless driving results in a fine,11.225806,1,0,1,28
microscopes make small things look big,14.142857,1,3,0,29
a coupon for a free sample,6.810811,2,1,1,18
fine but only in moderation,10.615385,0,1,1,22
a subject one can really enjoy,9.090909,2,2,1,21
important for political parties,13.44,0,1,1,27
that sticker needs to be validated,12.0,2,0,0,27
the fire raged for an entire month,9.882353,0,2,0,26
one never takes too many precautions,10.054054,3,1,0,27
we have enough witnesses,9.0,2,1,0,18
labour unions know how to organize,11.6,0,0,1,29
people blow their horn a lot,8.625,1,1,0,21
a correction had to be published,11.571429,2,2,0,23
I like baroque and classical music,13.92,0,1,0,28
the proprietor was unavailable,12.461538,0,0,0,27
be discreet about your meeting,12.0,1,1,0,24
meet tomorrow in the lavatory,9.677419,0,0,0,25
suburbs are sprawling up everywhere,10.941176,1,1,0,29
shivering is one way to keep warm,11.172414,1,2,0,24
dolphins leap high out of the water,9.666667,2,0,0,27
try to enjoy your maternity leave,9.333333,0,0,1,28
the ventilation system is broken,10.83871,1,1,1,26
dinosaurs have been extinct for ages,11.625,0,0,0,31
an inefficient way to heat a house,9.882353,2,1,0,25
the bus was very crowded,8.888889,2,1,0,17
an injustice is committed every day,11.612903,2,3,1,25
the coronation was very exciting,9.333333,1,0,0,27
look in the syllabus for the course,12.0,2,2,0,25
rectangular objects have four sides,10.941176,2,0,1,29
prescription drugs require a note,11.225806,0,0,1,29
the insulation is not working,8.571429,2,2,1,21
nothing finer than discovering a treasure,11.368421,2,1,1,33
our life expectancy has increased,12.428571,0,2,0,27
the cream rises to the top,10.08,0,1,0,20
the high waves will swamp us,8.903226,0,0,1,23
the treasurer must balance her books,13.777778,1,0,0,30
completely sold out of that,7.459459,2,0,1,21
the location of the crime,6.631579,1,2,0,18
the chancellor was very boring,9.454545,2,2,1,22
the accident scene is a shrine for fans,12.8,0,0,0,32
a tumor is OK provided it is benign,9.882353,0,1,1,27
please take a bath this month,9.6,2,1,0,21
rent is paid at the beginning of the month,11.333333,2,3,1,29
for murder you get a long prison sentence,10.736842,2,2,1,30
a much higher risk of getting cancer,9.72973,1,2,0,27
quit while you are ahead,6.666667,1,1,1,18
knee bone is connected to the thigh bone,13.655172,1,3,1,29
safe to walk the streets in the evening,10.378378,2,0,1,30
luckily my wallet was found,10.222222,0,1,0,22
one hour is allotted for questions,12.0,2,1,0,26
so you think you deserve a raise,10.064516,0,0,0,26
they watched the entire movie,11.111111,0,2,1,23
good jobs for those with education,9.157895,2,2,0,25
jumping right out of the water,8.108108,0,1,1,24
the trains are always late,7.764706,1,2,1,19
sit at the front of the bus,6.631579,0,0,0,21
do you prefer a window seat,6.947368,2,1,0,19
the food at this restaurant,8.625,2,1,0,20
Canada has ten provinces,6.631579,0,0,0,21
the elevator door appears to be stuck,14.88,1,1,1,29
raindrops keep falling on my head,13.44,2,0,0,26
spill coffee on the carpet,8.8,1,1,1,20
an excellent way to communicate,10.125,1,1,0,25
with each step forward,8.444444,0,1,0,18
faster than a speeding bullet,9.375,0,1,0,24
wishful thinking is fine,9.0,2,2,0,17
nothing wrong with his style,10.666667,0,0,0,24
arguing with the boss is futile,8.210526,0,2,0,24
taking the train is usually faster,13.92,2,2,0,25
what goes up must come down,10.153846,2,0,1,20
be persistent to win a strike,7.578947,2,0,1,22
presidents drive expensive cars,9.333333,2,1,0,25
the stock exchange dipped,8.0,1,2,1,19
why do you ask silly questions,9.375,2,2,1,21
that is a very nasty cut,6.514286,1,1,0,17
what to do when the oil runs dry,12.0,0,2,1,23
learn to walk before you run,7.885714,2,2,1,19
insurance is important for bad drivers,11.647059,0,3,1,30
traveling to conferences is fun,9.0,1,1,0,25
do you get nervous when you speak,9.529412,1,2,0,24
pumping helps if the roads are slippery,11.0,3,2,1,28
parking tickets can be challenged,12.428571,0,2,1,27
apartments are too expensive,12.0,0,0,1,25
find a nearby parking spot,8.8,1,0,1,21
gun powder must be handled with care,10.285714,3,2,0,25
just what the doctor ordered,8.0,1,1,0,22
a rattle snake is very poisonous,9.818182,0,2,1,25
weeping willows are found near water,13.285714,3,0,1,28
I cannot believe I ate the whole thing,10.054054,1,2,1,28
the biggest hamburger I have ever seen,10.105263,3,2,0,27
gamblers eventually loose their shirts,15.692308,1,1,0,32
exercise is good for the mind,9.931034,2,0,0,22
irregular verbs are the hardest to learn,11.027027,3,1,0,30
they might find your comment offensive,12.774194,2,2,0,29
tell a lie and your nose will grow,12.461538,0,0,0,27
an enlarged nose suggests you are a liar,11.647059,2,1,0,30
lie detector tests never work,10.714286,0,0,0,25
do not lie in court or else,7.411765,2,2,0,17
most judges are very honest,10.222222,2,2,1,19
only an idiot would lie in court,10.4,1,2,0,23
important news always seems to be late,10.378378,3,2,0,27
please try to be home before midnight,11.625,1,1,1,29
if you come home late the doors are locked,10.736842,3,3,0,28
dormitory doors are locked at midnight,12.774194,0,1,0,32
staying up all night is a bad idea,10.8,1,2,0,24
you are a capitalist pig,6.315789,0,2,0,18
motivational seminars make me sick,12.413793,0,3,1,27
questioning the wisdom of the courts,12.4,0,1,1,30
rejection letters are discouraging,11.272727,2,3,1,26
the first time he tried to swim,8.823529,0,1,1,24
that referendum asked a silly question,14.666667,0,2,1,31
a steep learning curve in riding a unicycle,14.4,2,3,1,31
a good stimulus deserves a good response,13.6,3,3,0,28
everybody looses in custody battles,10.333333,0,0,0,31
put garbage in an abandoned mine,11.571429,2,0,1,25
employee recruitment takes a lot of effort,12.0,3,3,1,30
experience is hard to come by,11.52,1,0,1,23
everyone wants to win the lottery,10.181818,0,0,1,28
the picket line gives me the chills,9.157895,1,1,0,27
