Phrase,Time,INF,IF,F,C
two or three cups of coffee,22.0,0,1,1,21
just like it says on the can,20.307692,0,2,1,20
companies announce a merger,12.521739,2,0,1,22
electric cars need big fuel cells,14.0,1,0,0,27
the plug does not fit the socket,13.0,0,0,1,26
drugs should be avoided,18.461538,1,1,1,18
the most beautiful sunset,13.2,1,2,1,19
we dine out on the weekends,12.571429,2,0,1,20
get aboard the ship is leaving,15.0,0,1,0,24
the water was monitored daily,12.0,1,2,1,22
he watched in astonishment,18.4,1,2,1,20
a big scratch on the tabletop,12.0,0,0,1,24
salesmen must make their monthly quota,26.4,3,3,1,27
saving that child was an heroic effort,24.0,2,0,0,30
granite is the hardest of all rocks,20.470588,1,1,0,27
bring the offenders to justice,19.5,1,1,1,24
every Saturday he folds the laundry,21.176471,2,2,0,26
careless driving results in a fine,26.769231,2,2,0,25
microscopes make small things look big,26.4,3,2,0,28
a coupon for a free sample,14.0,0,1,1,20
fine but only in moderation,19.714286,2,2,1,19
a subject one can really enjoy,16.666667,0,2,1,23
important for political parties,19.764706,0,1,1,27
that sticker needs to be validated,26.769231,1,0,0,28
the fire raged for an entire month,18.666667,1,0,0,27
one never takes too many precautions,16.173913,0,1,1,30
we have enough witnesses,15.75,1,1,0,19
labour unions know how to organize,20.470588,0,1,1,28
people blow their horn a lot,16.235294,0,2,1,21
a correction had to be published,14.086957,0,0,1,27
I like baroque and classical music,13.92,1,0,1,28
the proprietor was unavailable,23.142857,2,1,1,24
be discreet about your meeting,26.0,2,1,1,23
meet tomorrow in the lavatory,12.0,1,0,0,24
suburbs are sprawling up everywhere,16.173913,1,1,0,29
shivering is one way to keep warm,23.142857,0,2,1,25
dolphins leap high out of the water,17.4,2,2,0,25
try to enjoy your maternity leave,24.0,0,0,0,28
the ventilation system is broken,13.44,0,2,0,26
dinosaurs have been extinct for ages,23.25,3,0,0,28
an inefficient way to heat a house,14.0,0,0,1,28
the bus was very crowded,20.0,0,2,1,18
an injustice is committed every day,20.0,3,1,1,26
the coronation was very exciting,25.846154,0,2,1,26
look in the syllabus for the course,18.315789,2,2,1,25
rectangular objects have four sides,14.88,2,3,0,26
prescription drugs require a note,15.818182,0,2,1,27
the insulation is not working,13.043478,1,2,1,22
nothing finer than discovering a treasure,33.230769,0,2,1,34
our life expectancy has increased,15.130435,0,2,0,27
the cream rises to the top,10.956522,1,1,1,19
the high waves will swamp us,23.0,1,0,0,22
the treasurer must balance her books,20.666667,2,1,1,28
completely sold out of that,16.235294,2,1,1,20
the location of the crime,15.75,2,2,1,17
the chancellor was very boring,12.48,1,2,1,23
the accident scene is a shrine for fans,21.333333,1,0,1,31
a tumor is OK provided it is benign,22.4,1,1,1,26
please take a bath this month,19.2,1,1,0,22
rent is paid at the beginning of the month,18.545455,0,2,0,32
for murder you get a long prison sentence,34.0,0,3,0,31
a much higher risk of getting cancer,30.0,0,0,0,30
quit while you are ahead,17.142857,1,1,0,18
knee bone is connected to the thigh bone,23.294118,2,0,0,31
safe to walk the streets in the evening,25.6,0,1,0,31
luckily my wallet was found,12.0,2,0,1,21
one hour is allotted for questions,13.92,1,2,1,26
so you think you deserve a raise,18.352941,0,1,1,25
they watched the entire movie,12.0,2,0,1,23
good jobs for those with education,13.92,2,0,1,27
jumping right out of the water,17.647059,2,0,0,23
the trains are always late,11.0,2,2,1,18
sit at the front of the bus,14.823529,0,2,0,19
do you prefer a window seat,13.2,2,0,0,20
the food at this restaurant,12.545455,2,0,1,21
Canada has ten provinces,10.08,0,0,0,21
the elevator door appears to be stuck,23.25,3,3,0,25
raindrops keep falling on my head,15.272727,2,0,1,26
spill coffee on the carpet,20.307692,2,0,1,20
an excellent way to communicate,13.5,1,2,1,24
with each step forward,11.4,0,1,0,18
faster than a speeding bullet,12.5,2,0,1,23
wishful thinking is fine,14.0,0,2,1,19
nothing wrong with his style,18.0,1,1,1,22
arguing with the boss is futile,13.0,0,1,1,25
taking the train is usually faster,14.5,2,0,1,27
what goes up must come down,12.0,2,0,0,20
be persistent to win a strike,16.0,2,0,0,22
presidents drive expensive cars,15.272727,0,0,0,28
the stock exchange dipped,12.0,1,0,1,21
why do you ask silly questions,15.789474,0,0,1,25
that is a very nasty cut,19.0,1,0,0,18
what to do when the oil runs dry,25.0,1,1,1,23
learn to walk before you run,17.25,0,2,0,21
insurance is important for bad drivers,23.294118,2,3,1,28
traveling to conferences is fun,23.142857,2,0,1,25
do you get nervous when you speak,17.052632,1,0,0,26
pumping helps if the roads are slippery,19.8,2,2,0,29
parking tickets can be challenged,14.5,2,0,0,27
apartments are too expensive,16.666667,2,2,0,21
find a nearby parking spot,17.6,0,0,0,22
gun powder must be handled with care,27.692308,3,3,0,24
just what the doctor ordered,16.0,1,0,1,23
a rattle snake is very poisonous,23.142857,2,2,0,23
weeping willows are found near water,26.571429,3,1,0,27
I cannot believe I ate the whole thing,14.88,2,2,0,27
the biggest hamburger I have ever seen,22.588235,1,0,0,31
gamblers eventually loose their shirts,19.428571,3,0,0,31
exercise is good for the mind,13.090909,0,0,0,24
irregular verbs are the hardest to learn,34.0,3,0,1,31
they might find your comment offensive,19.8,3,3,1,27
tell a lie and your nose will grow,20.25,2,0,1,25
an enlarged nose suggests you are a liar,30.461538,1,1,0,31
lie detector tests never work,21.428571,0,0,0,25
do not lie in court or else,10.08,2,0,0,19
most judges are very honest,11.04,0,0,0,23
only an idiot would lie in court,15.6,0,1,0,25
important news always seems to be late,19.2,2,2,1,28
please try to be home before midnight,20.666667,3,1,1,27
if you come home late the doors are locked,21.473684,2,0,0,32
dormitory doors are locked at midnight,18.857143,1,3,1,29
staying up all night is a bad idea,23.142857,2,1,1,24
you are a capitalist pig,9.6,1,2,1,17
motivational seminars make me sick,14.4,3,1,1,26
questioning the wisdom of the courts,20.666667,0,3,0,28
rejection letters are discouraging,21.882353,0,1,0,30
the first time he tried to swim,15.789474,0,1,1,24
that referendum asked a silly question,16.5,2,1,0,30
a steep learning curve in riding a unicycle,21.6,2,2,1,32
a good stimulus deserves a good response,29.142857,0,1,1,33
everybody looses in custody battles,23.25,2,3,1,26
put garbage in an abandoned mine,17.052632,0,1,1,26
employee recruitment takes a lot of effort,27.0,2,3,0,31
experience is hard to come by,20.571429,1,2,0,21
everyone wants to win the lottery,17.684211,1,2,1,25
the picket line gives me the chills,15.818182,2,0,0,27
