Phrase,Time,INF,IF,F,C
the early bird gets the worm,3.584416,1,1,1,21
buckle up for safety,2.55,0,0,0,17
this is too much to handle,3.315789,1,1,0,19
protect your environment,3.826087,0,0,0,22
world population is growing,3.891892,0,1,1,23
the library is closed today,4.380952,1,1,0,21
Mary had a little lamb,3.428571,0,0,0,18
teaching services will help,4.235294,0,1,1,23
we accept personal checks,3.616438,1,1,0,20
this is a non profit organization,4.363636,0,0,0,28
user friendly interface,3.549296,1,0,1,20
healthy food is good for you,4.181818,0,0,1,23
hands on experience with a job,4.761905,1,1,1,23
this watch is too expensive,3.780822,1,1,0,21
the postal service is very slow,4.051948,1,1,0,24
communicate through email,3.887324,0,0,1,23
the capital of our nation,3.230769,1,0,1,20
travel at the speed of light,3.45,1,0,1,22
I do not fully agree with you,3.631579,1,0,1,22
gas bills are sent monthly,3.384615,1,0,1,21
earth quakes are predictable,4.918033,1,0,0,24
life is but a dream,2.769231,0,0,0,15
take it to the recycling depot,4.761905,1,1,0,23
sent this by registered mail,3.74026,0,0,1,24
fall is my favorite season,3.771429,1,0,0,21
a fox is a very smart animal,3.826087,1,1,0,20
the kids are very excited,4.131148,1,0,1,20
parking lot is full of trucks,3.84,1,1,0,22
my bike has a flat tire,3.130435,0,0,0,18
do not walk too quickly,3.352941,0,0,0,19
a duck quacks to ask for food,4.058824,1,0,1,22
limited warranty of two years,4.411765,1,0,1,24
the four seasons will come,4.327869,0,1,0,21
the sun rises in the east,3.478261,1,0,1,19
it is very windy today,3.323077,0,0,0,18
do not worry about this,3.737705,0,0,0,19
dashing through the snow,3.6,1,1,0,19
want to join us for lunch,3.478261,1,1,1,18
stay away from strangers,3.189873,0,1,1,20
accompanied by an adult,3.287671,0,0,1,20
see you later alligator,3.0,1,0,0,19
make my day you sucker,3.130435,0,0,0,18
I can play much better now,3.5,1,0,1,20
she wears too much makeup,3.15,0,1,0,20
my bare face in the wind,3.619048,0,0,0,19
batman wears a cape,2.666667,0,0,0,16
I hate baking pies,2.647059,0,0,0,15
lydia wants to go home,2.842105,0,0,0,18
win first prize in the contest,5.0,1,0,1,24
freud wrote of the ego,3.0,0,0,0,18
I do not care if you do that,3.405405,1,0,1,20
always cover all the bases,3.428571,0,1,1,21
nobody cares anymore,2.805195,0,0,0,18
can we play cards tonight,4.2,0,1,0,20
get rid of that immediately,3.584416,1,1,0,21
I watched blazing saddles,3.882353,0,1,0,21
the sum of the parts,2.461538,0,0,0,16
they love to yap about nothing,4.615385,0,0,1,25
peek out the window,2.666667,0,0,0,16
be home before midnight,3.037975,1,1,0,18
he played a pimp in that movie,4.571429,1,0,1,23
I skimmed through your proposal,4.628571,0,0,0,27
he was wearing a sweatshirt,3.942857,0,0,0,23
no more war no more bloodshed,4.363636,1,1,0,22
toss the ball around,3.290323,0,0,0,17
I will meet you at noon,3.375,0,0,0,18
I want to hold your hand,3.737705,0,0,0,19
the children are playing,3.405405,0,1,1,20
superman never wore a mask,3.882353,0,0,1,22
I listen to the tape everyday,4.430769,1,1,0,22
he is shouting loudly,3.6,0,0,0,18
correct your diction immediately,5.353846,1,1,1,27
seasoned golfers love the game,4.875,1,1,0,24
he cooled off after she left,3.493671,1,1,0,21
my dog sheds his hair,3.290323,0,0,0,17
join us on the patio,2.666667,0,0,0,16
these cookies are so amazing,3.891892,1,0,0,23
I can still feel your presence,4.411765,0,0,1,25
the dog will bite you,3.1875,0,0,0,17
a most ridiculous thing,3.870968,1,1,0,18
where did you get that tie,3.36,1,1,0,19
what a lovely red jacket,3.243243,0,1,1,19
do you like to shop on Sunday,3.780822,1,0,0,22
I spilled coffee on the carpet,4.411765,0,0,0,25
the largest of the five oceans,3.896104,0,1,0,24
shall we play a round of cards,4.5,0,0,1,24
olympic athletes use drugs,3.72973,0,1,0,22
my mother makes good cookies,4.173913,0,1,1,23
do a good deed to someone,3.243243,1,0,1,19
quick there is someone knocking,4.5,1,0,0,26
flashing red light means stop,5.0,0,0,0,25
sprawling subdivisions are bad,5.4,0,0,0,27
where did I leave my glasses,4.058824,1,1,1,21
on the way to the cottage,3.870968,0,0,1,20
a lot of chlorine in the water,3.84,0,0,0,24
do not drink the water,3.375,0,0,0,18
my car always breaks in the winter,5.333333,1,1,0,26
santa claus got stuck,2.958904,0,0,0,18
public transit is much faster,4.109589,1,0,1,24
zero in on the facts,2.823529,0,0,0,16
make up a few more phrases,3.818182,0,1,0,20
my fingers are very cold,3.333333,1,0,0,19
rain rain go away,2.584615,0,0,0,14
bad for the environment,3.636364,1,1,0,18
universities are too expensive,4.207792,0,1,0,26
the price of gas is high,3.5625,0,0,0,19
the winner of the race,2.7,0,0,0,18
we drive on parkways,3.1875,0,0,0,17
we park in driveways,2.615385,0,0,0,17
go out for some pizza and beer,3.84,1,0,1,23
effort is what it will take,4.0,1,1,1,20
where can my little dog be,3.5,0,0,0,21
if you were not so stupid,3.809524,1,1,0,18
not quite so smart as you think,4.411765,0,1,0,24
do you like to go camping,3.870968,1,1,0,18
this person is a disaster,3.652174,1,1,1,19
the imagination of the nation,4.83871,1,1,1,23
universally understood to be wrong,5.806452,1,1,1,28
listen to five hours of opera,4.298507,0,0,0,24
an occasional taste of chocolate,4.540541,0,0,1,28
victims deserve more redress,3.846154,0,1,1,24
the protesters blocked all traffic,4.675325,0,0,1,30
the acceptance speech was boring,4.941176,0,1,0,27
work hard to reach the summit,4.056338,0,0,1,24
a little encouragement is needed,5.508197,1,0,1,27
stiff penalty for staying out late,5.52381,1,1,0,27
the pen is mightier than the sword,4.2,0,1,1,27
exceed the maximum speed limit,5.2,1,1,1,24
in sharp contrast to your words,4.394366,1,1,0,24
this leather jacket is too warm,4.588235,1,1,0,24
consequences of a wrong turn,4.430769,0,0,1,24
this mission statement is baloney,5.043478,1,1,0,27
you will loose your voice,3.5,1,0,0,20
every apple from every tree,3.45,0,0,1,23
are you sure you want this,3.315789,1,0,1,20
the fourth edition was better,3.75,0,0,1,25
this system of taxation,3.0,0,1,0,19
beautiful paintings in the gallery,4.615385,1,0,1,29
a yard is almost as long as a meter,4.628571,1,0,1,26
we missed your birthday,3.0,1,1,0,18
coalition governments never work,4.64,1,1,1,27
destruction of the rain forest,4.333333,1,0,1,25
I like to play tennis,3.0,0,0,0,17
acutely aware of her good looks,4.0,1,0,0,25
you want to eat your cake,3.529412,1,0,1,19
machinery is too complicated,3.896104,1,1,1,23
a glance in the right direction,4.588235,1,0,1,25
I just cannot figure this out,4.114286,1,1,0,22
please follow the guidelines,4.918033,1,1,1,23
an airport is a very busy place,4.347826,1,1,1,23
mystery of the lost lagoon,3.826087,1,0,0,21
is there any indication of this,4.394366,1,0,1,25
the chamber makes important decisions,5.424658,0,1,0,32
this phenomenon will never occur,5.014925,1,1,0,26
obligations must be met first,4.109589,0,1,1,24
valid until the end of the year,3.797468,1,1,1,23
file all complaints in writing,4.273973,1,1,0,24
tickets are very expensive,4.6,1,0,0,22
a picture is worth many words,4.5,1,1,0,22
this camera takes nice photographs,5.454545,0,0,0,30
it looks like a shack,2.649351,0,0,0,17
the dog buried the bone,3.737705,0,0,0,19
the daring young man,3.138462,0,0,0,17
this equation is too complicated,4.48,1,0,0,27
express delivery is very fast,4.0,1,1,1,23
I will put on my glasses,2.923077,0,0,0,19
a touchdown in the last minute,4.054054,0,1,1,24
the treasury department is broke,5.419355,1,1,0,26
a good response to the question,5.2,0,1,1,25
well connected with people,4.246154,1,1,0,21
the bathroom is good for reading,4.909091,1,1,0,25
the generation gap gets wider,4.918033,0,0,1,25
chemical spill took forever,3.789474,0,1,1,23
prepare for the exam in advance,4.273973,1,0,0,25
interesting observation was made,5.52381,1,0,0,28
bank transaction was not registered,5.166667,1,1,1,29
your etiquette needs some work,4.051948,1,1,1,24
we better investigate this,4.380952,1,1,0,21
stability of the nation,4.0,0,1,1,19
house with new electrical panel,4.628571,1,1,1,25
our silver anniversary is coming,4.941176,0,1,0,27
the presidential suite is very busy,5.454545,1,0,1,29
the punishment should fit the crime,4.736842,1,0,1,29
sharp cheese keeps the mind sharp,4.2,1,0,1,27
the registration period is over,5.225806,0,0,0,27
you have my sympathy,2.55,0,0,0,17
the objective of the exercise,3.947368,1,0,0,24
historic meeting without a result,4.519481,1,0,0,28
very reluctant to enter,3.0,0,1,1,19
good at addition and subtraction,4.253165,0,1,0,27
six daughters and seven sons,4.235294,0,1,1,23
a thoroughly disgusting thing to say,5.552239,0,0,0,31
sign the withdrawal slip,3.36,1,1,0,19
relations are very strained,4.0,0,1,0,23
the minimum amount of time,4.327869,1,0,1,21
a very traditional way to dress,4.394366,1,1,0,24
the aspirations of a nation,4.181818,1,0,0,22
medieval times were very hard,4.225352,1,0,1,24
a security force of eight thousand,4.833333,1,0,0,28
there are winners and losers,4.235294,0,1,1,23
the voters turfed him out,3.405405,0,0,1,21
pay off a mortgage for a house,4.173913,1,1,1,22
the collapse of the Roman empire,5.311475,1,0,0,26
did you see that spectacular explosion,5.823529,0,0,0,33
keep receipts for all your expenses,4.864865,0,1,1,29
the assault took six months,4.246154,1,0,0,22
get your priorities in order,3.84,1,1,0,22
traveling requires a lot of fuel,5.0625,0,1,1,26
longer than a football field,3.945205,1,0,1,23
a good joke deserves a good laugh,4.05,1,0,0,26
the union will go on strike,4.4,1,1,0,20
never mix religion and politics,4.153846,0,0,1,27
interactions between men and women,5.0,1,1,1,28
where did you get such a silly idea,5.169231,0,0,1,28
it should be sunny tomorrow,4.6,1,0,1,22
a psychiatrist will help you,4.571429,0,1,0,23
you should visit to a doctor,3.942857,0,0,1,23
you must make an appointment,4.056338,0,1,1,23
the fax machine is broken,3.230769,0,1,1,20
players must know all the rules,4.105263,0,1,0,25
a dog is the best friend of a man,4.166667,1,0,0,24
would you like to come to my house,4.5,0,1,0,26
February has an extra day,3.15,1,0,0,20
do not feel too bad about it,3.428571,1,1,1,20
this library has many books,4.52459,0,0,0,23
construction makes traveling difficult,6.5625,0,1,0,34
he called seven times,3.323077,0,0,0,18
that is a very odd question,3.666667,1,1,0,20
a feeling of complete exasperation,5.454545,0,1,0,29
we must redouble our efforts,4.056338,1,0,1,23
no kissing in the library,3.9375,0,0,1,21
that agreement is rife with problems,4.894737,1,1,0,29
vote according to your conscience,5.8,0,0,1,29
my favourite sport is racketball,4.253165,0,1,1,27
sad to hear that news,3.238095,0,0,0,17
the gun discharged by accident,4.394366,1,0,1,25
one of the poorest nations,3.567568,1,1,1,20
the algorithm is too complicated,4.540541,0,1,1,27
your presentation was inspiring,4.307692,0,1,1,27
that land is owned by the government,5.714286,1,1,1,28
burglars never leave their business card,5.526316,0,0,0,35
the fire blazed all weekend,3.584416,1,0,0,22
if diplomacy does not work,4.327869,0,0,1,22
please keep this confidential,4.875,0,1,1,25
the rationale behind the decision,4.578947,1,0,0,28
the cat has a pleasant temperament,4.35,0,1,0,28
our housekeeper does a thorough job,5.714286,1,1,1,28
her majesty visited our country,4.695652,1,1,1,25
handicapped persons need consideration,7.0,1,1,1,33
these barracks are big enough,3.75,1,0,1,24
sing the gospel and the blues,4.298507,0,0,0,24
he underwent triple bypass surgery,6.0,0,0,1,30
the hopes of a new organization,4.521739,1,0,1,25
peering through a small hole,4.235294,0,0,1,24
rapidly running short on words,4.216216,0,1,0,25
it is difficult to concentrate,4.333333,1,0,0,25
give me one spoonful of coffee,4.615385,0,0,0,25
two or three cups of coffee,4.4,0,0,1,22
just like it says on the can,3.3,0,1,1,21
companies announce a merger,4.363636,1,1,1,22
electric cars need big fuel cells,4.2,0,0,0,28
the plug does not fit the socket,4.0,0,0,0,26
drugs should be avoided,3.243243,1,0,0,19
the most beautiful sunset,3.3,0,0,1,22
we dine out on the weekends,3.52,1,0,1,21
get aboard the ship is leaving,3.797468,1,0,1,24
the water was monitored daily,4.109589,0,0,0,25
he watched in astonishment,3.833333,1,0,1,22
a big scratch on the tabletop,4.5,1,0,0,23
salesmen must make their monthly quota,5.28,0,1,1,32
saving that child was an heroic effort,6.193548,0,0,0,32
granite is the hardest of all rocks,4.578947,1,1,1,27
bring the offenders to justice,4.521739,1,1,1,24
every Saturday he folds the laundry,5.070423,1,0,1,29
careless driving results in a fine,5.52381,1,1,0,27
microscopes make small things look big,5.577465,0,0,0,33
a coupon for a free sample,3.9375,0,0,1,21
fine but only in moderation,3.72973,1,0,0,22
a subject one can really enjoy,4.615385,0,1,0,24
important for political parties,4.869565,1,1,1,26
that sticker needs to be validated,5.612903,0,1,0,28
the fire raged for an entire month,4.666667,0,1,1,27
one never takes too many precautions,4.894737,0,0,1,31
we have enough witnesses,3.189873,0,1,0,20
labour unions know how to organize,4.971429,1,0,0,28
people blow their horn a lot,3.942857,1,1,0,21
a correction had to be published,4.56338,1,0,0,26
I like baroque and classical music,4.971429,1,1,1,27
the proprietor was unavailable,4.378378,1,0,1,26
be discreet about your meeting,4.333333,1,0,0,25
meet tomorrow in the lavatory,4.054054,1,0,0,24
suburbs are sprawling up everywhere,5.470588,0,1,1,30
shivering is one way to keep warm,5.0625,0,0,1,27
dolphins leap high out of the water,4.519481,1,0,0,28
try to enjoy your maternity leave,5.333333,0,0,1,28
the ventilation system is broken,5.333333,1,1,1,26
dinosaurs have been extinct for ages,5.314286,1,0,1,30
an inefficient way to heat a house,5.419355,0,1,1,27
the bus was very crowded,3.478261,1,0,1,19
an injustice is committed every day,5.454545,0,0,1,30
the coronation was very exciting,5.508197,0,0,1,28
look in the syllabus for the course,5.117647,1,1,0,27
rectangular objects have four sides,5.552239,1,0,0,30
prescription drugs require a note,5.8,1,1,0,27
the insulation is not working,4.347826,0,1,0,24
nothing finer than discovering a treasure,5.837838,0,0,1,36
our life expectancy has increased,5.043478,0,1,1,28
the cream rises to the top,3.452055,0,0,1,21
the high waves will swamp us,4.3125,0,1,1,22
the treasurer must balance her books,6.0,0,1,1,30
completely sold out of that,3.68,0,0,0,23
the location of the crime,3.5,0,1,1,20
the chancellor was very boring,4.588235,1,0,0,25
the accident scene is a shrine for fans,4.923077,0,1,0,31
a tumor is OK provided it is benign,5.090909,1,0,1,27
please take a bath this month,4.5,0,1,1,23
rent is paid at the beginning of the month,6.375,1,0,0,33
for murder you get a long prison sentence,5.589041,1,1,0,32
a much higher risk of getting cancer,5.142857,0,1,0,29
quit while you are ahead,3.380282,1,1,1,18
knee bone is connected to the thigh bone,6.092308,0,0,0,33
safe to walk the streets in the evening,5.647059,1,1,0,30
luckily my wallet was found,4.119403,0,0,0,23
one hour is allotted for questions,5.52381,0,1,0,28
so you think you deserve a raise,4.051948,0,0,1,26
they watched the entire movie,4.477612,0,1,0,24
good jobs for those with education,4.702703,1,0,0,28
jumping right out of the water,4.615385,0,1,0,24
the trains are always late,3.384615,1,0,1,21
sit at the front of the bus,3.6,1,0,0,20
do you prefer a window seat,4.061538,1,0,1,21
the food at this restaurant,3.538462,0,0,0,23
Canada has ten provinces,4.0,0,1,1,20
the elevator door appears to be stuck,5.904762,0,0,0,31
raindrops keep falling on my head,4.869565,0,0,1,28
spill coffee on the carpet,3.384615,1,0,0,21
an excellent way to communicate,5.0625,0,0,0,27
with each step forward,3.619048,0,0,0,19
faster than a speeding bullet,4.109589,0,1,0,24
wishful thinking is fine,3.761194,1,1,0,19
nothing wrong with his style,4.0,1,1,1,22
arguing with the boss is futile,4.394366,0,1,0,25
taking the train is usually faster,5.612903,0,1,0,28
what goes up must come down,3.428571,1,1,0,20
be persistent to win a strike,4.721311,0,0,0,24
presidents drive expensive cars,5.014925,0,0,0,28
the stock exchange dipped,3.3,1,1,0,20
why do you ask silly questions,4.83871,0,0,1,25
that is a very nasty cut,3.8,0,0,0,19
what to do when the oil runs dry,3.947368,1,0,1,24
learn to walk before you run,3.45,0,1,0,22
insurance is important for bad drivers,6.092308,0,1,0,32
traveling to conferences is fun,5.225806,1,0,0,26
do you get nervous when you speak,4.263158,1,0,1,26
pumping helps if the roads are slippery,6.491803,1,1,0,31
parking tickets can be challenged,4.461538,0,0,0,29
apartments are too expensive,3.75,0,0,1,25
find a nearby parking spot,3.71831,0,1,1,21
gun powder must be handled with care,4.675325,0,0,1,30
just what the doctor ordered,3.945205,0,1,0,23
a rattle snake is very poisonous,4.153846,1,0,1,26
weeping willows are found near water,5.470588,1,0,1,30
I cannot believe I ate the whole thing,5.8125,1,0,1,30
the biggest hamburger I have ever seen,4.923077,1,0,1,31
gamblers eventually loose their shirts,6.688525,0,0,1,34
exercise is good for the mind,4.721311,0,0,0,24
irregular verbs are the hardest to learn,5.368421,1,1,0,32
they might find your comment offensive,5.351351,1,1,0,31
tell a lie and your nose will grow,5.311475,1,1,0,25
an enlarged nose suggests you are a liar,5.28,0,0,1,33
lie detector tests never work,3.896104,0,1,0,24
do not lie in court or else,3.315789,0,0,0,21
most judges are very honest,4.181818,0,0,0,23
only an idiot would lie in court,4.727273,1,0,0,25
important news always seems to be late,5.260274,0,1,1,31
please try to be home before midnight,5.552239,1,0,0,30
if you come home late the doors are locked,5.913043,0,0,0,34
dormitory doors are locked at midnight,5.823529,1,1,0,31
staying up all night is a bad idea,4.153846,0,1,1,26
you are a capitalist pig,3.116883,0,1,0,19
motivational seminars make me sick,5.538462,1,1,0,28
questioning the wisdom of the courts,5.552239,1,1,1,29
rejection letters are discouraging,4.831169,0,0,1,31
the first time he tried to swim,4.411765,1,0,0,24
that referendum asked a silly question,5.910448,0,1,1,32
a steep learning curve in riding a unicycle,6.857143,0,1,1,35
a good stimulus deserves a good response,6.276923,0,1,0,33
everybody looses in custody battles,6.0,0,1,1,30
put garbage in an abandoned mine,4.32,0,0,0,27
employee recruitment takes a lot of effort,6.545455,0,1,1,35
experience is hard to come by,4.363636,1,1,0,22
everyone wants to win the lottery,5.419355,1,0,0,27
the picket line gives me the chills,5.19403,1,0,1,28
