Phrase,Time,INF,IF,F,C
he cooled off after she left,6.571429,0,1,0,22
my dog sheds his hair,5.230769,0,0,0,17
join us on the patio,4.682927,0,0,0,16
these cookies are so amazing,8.228571,1,1,1,22
I can still feel your presence,6.25,0,0,0,25
the dog will bite you,4.434783,0,0,0,17
a most ridiculous thing,6.153846,0,0,0,20
where did you get that tie,4.581818,1,1,1,19
what a lovely red jacket,6.315789,0,1,1,19
do you like to shop on Sunday,7.263158,0,1,1,22
I spilled coffee on the carpet,5.882353,0,0,1,25
the largest of the five oceans,5.882353,1,0,0,24
shall we play a round of cards,6.4,1,1,1,22
olympic athletes use drugs,5.75,1,0,1,22
my mother makes good cookies,6.26087,0,0,1,24
do a good deed to someone,6.486486,0,0,0,20
quick there is someone knocking,9.0,0,0,1,27
flashing red light means stop,5.555556,0,1,1,24
sprawling subdivisions are bad,7.2,1,0,1,26
where did I leave my glasses,6.731707,0,1,0,22
on the way to the cottage,4.444444,0,0,1,20
a lot of chlorine in the water,6.857143,0,1,1,23
do not drink the water,4.595745,0,0,0,18
my car always breaks in the winter,6.461538,1,0,1,27
santa claus got stuck,4.153846,0,0,0,18
public transit is much faster,6.122449,1,0,0,24
zero in on the facts,4.571429,0,0,0,16
make up a few more phrases,5.6,1,0,0,20
my fingers are very cold,4.897959,1,0,1,19
rain rain go away,3.574468,0,0,0,14
bad for the environment,5.714286,1,0,0,19
universities are too expensive,6.612245,0,0,1,27
the price of gas is high,4.301887,0,0,0,19
the winner of the race,4.32,0,0,0,18
we drive on parkways,4.0,0,0,0,17
we park in driveways,4.857143,0,0,0,17
go out for some pizza and beer,7.2,0,1,0,23
effort is what it will take,5.73913,1,0,0,21
where can my little dog be,4.666667,1,1,1,19
if you were not so stupid,4.615385,1,1,1,18
not quite so smart as you think,6.25,1,0,0,24
do you like to go camping,4.615385,0,1,1,19
this person is a disaster,6.146341,0,1,1,20
the imagination of the nation,6.0,1,1,0,23
universally understood to be wrong,7.659574,1,0,0,29
listen to five hours of opera,5.538462,1,0,1,23
an occasional taste of chocolate,8.4,0,0,1,28
victims deserve more redress,6.25,0,1,1,24
the protesters blocked all traffic,8.0,0,1,1,29
the acceptance speech was boring,8.195122,1,1,0,26
work hard to reach the summit,7.578947,1,0,0,23
a little encouragement is needed,7.148936,0,1,0,27
stiff penalty for staying out late,8.093023,0,1,0,28
the pen is mightier than the sword,8.615385,1,1,0,26
exceed the maximum speed limit,7.255814,0,1,0,25
in sharp contrast to your words,6.782609,1,0,1,25
this leather jacket is too warm,8.432432,1,1,1,24
consequences of a wrong turn,5.877551,0,1,1,23
this mission statement is baloney,6.96,1,0,1,28
you will loose your voice,4.666667,0,0,0,21
every apple from every tree,5.632653,1,1,1,21
are you sure you want this,7.2,0,0,1,21
the fourth edition was better,6.976744,0,1,1,24
this system of taxation,5.106383,0,1,0,19
beautiful paintings in the gallery,6.923077,1,1,1,28
a yard is almost as long as a meter,7.534884,0,0,1,27
we missed your birthday,4.615385,0,0,1,20
coalition governments never work,9.942857,0,1,0,28
destruction of the rain forest,7.8,0,0,0,26
I like to play tennis,4.340426,0,0,0,17
acutely aware of her good looks,6.117647,0,1,1,25
you want to eat your cake,5.217391,0,0,0,20
machinery is too complicated,7.5,0,1,1,24
a glance in the right direction,6.638298,0,1,1,25
I just cannot figure this out,6.4,0,1,0,23
please follow the guidelines,6.122449,1,1,1,23
an airport is a very busy place,6.521739,1,0,0,24
mystery of the lost lagoon,4.8,0,1,1,21
is there any indication of this,6.367347,1,1,0,24
the chamber makes important decisions,8.081633,1,0,1,32
this phenomenon will never occur,9.6,0,0,1,28
obligations must be met first,7.5,1,0,1,24
valid until the end of the year,6.666667,1,1,1,23
file all complaints in writing,5.886792,0,1,1,25
tickets are very expensive,7.666667,1,0,0,22
a picture is worth many words,5.538462,0,1,1,23
this camera takes nice photographs,7.2,1,0,0,29
it looks like a shack,3.849057,0,0,0,17
the dog buried the bone,4.145455,0,0,0,19
the daring young man,5.828571,0,0,0,17
this equation is too complicated,8.615385,0,1,0,27
express delivery is very fast,8.571429,0,0,0,25
I will put on my glasses,4.851064,0,0,0,19
a touchdown in the last minute,6.0,1,0,1,24
the treasury department is broke,6.588235,0,1,1,27
a good response to the question,7.255814,1,1,1,24
well connected with people,5.87234,1,0,1,22
the bathroom is good for reading,6.230769,0,1,0,26
the generation gap gets wider,6.25,1,1,1,23
chemical spill took forever,6.545455,0,0,1,24
prepare for the exam in advance,8.0,0,0,1,26
interesting observation was made,7.25,0,0,0,29
bank transaction was not registered,9.538462,0,0,0,31
your etiquette needs some work,7.8,0,1,0,25
we better investigate this,5.111111,0,1,0,22
stability of the nation,5.581395,0,1,1,19
house with new electrical panel,9.0,1,0,0,26
our silver anniversary is coming,9.6,0,1,1,27
the presidential suite is very busy,9.473684,1,0,0,29
the punishment should fit the crime,9.72973,1,1,0,28
sharp cheese keeps the mind sharp,9.081081,1,1,0,26
the registration period is over,9.257143,1,1,1,25
you have my sympathy,4.533333,0,0,0,17
the objective of the exercise,5.769231,1,0,1,24
historic meeting without a result,9.942857,0,0,0,29
very reluctant to enter,6.0,1,1,0,18
good at addition and subtraction,8.4,0,0,1,28
six daughters and seven sons,8.0,0,1,0,23
a thoroughly disgusting thing to say,6.763636,0,1,1,30
sign the withdrawal slip,6.0,1,0,0,20
relations are very strained,7.578947,0,1,0,23
the minimum amount of time,6.0,0,0,1,22
a very traditional way to dress,6.24,1,0,0,25
the aspirations of a nation,5.52,1,0,1,22
medieval times were very hard,8.333333,1,1,1,23
a security force of eight thousand,7.909091,0,0,1,29
there are winners and losers,6.545455,0,1,0,23
the voters turfed him out,5.478261,1,1,0,19
pay off a mortgage for a house,5.538462,0,0,0,24
the collapse of the Roman empire,8.756757,1,1,0,25
did you see that spectacular explosion,7.333333,1,1,1,31
keep receipts for all your expenses,7.058824,1,0,1,29
the assault took six months,6.731707,1,0,1,22
get your priorities in order,5.76,1,0,1,23
traveling requires a lot of fuel,5.890909,0,0,0,27
longer than a football field,7.384615,1,1,1,22
a good joke deserves a good laugh,6.0,1,0,0,26
the union will go on strike,6.285714,1,0,1,21
never mix religion and politics,6.352941,1,0,1,26
interactions between men and women,6.545455,1,0,0,29
where did you get such a silly idea,8.0,1,0,1,27
it should be sunny tomorrow,7.459459,0,1,1,22
a psychiatrist will help you,8.228571,1,1,1,22
you should visit to a doctor,5.632653,0,0,1,23
you must make an appointment,6.0,1,0,1,23
the fax machine is broken,6.631579,1,0,0,20
players must know all the rules,6.638298,1,1,1,24
a dog is the best friend of a man,6.976744,1,1,0,23
would you like to come to my house,6.612245,0,0,1,27
February has an extra day,4.754717,1,1,0,19
do not feel too bad about it,6.6,0,1,0,21
this library has many books,7.885714,0,1,1,22
construction makes traveling difficult,12.0,0,0,0,35
he called seven times,6.171429,0,0,0,18
that is a very odd question,7.542857,0,0,1,22
a feeling of complete exasperation,8.571429,1,1,1,28
we must redouble our efforts,6.0,1,0,1,23
no kissing in the library,5.361702,0,1,1,20
that agreement is rife with problems,7.153846,0,0,0,31
vote according to your conscience,6.96,1,1,0,27
my favourite sport is racketball,8.615385,1,1,0,26
sad to hear that news,5.666667,0,0,0,17
the gun discharged by accident,6.782609,1,0,0,25
one of the poorest nations,6.947368,0,0,1,22
the algorithm is too complicated,6.857143,1,0,1,27
your presentation was inspiring,9.6,1,1,0,26
that land is owned by the government,6.923077,0,0,0,30
burglars never leave their business card,7.924528,1,1,0,33
the fire blazed all weekend,7.666667,0,1,1,22
if diplomacy does not work,5.387755,1,1,0,20
please keep this confidential,6.638298,0,1,1,25
the rationale behind the decision,7.25,0,0,0,29
the cat has a pleasant temperament,7.25,1,0,1,28
our housekeeper does a thorough job,9.230769,0,1,1,29
her majesty visited our country,8.756757,1,0,0,26
handicapped persons need consideration,7.636364,1,1,1,33
these barracks are big enough,7.692308,1,0,1,24
sing the gospel and the blues,6.697674,1,1,0,22
he underwent triple bypass surgery,7.058824,1,1,0,28
the hopes of a new organization,8.666667,0,0,1,26
peering through a small hole,6.26087,0,0,0,24
rapidly running short on words,6.0,1,0,1,25
it is difficult to concentrate,8.210526,0,0,0,26
give me one spoonful of coffee,6.25,1,1,1,23
two or three cups of coffee,5.076923,0,0,0,22
just like it says on the can,7.542857,0,1,0,21
companies announce a merger,5.538462,0,0,1,24
electric cars need big fuel cells,6.857143,1,1,0,26
the plug does not fit the socket,6.24,1,1,1,24
drugs should be avoided,5.106383,0,0,1,20
the most beautiful sunset,4.8,1,0,0,21
we dine out on the weekends,7.135135,0,1,0,21
get aboard the ship is leaving,5.660377,1,1,1,23
the water was monitored daily,5.660377,1,0,1,24
he watched in astonishment,7.459459,1,1,1,21
a big scratch on the tabletop,7.384615,1,1,1,22
salesmen must make their monthly quota,7.92,0,0,0,33
saving that child was an heroic effort,9.142857,0,1,1,31
granite is the hardest of all rocks,9.666667,0,0,0,29
bring the offenders to justice,5.777778,0,0,0,26
every Saturday he folds the laundry,7.346939,0,0,1,30
careless driving results in a fine,7.733333,0,0,0,29
microscopes make small things look big,7.471698,0,1,1,32
a coupon for a free sample,6.0,0,1,0,20
fine but only in moderation,5.111111,1,1,0,21
a subject one can really enjoy,5.882353,0,0,0,25
important for political parties,9.081081,1,0,0,27
that sticker needs to be validated,7.733333,1,0,0,28
the fire raged for an entire month,7.148936,1,1,0,26
one never takes too many precautions,6.888889,1,0,1,30
we have enough witnesses,5.727273,0,1,1,20
labour unions know how to organize,7.25,1,1,1,27
people blow their horn a lot,5.411765,0,0,1,23
a correction had to be published,5.890909,1,0,0,26
I like baroque and classical music,7.25,1,1,0,27
the proprietor was unavailable,7.2,1,0,1,26
be discreet about your meeting,7.609756,1,0,0,25
meet tomorrow in the lavatory,5.769231,0,1,0,24
suburbs are sprawling up everywhere,7.44,1,0,1,30
shivering is one way to keep warm,9.257143,0,1,1,26
dolphins leap high out of the water,6.823529,1,0,0,28
try to enjoy your maternity leave,8.0,0,1,1,27
the ventilation system is broken,6.109091,0,1,0,27
dinosaurs have been extinct for ages,7.018868,0,1,1,30
an inefficient way to heat a house,6.588235,0,0,0,28
the bus was very crowded,5.106383,0,0,1,20
an injustice is committed every day,7.346939,0,0,1,30
the coronation was very exciting,7.813953,0,0,1,28
look in the syllabus for the course,7.404255,0,0,0,29
rectangular objects have four sides,7.153846,1,1,0,29
prescription drugs require a note,7.733333,1,1,1,27
the insulation is not working,6.976744,0,1,1,24
nothing finer than discovering a treasure,11.675676,0,0,1,36
our life expectancy has increased,7.733333,1,1,0,27
the cream rises to the top,7.0,0,0,0,21
the high waves will swamp us,7.459459,1,1,0,21
the treasurer must balance her books,6.888889,1,1,1,29
completely sold out of that,6.272727,0,0,0,23
the location of the crime,5.6,1,1,0,19
the chancellor was very boring,6.5,1,1,1,24
the accident scene is a shrine for fans,7.245283,0,1,0,31
a tumor is OK provided it is benign,8.615385,1,1,1,26
please take a bath this month,5.433962,0,0,0,24
rent is paid at the beginning of the month,7.555556,1,1,0,32
for murder you get a long prison sentence,10.736842,1,0,1,33
a much higher risk of getting cancer,8.0,1,1,1,28
quit while you are ahead,4.528302,0,1,0,19
knee bone is connected to the thigh bone,10.702703,0,1,0,32
safe to walk the streets in the evening,8.930233,0,1,0,31
luckily my wallet was found,7.076923,1,1,1,21
one hour is allotted for questions,9.405405,1,0,1,28
so you think you deserve a raise,7.609756,0,0,1,26
they watched the entire movie,7.894737,0,0,1,25
good jobs for those with education,8.7,1,0,1,28
jumping right out of the water,6.818182,0,1,1,24
the trains are always late,6.0,1,0,1,21
sit at the front of the bus,6.810811,0,0,1,21
do you prefer a window seat,5.5,0,0,1,22
the food at this restaurant,6.418605,1,0,0,22
Canada has ten provinces,5.142857,0,0,1,21
the elevator door appears to be stuck,9.789474,1,1,0,29
raindrops keep falling on my head,6.857143,0,1,0,27
spill coffee on the carpet,5.617021,1,1,1,20
an excellent way to communicate,6.352941,1,1,0,25
with each step forward,4.222222,0,0,0,19
faster than a speeding bullet,8.108108,0,0,0,25
wishful thinking is fine,5.860465,0,0,0,21
nothing wrong with his style,6.4,0,1,1,23
arguing with the boss is futile,7.8,1,1,0,24
taking the train is usually faster,7.909091,0,0,0,29
what goes up must come down,6.947368,1,1,1,20
be persistent to win a strike,5.433962,0,0,1,24
presidents drive expensive cars,6.339623,0,1,0,27
the stock exchange dipped,5.73913,1,1,1,20
why do you ask silly questions,5.882353,0,1,1,24
that is a very nasty cut,4.222222,0,0,0,19
what to do when the oil runs dry,5.882353,0,1,0,24
learn to walk before you run,5.018182,1,0,0,22
insurance is important for bad drivers,11.0,1,0,0,32
traveling to conferences is fun,9.257143,0,0,0,27
do you get nervous when you speak,7.043478,0,0,1,27
pumping helps if the roads are slippery,9.658537,1,0,1,32
parking tickets can be challenged,7.25,0,1,1,28
apartments are too expensive,6.122449,1,0,1,24
find a nearby parking spot,5.387755,0,0,1,22
gun powder must be handled with care,8.0,1,1,1,28
just what the doctor ordered,5.236364,1,1,0,22
a rattle snake is very poisonous,8.756757,0,0,1,27
weeping willows are found near water,8.086957,1,0,0,30
I cannot believe I ate the whole thing,9.538462,1,0,0,30
the biggest hamburger I have ever seen,7.529412,0,1,0,31
gamblers eventually loose their shirts,9.488372,1,1,1,32
exercise is good for the mind,6.26087,0,0,0,24
irregular verbs are the hardest to learn,8.680851,0,0,0,34
they might find your comment offensive,10.421053,0,1,1,32
tell a lie and your nose will grow,8.526316,1,0,1,26
an enlarged nose suggests you are a liar,8.608696,0,0,1,33
lie detector tests never work,6.666667,1,1,0,23
do not lie in court or else,5.04,0,1,0,20
most judges are very honest,5.411765,0,1,0,22
only an idiot would lie in court,6.782609,0,0,0,26
important news always seems to be late,8.0,1,0,1,31
please try to be home before midnight,7.294118,1,0,1,30
if you come home late the doors are locked,9.272727,0,1,0,33
dormitory doors are locked at midnight,8.8,0,0,0,33
staying up all night is a bad idea,6.113208,1,0,1,26
you are a capitalist pig,4.8,0,0,1,20
motivational seminars make me sick,9.0,0,0,1,30
questioning the wisdom of the courts,8.266667,1,0,1,30
rejection letters are discouraging,8.651163,0,1,1,30
the first time he tried to swim,6.25,1,0,0,24
that referendum asked a silly question,7.615385,1,1,1,31
a steep learning curve in riding a unicycle,10.285714,0,0,1,36
a good stimulus deserves a good response,10.736842,1,0,1,33
everybody looses in custody battles,7.294118,1,1,1,29
put garbage in an abandoned mine,7.363636,0,0,1,27
employee recruitment takes a lot of effort,8.816327,0,1,0,35
experience is hard to come by,6.12766,0,1,1,23
everyone wants to win the lottery,9.333333,1,0,0,27
the picket line gives me the chills,7.909091,1,0,0,28
